Running Reverse KL,Running Forward KL,Real Det Return,Running Env Steps,Reward Loss,Real Sto Return,Running Update Time,Itration
15.0215,156.6424,2283.93,1935000,-12545.20703125,1943.94,387,387
14.8793,156.5081,2301.24,1940000,-12565.685546875,1969.21,388,388
14.9114,156.6287,2251.35,1945000,-12577.76953125,1943.82,389,389
14.8699,156.6265,2279.55,1950000,-12610.3583984375,1951.77,390,390
14.8626,156.368,2294.01,1955000,-12607.8798828125,1944.44,391,391
14.7724,156.4936,2289.26,1960000,-12665.44921875,1944.77,392,392
14.9009,156.5184,2321.93,1965000,-12707.46875,1950.96,393,393
14.7454,156.5613,2289.78,1970000,-12688.662109375,1922.52,394,394
14.8216,156.4186,2323.75,1975000,-12710.4970703125,1951.99,395,395
14.9452,156.5283,2298.66,1980000,-12754.94140625,1963.07,396,396
14.8817,156.6489,2277.65,1985000,-12713.6005859375,1966.81,397,397
15.0657,156.6138,2299.29,1990000,-12753.083984375,1941.87,398,398
15.0067,156.5595,2285.45,1995000,-12780.654296875,1944.42,399,399
15.0266,156.5808,2301.29,2000000,-12808.8896484375,1942.17,400,400
14.8635,156.4892,2302.96,2005000,-12845.95703125,1952.75,401,401
15.0082,156.7011,2263.27,2010000,-12861.7509765625,1945.9,402,402
14.9575,156.545,2307.54,2015000,-12933.322265625,1964.61,403,403
14.8899,156.4962,2278.35,2020000,-12869.744140625,1941.21,404,404
14.8678,156.5272,2276.29,2025000,-12916.41015625,1944.71,405,405
14.9464,156.6867,2265.27,2030000,-12920.4912109375,1927.06,406,406
15.0414,156.5692,2296.01,2035000,-13023.0078125,1953.02,407,407
14.889,156.5019,2283.77,2040000,-13018.8349609375,1947.32,408,408
14.9607,156.6005,2276.53,2045000,-13017.7216796875,1958.03,409,409
14.99,156.4964,2299.46,2050000,-13028.6796875,1960.61,410,410
14.8807,156.642,2272.35,2055000,-13086.640625,1951.29,411,411
14.8485,156.4547,2282.52,2060000,-13079.8134765625,1953.5,412,412
14.8935,156.668,2271.88,2065000,-13105.943359375,1942.52,413,413
14.851,156.5333,2289.36,2070000,-13101.5107421875,1931.24,414,414
15.0518,156.5783,2325.98,2075000,-13205.400390625,1960.88,415,415
14.9252,156.5233,2279.82,2080000,-13148.9140625,1940.46,416,416
14.9564,156.61,2294.2,2085000,-13227.3310546875,1948.02,417,417
14.8904,156.5608,2295.77,2090000,-13214.5673828125,1937.71,418,418
14.9809,156.6228,2277.63,2095000,-13252.5966796875,1965.03,419,419
14.9196,156.5642,2297.56,2100000,-13280.7353515625,1956.96,420,420
15.0895,156.5232,2302.37,2105000,-13328.3330078125,1964.77,421,421
15.0813,156.5406,2314.33,2110000,-13379.1298828125,1960.67,422,422
15.0902,156.6204,2314.58,2115000,-13348.7626953125,1974.87,423,423
14.9764,156.5754,2291.69,2120000,-13423.3515625,1948.31,424,424
14.9372,156.6074,2317.58,2125000,-13420.8681640625,1951.23,425,425
14.8914,156.433,2344.46,2130000,-13510.3583984375,1976.21,426,426
14.901,156.5779,2281.97,2135000,-13465.41796875,1926.6,427,427
15.0286,156.4693,2317.55,2140000,-13519.2490234375,1944.12,428,428
14.947,156.6105,2317.46,2145000,-13599.638671875,1949.2,429,429
14.9575,156.6505,2292.53,2150000,-13535.919921875,1962.57,430,430
15.0861,156.4291,2324.16,2155000,-13583.1318359375,1969.72,431,431
14.9475,156.5114,2329.94,2160000,-13658.556640625,1955.01,432,432
15.0126,156.6328,2325.06,2165000,-13632.63671875,1978.52,433,433
14.846,156.5815,2299.79,2170000,-13623.734375,1949.14,434,434
14.9896,156.7939,2308.61,2175000,-13663.318359375,1964.84,435,435
14.9735,156.4536,2305.02,2180000,-13705.71875,1981.22,436,436
15.0252,156.4739,2318.08,2185000,-13716.630859375,1994.22,437,437
14.8966,156.5541,2313.41,2190000,-13704.662109375,1957.61,438,438
15.0486,156.5891,2316.61,2195000,-13799.4365234375,1988.33,439,439
15.124,156.6476,2326.9,2200000,-13824.61328125,1974.13,440,440
14.933,156.6427,2298.73,2205000,-13799.36328125,1957.69,441,441
14.9532,156.4427,2307.69,2210000,-13878.0068359375,1961.38,442,442
14.8927,156.4942,2311.27,2215000,-13869.888671875,1962.43,443,443
14.9415,156.5646,2330.4,2220000,-13928.625,1951.6,444,444
14.7676,156.5916,2313.58,2225000,-13921.9091796875,1976.6,445,445
14.9678,156.5165,2331.4,2230000,-13979.8466796875,1996.73,446,446
14.9432,156.5238,2292.82,2235000,-13975.763671875,1934.9,447,447
15.1275,156.624,2308.88,2240000,-13992.759765625,1968.67,448,448
15.0985,156.5139,2299.3,2245000,-13981.2490234375,1959.65,449,449
15.1001,156.6727,2326.9,2250000,-13976.5361328125,1965.58,450,450
14.9882,156.5804,2315.97,2255000,-14015.564453125,1951.95,451,451
15.0683,156.5205,2325.86,2260000,-14088.4853515625,1984.99,452,452
14.963,156.4512,2332.23,2265000,-14137.7197265625,1971.69,453,453
15.0307,156.5862,2329.56,2270000,-14170.4306640625,1956.35,454,454
14.9408,156.6276,2283.43,2275000,-14165.61328125,1945.98,455,455
14.9307,156.7027,2299.64,2280000,-14120.193359375,1957.21,456,456
15.0442,156.7026,2300.97,2285000,-14188.9765625,1953.85,457,457
14.9086,156.5575,2307.56,2290000,-14271.3671875,1964.38,458,458
15.0149,156.6447,2311.17,2295000,-14209.65234375,1954.38,459,459
15.0577,156.5304,2328.58,2300000,-14352.2314453125,1957.42,460,460
14.9211,156.5383,2282.51,2305000,-14314.8115234375,1950.39,461,461
15.0871,156.6192,2339.06,2310000,-14359.5712890625,1990.2,462,462
15.1056,156.544,2333.16,2315000,-14384.0869140625,1968.01,463,463
15.1191,156.7073,2333.19,2320000,-14435.673828125,1985.25,464,464
15.17,156.631,2320.56,2325000,-14414.974609375,1992.38,465,465
15.192,156.6301,2333.28,2330000,-14451.3779296875,1990.06,466,466
15.1349,156.4789,2329.39,2335000,-14431.6669921875,1984.99,467,467
15.0705,156.5856,2332.47,2340000,-14507.1630859375,2003.26,468,468
15.0369,156.4997,2338.07,2345000,-14529.6826171875,1989.84,469,469
15.109,156.629,2335.29,2350000,-14523.669921875,2000.41,470,470
15.1569,156.5709,2343.2,2355000,-14570.4248046875,1985.59,471,471
15.1094,156.6118,2346.5,2360000,-14609.9296875,1997.09,472,472
15.2061,156.6461,2333.12,2365000,-14688.8505859375,1988.85,473,473
15.2273,156.4981,2325.66,2370000,-14738.1171875,1986.22,474,474
14.9909,156.6782,2338.4,2375000,-14642.146484375,2006.75,475,475
15.087,156.5262,2355.74,2380000,-14771.6650390625,2000.08,476,476
15.0626,156.6433,2330.89,2385000,-14695.2294921875,1964.75,477,477
15.1679,156.548,2318.43,2390000,-14712.69140625,1992.0,478,478
15.1246,156.5375,2345.65,2395000,-14750.412109375,1993.07,479,479
15.3021,156.6756,2323.78,2400000,-14789.2626953125,1983.04,480,480
15.2258,156.6581,2342.75,2405000,-14776.7109375,1994.96,481,481
15.1929,156.6715,2359.44,2410000,-14842.9921875,1994.29,482,482
15.0827,156.7598,2339.45,2415000,-14869.6826171875,1986.35,483,483
15.1298,156.5538,2333.61,2420000,-14853.302734375,1995.59,484,484
15.0753,156.5172,2345.78,2425000,-14899.4736328125,2003.97,485,485
15.0021,156.5702,2327.53,2430000,-14865.232421875,1989.05,486,486
15.1476,156.7029,2329.55,2435000,-14925.1142578125,1984.17,487,487
15.1349,156.6709,2323.59,2440000,-14911.208984375,1987.68,488,488
15.1483,156.6167,2327.11,2445000,-14980.7724609375,1990.88,489,489
15.1135,156.4746,2337.32,2450000,-15057.3974609375,1978.4,490,490
15.1111,156.6891,2349.13,2455000,-14997.9716796875,1995.69,491,491
15.1083,156.6785,2326.63,2460000,-15084.1630859375,1978.74,492,492
15.0394,156.5981,2337.1,2465000,-15010.3212890625,1986.43,493,493
15.1567,156.6393,2302.85,2470000,-15074.1357421875,1986.01,494,494
15.0629,156.5499,2275.7,2475000,-15035.890625,1972.01,495,495
14.973,156.6155,2293.8,2480000,-15128.90625,1971.74,496,496
14.9403,156.6204,2260.25,2485000,-15108.6923828125,1959.81,497,497
15.1907,156.6426,2347.45,2490000,-15178.88671875,1989.16,498,498
15.0135,156.5636,2306.71,2495000,-15161.1572265625,1992.78,499,499
15.1913,156.463,2343.21,2500000,-15222.162109375,2009.82,500,500
15.2753,156.5145,2328.47,2505000,-15269.013671875,2008.88,501,501
15.0863,156.6093,2313.51,2510000,-15228.064453125,1976.24,502,502
15.1774,156.4102,2345.12,2515000,-15346.7119140625,1991.63,503,503
15.198,156.8726,2331.57,2520000,-15302.4423828125,2000.62,504,504
15.2534,156.6525,2323.72,2525000,-15318.74609375,1992.97,505,505
15.0023,156.6158,2296.21,2530000,-15318.1533203125,1950.99,506,506
15.1208,156.5539,2337.55,2535000,-15346.34375,1988.94,507,507
15.0661,156.6949,2341.2,2540000,-15401.982421875,2004.46,508,508
15.0799,156.5006,2328.92,2545000,-15390.07421875,1987.33,509,509
15.0375,156.4971,2352.33,2550000,-15437.5869140625,1999.71,510,510
15.1759,156.5717,2339.54,2555000,-15442.2197265625,1982.56,511,511
15.1922,156.4712,2363.41,2560000,-15505.0068359375,2015.01,512,512
15.0551,156.6499,2339.73,2565000,-15486.0908203125,1976.27,513,513
15.0183,156.6282,2331.62,2570000,-15522.5634765625,1983.2,514,514
14.9591,156.4586,2324.32,2575000,-15544.42578125,1988.57,515,515
15.0935,156.4248,2336.73,2580000,-15542.8310546875,1975.27,516,516
14.9628,156.6811,2355.08,2585000,-15557.626953125,1992.07,517,517
15.1029,156.3924,2344.83,2590000,-15534.3681640625,1986.55,518,518
15.0985,156.474,2321.23,2595000,-15645.658203125,1972.33,519,519
15.0937,156.5458,2343.08,2600000,-15573.6982421875,2006.27,520,520
15.2779,156.592,2341.71,2605000,-15641.4375,1987.0,521,521
15.1855,156.6077,2331.89,2610000,-15653.736328125,1990.33,522,522
15.2493,156.6669,2346.34,2615000,-15669.763671875,1985.81,523,523
15.2227,156.5328,2330.35,2620000,-15650.24609375,1987.75,524,524
15.2976,156.6316,2341.99,2625000,-15766.6435546875,1988.0,525,525
15.2553,156.4726,2345.09,2630000,-15755.6181640625,2006.67,526,526
15.333,156.6216,2376.74,2635000,-15794.2470703125,2008.32,527,527
15.2027,156.6506,2344.06,2640000,-15729.513671875,1973.92,528,528
15.1864,156.4236,2320.3,2645000,-15812.2001953125,1965.72,529,529
15.3748,156.65,2359.48,2650000,-15850.330078125,1987.2,530,530
15.168,156.4326,2367.91,2655000,-15899.234375,1991.45,531,531
15.1803,156.596,2355.47,2660000,-15884.208984375,1978.62,532,532
14.9448,156.5148,2330.11,2665000,-15837.48828125,1966.37,533,533
15.0529,156.6283,2336.66,2670000,-15865.138671875,1982.26,534,534
14.9687,156.5315,2302.71,2675000,-15829.2421875,1970.37,535,535
15.1139,156.587,2292.16,2680000,-15859.7548828125,1983.97,536,536
15.0682,156.5228,2325.67,2685000,-15843.404296875,1990.93,537,537
15.2271,156.4695,2321.7,2690000,-15944.3857421875,2001.64,538,538
15.1658,156.5876,2312.24,2695000,-15903.8388671875,1964.98,539,539
15.0959,156.5642,2284.69,2700000,-15908.69921875,1988.72,540,540
15.1537,156.6083,2330.41,2705000,-15987.3955078125,1978.43,541,541
15.0511,156.5628,2339.34,2710000,-15962.337890625,1983.27,542,542
15.2457,156.456,2340.66,2715000,-16100.248046875,1997.22,543,543
15.2839,156.7059,2343.47,2720000,-16060.3251953125,2012.89,544,544
15.1507,156.5264,2334.43,2725000,-16086.8642578125,1999.33,545,545
15.1687,156.5393,2324.9,2730000,-16092.7255859375,1960.63,546,546
15.1821,156.5643,2341.24,2735000,-16016.5234375,1988.67,547,547
15.3228,156.5604,2346.66,2740000,-16153.50390625,2008.16,548,548
15.2847,156.5703,2334.8,2745000,-16165.703125,2006.59,549,549
15.1516,156.6659,2336.87,2750000,-16114.890625,1997.39,550,550
15.1642,156.5674,2337.72,2755000,-16151.5234375,2018.9,551,551
15.2172,156.5214,2343.08,2760000,-16157.4365234375,2012.56,552,552
15.2393,156.537,2316.08,2765000,-16149.4619140625,1976.4,553,553
15.2838,156.5746,2317.24,2770000,-16191.4580078125,1993.73,554,554
15.3453,156.5613,2349.25,2775000,-16244.541015625,2008.76,555,555
15.1173,156.5714,2337.44,2780000,-16235.7294921875,2016.86,556,556
15.2643,156.5265,2331.37,2785000,-16230.8369140625,2005.2,557,557
15.1613,156.5184,2335.61,2790000,-16262.224609375,1969.29,558,558
15.068,156.4449,2357.8,2795000,-16277.1298828125,2005.1,559,559
15.189,156.6986,2307.57,2800000,-16272.0068359375,1982.73,560,560
15.0722,156.4172,2357.62,2805000,-16309.158203125,2003.26,561,561
15.2327,156.4341,2299.25,2810000,-16275.939453125,1976.0,562,562
15.3647,156.4579,2357.93,2815000,-16446.513671875,2022.88,563,563
15.1261,156.6705,2274.1,2820000,-16258.931640625,1979.49,564,564
15.1153,156.5414,2319.39,2825000,-16342.7333984375,1966.03,565,565
15.3164,156.5315,2351.26,2830000,-16424.744140625,2009.19,566,566
15.0758,156.498,2350.56,2835000,-16466.4765625,1998.42,567,567
15.2935,156.6378,2319.49,2840000,-16466.1640625,1989.15,568,568
15.1991,156.4397,2350.16,2845000,-16504.65625,2016.18,569,569
15.0636,156.4914,2301.59,2850000,-16461.4453125,1959.16,570,570
15.013,156.5551,2363.27,2855000,-16494.345703125,2020.87,571,571
15.1229,156.395,2326.24,2860000,-16484.830078125,2005.97,572,572
15.0728,156.4334,2311.66,2865000,-16495.880859375,1989.06,573,573
15.2024,156.4748,2334.47,2870000,-16557.96875,1979.66,574,574
15.0528,156.3587,2354.94,2875000,-16552.349609375,2011.71,575,575
15.0587,156.6062,2343.32,2880000,-16591.0078125,2000.28,576,576
15.0857,156.3887,2370.41,2885000,-16664.6796875,2019.49,577,577
15.1491,156.5888,2371.33,2890000,-16657.599609375,1994.68,578,578
15.1126,156.4779,2358.4,2895000,-16692.3984375,2004.62,579,579
15.0591,156.5436,2355.49,2900000,-16682.1015625,1995.12,580,580
15.0451,156.5042,2346.0,2905000,-16708.236328125,1985.41,581,581
15.1289,156.6234,2383.73,2910000,-16745.70703125,2033.28,582,582
15.0267,156.5443,2359.42,2915000,-16662.580078125,2012.92,583,583
15.2431,156.5285,2359.03,2920000,-16767.185546875,2032.68,584,584
14.9341,156.5757,2348.36,2925000,-16785.12109375,1995.08,585,585
15.1061,156.6047,2356.34,2930000,-16779.97265625,1995.98,586,586
15.1883,156.5019,2363.74,2935000,-16835.880859375,2012.17,587,587
15.2672,156.5479,2370.52,2940000,-16805.458984375,1997.23,588,588
15.2448,156.54,2375.5,2945000,-16862.826171875,2017.65,589,589
15.1821,156.4416,2387.13,2950000,-16919.322265625,2026.05,590,590
15.131,156.4657,2364.06,2955000,-16896.283203125,2013.85,591,591
14.9851,156.5096,2369.15,2960000,-16852.794921875,2027.31,592,592
15.2097,156.4922,2367.9,2965000,-16873.75,2022.5,593,593
15.2591,156.5604,2373.78,2970000,-16947.55859375,2025.6,594,594
15.1983,156.5919,2384.61,2975000,-16949.728515625,2026.53,595,595
15.1579,156.437,2360.38,2980000,-16956.19921875,2020.33,596,596
15.046,156.4238,2359.5,2985000,-16967.541015625,2028.47,597,597
15.1802,156.6029,2369.22,2990000,-16975.033203125,1996.95,598,598
15.1238,156.5699,2375.16,2995000,-16973.517578125,2003.76,599,599
