Running Forward KL,Itration,Reward Loss,Running Env Steps,Running Update Time,Real Det Return,Running Reverse KL,Real Sto Return
36.6946,384,-2803.08154296875,1920000,384,2404.94,13.3055,3458.29
34.7045,385,-1892.3482666015625,1925000,385,4607.59,11.7678,4671.1
34.3545,386,-1709.6417236328125,1930000,386,5337.02,11.5364,4354.58
35.4236,387,-2335.4345703125,1935000,387,5327.42,14.7947,3977.42
33.8866,388,-1621.966064453125,1940000,388,4891.66,11.0555,4946.12
34.8825,389,-1885.316650390625,1945000,389,4334.43,15.2603,4813.49
34.2791,390,-1584.1767578125,1950000,390,5307.74,12.0904,4199.75
34.461,391,-1620.4674072265625,1955000,391,5108.69,12.306,4706.5
36.2067,392,-2718.19921875,1960000,392,3368.03,12.0329,2467.2
35.1263,393,-2699.914306640625,1965000,393,5278.61,11.7242,3609.22
34.2037,394,-2567.0703125,1970000,394,4427.03,23.1428,3923.29
34.7282,395,-2355.772216796875,1975000,395,5233.61,17.4788,4078.0
33.3803,396,-2127.428466796875,1980000,396,5339.28,19.8017,4116.26
33.3603,397,-1471.25146484375,1985000,397,5264.82,12.2073,4989.62
40.5588,398,-4889.02294921875,1990000,398,1039.82,134.4467,550.86
52.7492,399,-5450.00146484375,1995000,399,376.87,58.3238,377.25
48.7234,400,-4892.3955078125,2000000,400,228.2,17.4175,249.35
39.0744,401,-4673.8623046875,2005000,401,168.05,49.8492,2462.12
37.5559,402,-3684.21923828125,2010000,402,673.4,16.3714,3030.82
39.6804,403,-4518.59375,2015000,403,461.91,13.1589,2273.24
35.2489,404,-2249.64794921875,2020000,404,4671.42,12.944,4006.02
34.7495,405,-2699.827392578125,2025000,405,4878.75,12.1008,4182.54
35.6603,406,-2161.228515625,2030000,406,4706.36,12.7371,3986.97
34.2049,407,-1665.3094482421875,2035000,407,5004.7,13.6037,5104.66
34.301,408,-1709.878662109375,2040000,408,4582.07,12.8349,4179.51
34.6346,409,-2088.82666015625,2045000,409,4335.81,11.9629,4411.45
34.4599,410,-1673.2049560546875,2050000,410,4802.74,13.1327,4983.71
34.7486,411,-2170.439453125,2055000,411,5445.79,13.0962,4710.69
34.6386,412,-1874.0667724609375,2060000,412,5373.15,12.1132,5021.83
33.4771,413,-1533.599365234375,2065000,413,5274.78,12.8445,4869.1
34.2123,414,-2337.0771484375,2070000,414,5220.15,11.5167,5230.29
33.7022,415,-1902.6038818359375,2075000,415,5374.74,11.7978,5132.92
33.6495,416,-1818.3961181640625,2080000,416,5173.2,12.1923,5117.61
33.9745,417,-1437.223388671875,2085000,417,5412.3,12.1835,5158.54
33.4782,418,-1404.3741455078125,2090000,418,5217.14,12.2175,5090.79
33.4815,419,-1746.5242919921875,2095000,419,5361.1,11.1218,5181.0
33.0452,420,-2697.3134765625,2100000,420,5195.45,10.0198,4190.67
32.3365,421,-1482.514404296875,2105000,421,5154.31,10.7134,5005.43
32.4931,422,-1370.7880859375,2110000,422,5017.84,11.7311,4829.08
31.6865,423,-1365.550537109375,2115000,423,5214.57,11.3679,4734.22
32.8718,424,-1966.6807861328125,2120000,424,5164.16,10.5068,3355.92
31.8306,425,-1687.7198486328125,2125000,425,4751.93,11.1824,4423.94
32.2001,426,-1334.7510986328125,2130000,426,5491.42,11.2991,5288.13
32.6301,427,-1865.5350341796875,2135000,427,5463.24,10.3594,4894.63
32.6259,428,-2279.314697265625,2140000,428,5350.23,10.5281,4884.64
32.7574,429,-1403.983154296875,2145000,429,5466.7,11.6919,5019.86
32.0317,430,-1455.565185546875,2150000,430,5499.04,11.219,5171.44
32.9052,431,-1512.0849609375,2155000,431,5424.74,12.8346,5060.69
32.3027,432,-1320.5628662109375,2160000,432,5168.88,11.2384,4529.1
32.2118,433,-1300.2352294921875,2165000,433,5491.57,11.6026,5281.27
32.4511,434,-1466.553955078125,2170000,434,5514.05,10.9796,5243.01
33.9706,435,-2420.305908203125,2175000,435,5492.5,10.4519,4822.07
32.254,436,-1461.7584228515625,2180000,436,5438.42,11.493,4793.57
32.8734,437,-1863.6619873046875,2185000,437,5442.51,11.2691,4165.35
33.0716,438,-2037.3875732421875,2190000,438,5406.4,11.0672,4322.4
32.3382,439,-1840.15087890625,2195000,439,5210.27,10.5986,4363.58
32.8186,440,-1819.398193359375,2200000,440,5418.43,11.1579,4979.38
31.6337,441,-1567.2471923828125,2205000,441,5482.37,11.0439,4673.23
32.6659,442,-1669.2447509765625,2210000,442,5430.57,12.3768,4821.87
32.2999,443,-1870.53369140625,2215000,443,5458.99,11.3672,4282.4
32.1486,444,-1429.7947998046875,2220000,444,5567.25,12.2655,5314.06
32.8064,445,-1684.5205078125,2225000,445,5321.06,12.0151,5143.66
32.1365,446,-1356.42724609375,2230000,446,5530.16,11.6649,5118.99
33.0557,447,-1496.440673828125,2235000,447,4856.63,12.1422,4366.99
32.2494,448,-1429.3050537109375,2240000,448,5154.26,11.7294,5313.93
32.9753,449,-1472.147216796875,2245000,449,5185.41,11.7625,4797.84
33.5062,450,-1644.07568359375,2250000,450,5147.26,10.9263,4644.33
32.8506,451,-1686.6624755859375,2255000,451,5453.88,11.7566,5013.2
32.9022,452,-2326.131591796875,2260000,452,5428.88,11.0199,4284.45
33.033,453,-2042.9005126953125,2265000,453,4986.86,11.1693,4448.56
32.1291,454,-1668.0264892578125,2270000,454,5299.52,11.3396,5029.57
30.9009,455,-1356.925048828125,2275000,455,5557.49,11.8708,5127.82
31.7445,456,-1726.1917724609375,2280000,456,5252.57,10.9447,4705.12
32.9594,457,-2365.9931640625,2285000,457,5484.19,10.2685,4471.58
31.9253,458,-1605.3004150390625,2290000,458,5208.22,10.8724,4852.06
32.0642,459,-1972.9447021484375,2295000,459,5468.14,10.7674,5265.06
32.7609,460,-2325.0849609375,2300000,460,5280.54,11.6547,4618.59
33.8652,461,-2624.88427734375,2305000,461,3849.47,10.9156,4509.73
34.0722,462,-3249.04345703125,2310000,462,5388.41,10.6239,4758.56
33.2452,463,-2402.168701171875,2315000,463,5155.75,11.6492,4316.04
34.7304,464,-3300.3505859375,2320000,464,2350.1,11.1866,2684.79
33.7291,465,-2411.355224609375,2325000,465,5138.53,11.8135,4634.19
32.3672,466,-1780.49609375,2330000,466,3963.82,11.074,5050.16
33.7144,467,-2599.64013671875,2335000,467,5267.27,10.9391,5025.81
33.3805,468,-2209.066650390625,2340000,468,5284.31,11.8511,4831.9
32.1521,469,-1568.849853515625,2345000,469,5266.52,11.9287,4847.62
32.1828,470,-1572.9315185546875,2350000,470,5368.5,12.0794,5190.83
32.6913,471,-2102.514404296875,2355000,471,5417.1,10.8968,5237.23
32.8275,472,-1848.3634033203125,2360000,472,5301.63,12.2987,5170.58
33.9098,473,-2492.24169921875,2365000,473,4645.61,11.3314,4708.47
32.4645,474,-1590.6231689453125,2370000,474,5379.39,12.2337,5075.09
32.7369,475,-2278.674072265625,2375000,475,5411.34,11.5029,5240.99
32.0233,476,-1585.234375,2380000,476,5394.99,12.7048,4577.61
33.3852,477,-2246.51416015625,2385000,477,5136.53,12.0396,4862.23
35.8199,478,-4314.53857421875,2390000,478,3503.21,15.8168,3350.45
33.0985,479,-2188.8759765625,2395000,479,5355.89,12.2688,4867.21
33.1819,480,-1656.443603515625,2400000,480,4943.01,14.0834,5057.58
32.7742,481,-1792.07470703125,2405000,481,5450.44,13.1355,5071.7
32.1708,482,-1911.52880859375,2410000,482,5005.35,12.4622,5151.57
32.6866,483,-1753.469482421875,2415000,483,5527.54,13.8009,4816.33
33.5452,484,-3070.0205078125,2420000,484,5238.38,12.7508,4305.65
33.5688,485,-3169.867919921875,2425000,485,4970.59,20.2241,3361.0
33.6475,486,-2536.24560546875,2430000,486,4074.36,12.027,4251.76
32.9597,487,-2437.349609375,2435000,487,5196.76,11.8524,4662.27
32.4677,488,-1990.01123046875,2440000,488,5402.72,13.1082,4855.21
32.8684,489,-2457.511474609375,2445000,489,5398.63,12.9138,5020.23
33.2781,490,-1846.192626953125,2450000,490,5191.78,14.4278,4950.41
32.8046,491,-1795.727783203125,2455000,491,5380.46,13.492,5014.76
32.8007,492,-2235.361572265625,2460000,492,4088.22,13.0907,4722.94
32.9821,493,-2646.1640625,2465000,493,4756.16,13.3309,4654.13
33.9646,494,-2877.707275390625,2470000,494,3671.53,11.2649,3520.57
33.2639,495,-3056.311279296875,2475000,495,3215.56,11.6007,5136.24
33.438,496,-1972.7255859375,2480000,496,5313.18,12.4592,4833.53
32.832,497,-2273.7470703125,2485000,497,5156.48,11.5203,4816.6
32.6575,498,-2211.429443359375,2490000,498,5190.75,11.6387,4204.26
33.1038,499,-2314.4716796875,2495000,499,3196.6,12.1668,4474.93
33.2859,500,-2760.931884765625,2500000,500,4902.38,12.9991,4625.75
33.5698,501,-2015.9326171875,2505000,501,5404.96,13.4892,4539.12
32.6006,502,-2179.7900390625,2510000,502,5406.15,12.8462,4930.98
32.7993,503,-2321.14453125,2515000,503,5407.55,13.8373,4242.41
32.3888,504,-2261.55224609375,2520000,504,4430.77,12.554,4780.19
34.8314,505,-3869.8828125,2525000,505,5209.05,11.626,4483.02
33.6927,506,-1902.141845703125,2530000,506,4543.39,14.1422,5296.24
34.3275,507,-2853.964111328125,2535000,507,4718.16,12.9142,3804.17
34.6654,508,-3245.019287109375,2540000,508,5375.86,11.9378,4997.86
34.1441,509,-2796.261474609375,2545000,509,3434.47,12.7423,4382.12
35.6844,510,-3783.17919921875,2550000,510,4127.32,12.8235,3727.74
35.6205,511,-3991.6201171875,2555000,511,5374.49,13.5815,3144.77
34.7859,512,-2847.92724609375,2560000,512,5397.64,12.9422,4015.05
33.7321,513,-2406.128662109375,2565000,513,5308.08,12.8494,4349.62
35.2619,514,-3343.9013671875,2570000,514,5315.75,12.5393,4736.04
34.3814,515,-2859.823486328125,2575000,515,5276.41,12.8414,4996.19
35.2531,516,-3615.989013671875,2580000,516,4350.09,12.2833,4434.94
36.2716,517,-3256.11474609375,2585000,517,5158.39,14.2215,4767.54
32.9601,518,-2073.044189453125,2590000,518,5380.27,13.6698,5038.6
35.5119,519,-3185.78564453125,2595000,519,3854.65,13.1481,3873.86
33.0934,520,-2254.607421875,2600000,520,5356.47,12.6287,5227.78
34.0679,521,-3032.3955078125,2605000,521,5343.72,12.6381,4089.66
34.1629,522,-2476.2919921875,2610000,522,5396.47,12.3914,5237.15
34.0116,523,-2770.385986328125,2615000,523,5112.96,11.9431,5212.89
34.6094,524,-3723.762939453125,2620000,524,4050.46,11.4075,4023.33
34.7096,525,-2756.572265625,2625000,525,5366.71,12.7517,4130.46
34.5458,526,-3515.141845703125,2630000,526,5402.88,13.9391,4858.42
34.545,527,-2290.640380859375,2635000,527,5460.06,14.1022,4979.99
35.0573,528,-3789.671875,2640000,528,5382.56,10.7933,4160.27
33.8811,529,-3636.871826171875,2645000,529,5458.67,24.8733,5073.86
32.4952,530,-1984.95361328125,2650000,530,4680.48,13.0592,4610.66
33.7803,531,-2114.5361328125,2655000,531,5214.18,13.8887,5075.96
34.8803,532,-3295.38525390625,2660000,532,3025.22,15.1126,2900.14
33.7465,533,-2198.426513671875,2665000,533,5471.13,12.9005,5147.2
34.0978,534,-2796.645263671875,2670000,534,5050.9,14.646,4405.48
32.7648,535,-2778.66748046875,2675000,535,5453.35,14.8757,5027.62
35.1974,536,-2719.864990234375,2680000,536,5452.59,14.339,4190.12
32.854,537,-1989.177734375,2685000,537,5385.31,12.4604,5252.46
34.2022,538,-3439.36572265625,2690000,538,5001.02,14.671,4217.15
34.0678,539,-2786.839599609375,2695000,539,5450.79,21.628,3886.1
33.7729,540,-3671.404541015625,2700000,540,5176.29,12.8539,4576.97
33.9653,541,-3509.505126953125,2705000,541,2932.61,16.324,3531.44
35.5863,542,-3691.29052734375,2710000,542,4637.09,11.7972,3623.17
34.6579,543,-3810.778076171875,2715000,543,4112.54,11.5001,3622.49
36.43,544,-4771.9267578125,2720000,544,1961.56,23.794,1843.7
39.608,545,-5776.9326171875,2725000,545,930.61,39.8886,1143.56
37.2722,546,-4636.49560546875,2730000,546,2665.33,22.863,1972.17
34.9015,547,-3820.602783203125,2735000,547,4818.78,13.3368,3253.58
34.1755,548,-2886.534912109375,2740000,548,5255.35,12.1327,4603.19
34.2735,549,-2847.3525390625,2745000,549,3832.54,12.3897,4964.75
33.8563,550,-3258.552978515625,2750000,550,5376.55,12.3301,4491.72
34.9263,551,-2770.880126953125,2755000,551,5369.92,14.4072,4625.14
34.1162,552,-2682.11572265625,2760000,552,5287.63,13.1884,4981.62
34.4402,553,-2610.966064453125,2765000,553,5346.54,13.2877,5081.94
35.0737,554,-3599.8994140625,2770000,554,5409.32,11.7493,4955.18
35.1233,555,-2576.92919921875,2775000,555,5346.8,13.9192,5099.21
32.414,556,-2144.1953125,2780000,556,5467.03,12.7382,5223.88
34.7452,557,-2633.177978515625,2785000,557,5393.72,14.8451,4909.73
34.8663,558,-2598.084228515625,2790000,558,5427.04,13.7513,5197.38
35.1088,559,-3014.7646484375,2795000,559,5437.04,12.5346,4711.26
34.7888,560,-2707.84130859375,2800000,560,5392.95,13.6708,4903.54
34.175,561,-2526.66650390625,2805000,561,5362.07,12.9936,4801.38
35.356,562,-3152.53662109375,2810000,562,4402.8,14.3606,2531.24
34.9787,563,-3177.640625,2815000,563,5364.95,12.9145,4853.13
35.2639,564,-3219.572021484375,2820000,564,5334.18,13.6636,4885.36
33.7925,565,-2489.513671875,2825000,565,5424.15,12.7846,4799.64
34.2507,566,-2605.20361328125,2830000,566,5406.47,13.5303,4919.26
33.9692,567,-2485.849365234375,2835000,567,5433.54,13.2722,5247.75
34.8357,568,-3939.51318359375,2840000,568,5378.41,15.0977,3866.09
34.3803,569,-3924.7001953125,2845000,569,4651.71,16.7617,2602.47
41.3955,570,-4995.26708984375,2850000,570,1.65,40.4075,1.97
34.5024,571,-2662.106201171875,2855000,571,3136.61,12.8025,5097.64
36.6997,572,-3809.98876953125,2860000,572,5346.34,14.973,4573.17
35.0459,573,-3554.074951171875,2865000,573,5120.61,13.007,4263.34
34.8124,574,-3226.4853515625,2870000,574,5406.76,13.131,5003.43
35.3394,575,-3818.330078125,2875000,575,5370.16,13.0171,5018.29
35.0133,576,-2772.6748046875,2880000,576,5390.14,14.4147,5247.79
32.7489,577,-2370.73974609375,2885000,577,5443.02,12.4842,5268.71
33.8583,578,-3367.234619140625,2890000,578,3997.86,11.9718,4331.57
34.682,579,-3365.0263671875,2895000,579,5386.51,12.6392,5003.13
33.4313,580,-2561.09765625,2900000,580,5430.16,12.9787,5235.21
32.4516,581,-2367.7158203125,2905000,581,5488.29,12.3514,5278.31
33.3852,582,-2561.07080078125,2910000,582,5441.09,12.896,5167.14
34.6054,583,-3987.42626953125,2915000,583,5173.09,13.7504,5224.95
33.3654,584,-2882.2626953125,2920000,584,5443.64,12.6097,5292.6
33.8238,585,-3762.4912109375,2925000,585,5266.75,12.2429,3872.01
52.6231,586,-5853.61279296875,2930000,586,-17.6,31.8389,-17.66
55.8652,587,-5305.18603515625,2935000,587,-17.18,55.2892,-16.13
33.9314,588,-3040.820556640625,2940000,588,5316.86,13.9585,4608.45
33.597,589,-2756.30419921875,2945000,589,5346.6,12.91,4935.21
34.5959,590,-3431.73876953125,2950000,590,5339.27,12.4006,4783.32
33.6488,591,-2690.33056640625,2955000,591,5352.81,13.039,4842.31
33.9098,592,-3015.876708984375,2960000,592,5423.48,11.6827,4169.85
32.5603,593,-2867.341064453125,2965000,593,5316.02,12.4229,4672.57
33.7436,594,-2755.05419921875,2970000,594,5341.31,13.1227,4633.0
33.8713,595,-2957.279052734375,2975000,595,5336.03,14.5197,5029.3
34.5954,596,-3717.28662109375,2980000,596,2827.45,12.881,3782.93
33.2921,597,-2987.141845703125,2985000,597,5172.69,12.8063,4841.33
33.6921,598,-2980.45703125,2990000,598,4433.09,13.2031,4662.11
33.7691,599,-3159.780517578125,2995000,599,5370.04,12.0993,4777.14
34.5438,600,-3027.51025390625,3000000,600,5391.34,13.6172,5179.22
34.644,601,-3894.73095703125,3005000,601,5327.93,12.5925,4262.72
33.4326,602,-2788.009033203125,3010000,602,5430.51,12.198,5182.1
33.754,603,-3102.019775390625,3015000,603,5328.35,12.1455,5019.24
33.0978,604,-2713.006591796875,3020000,604,5432.46,12.6864,5226.61
32.8262,605,-2826.664794921875,3025000,605,5410.03,12.4798,5128.19
33.1269,606,-3022.867431640625,3030000,606,5435.17,11.9657,4923.23
33.3378,607,-2697.672607421875,3035000,607,5363.26,14.0905,5170.11
