Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Reward Loss
5844.14,4620.69,1930000,386,77.0595,71.4451,386,-10537.349609375
5795.6,4669.78,1935000,387,74.8055,70.6819,387,-10480.5947265625
5876.6,5296.67,1940000,388,72.4265,66.1818,388,-10246.650390625
5775.32,5344.71,1945000,389,71.9515,63.5423,389,-9936.7900390625
5393.45,4396.25,1950000,390,74.6826,68.696,390,-10615.8408203125
5340.66,4497.48,1955000,391,69.1268,58.3655,391,-9146.3466796875
5876.47,5014.59,1960000,392,74.8035,66.2018,392,-10448.625
5299.71,4778.6,1965000,393,75.6669,70.8173,393,-10804.630859375
5552.67,5175.2,1970000,394,71.3026,65.7669,394,-10185.6669921875
5872.24,5177.39,1975000,395,76.7288,67.4998,395,-10815.8857421875
5979.18,5472.62,1980000,396,77.5103,69.888,396,-10868.3017578125
5959.97,4470.63,1985000,397,74.9961,69.9113,397,-10758.9599609375
5915.14,5138.1,1990000,398,73.0576,62.3517,398,-10351.5048828125
5821.3,5097.27,1995000,399,77.7569,71.5206,399,-10982.033203125
5926.65,4854.69,2000000,400,73.9294,68.2051,400,-10837.580078125
5898.48,5180.28,2005000,401,76.168,67.6456,401,-10967.4111328125
5619.66,4612.6,2010000,402,77.3602,72.2087,402,-11251.126953125
5962.39,5451.48,2015000,403,75.6325,68.6231,403,-11043.8388671875
5081.35,5069.01,2020000,404,75.4869,66.414,404,-11057.5576171875
5556.44,5231.82,2025000,405,79.7543,74.8695,405,-11427.6044921875
5753.27,4832.6,2030000,406,78.3645,74.104,406,-11298.767578125
5865.41,5503.57,2035000,407,75.9195,68.0212,407,-11172.87109375
5953.82,5167.3,2040000,408,73.3348,70.3322,408,-11085.0693359375
5705.88,5582.62,2045000,409,76.6271,69.9983,409,-11355.8115234375
5681.01,4469.05,2050000,410,70.7756,63.0858,410,-10550.12890625
5966.6,5598.4,2055000,411,78.0965,73.9918,411,-11445.46875
5884.95,5112.1,2060000,412,80.0602,73.6829,412,-11480.5888671875
5811.06,5035.01,2065000,413,70.2211,67.702,413,-10767.2822265625
5843.69,5275.49,2070000,414,72.1733,64.5714,414,-10488.9072265625
5788.48,5049.61,2075000,415,79.6809,73.3078,415,-11690.0771484375
5524.5,5258.54,2080000,416,75.0993,69.4963,416,-11193.9033203125
5847.53,5346.14,2085000,417,78.4889,73.444,417,-11737.470703125
5752.46,5606.23,2090000,418,76.9919,68.7806,418,-11558.03515625
5953.93,5256.33,2095000,419,78.5191,73.6092,419,-11891.1904296875
5622.54,5348.65,2100000,420,72.7916,70.5233,420,-11211.0634765625
5869.95,4937.89,2105000,421,73.2443,67.1707,421,-11217.7490234375
5746.29,5531.63,2110000,422,78.514,73.8545,422,-11893.0419921875
5918.29,5508.85,2115000,423,79.3394,76.1812,423,-12039.251953125
5615.76,5124.97,2120000,424,78.0145,73.8326,424,-11952.322265625
5688.98,5471.87,2125000,425,77.3272,69.8437,425,-11813.8486328125
5898.48,5158.29,2130000,426,79.1005,70.4492,426,-11974.5634765625
5915.5,5634.81,2135000,427,78.6764,73.1772,427,-11981.1806640625
5867.52,5390.3,2140000,428,78.0346,72.8519,428,-11998.6943359375
5925.18,5349.81,2145000,429,72.7522,66.23,429,-11460.02734375
5942.95,5447.44,2150000,430,72.7352,68.5329,430,-11429.9638671875
5855.79,4987.07,2155000,431,80.2736,73.2551,431,-12271.96875
6022.22,5427.88,2160000,432,78.2923,74.4856,432,-12139.0390625
5922.5,5301.72,2165000,433,78.4489,73.4202,433,-12243.9443359375
5595.12,5333.0,2170000,434,75.4311,71.4498,434,-11250.505859375
5702.33,4644.65,2175000,435,78.5777,72.0556,435,-12092.966796875
5560.65,4962.05,2180000,436,79.1963,74.3266,436,-12222.7041015625
5936.74,5399.16,2185000,437,77.549,73.5169,437,-12198.5625
5407.01,5531.87,2190000,438,70.5061,63.1103,438,-10615.6181640625
5261.85,5361.4,2195000,439,80.4815,75.4516,439,-12319.8798828125
5808.5,5270.14,2200000,440,77.3797,72.8227,440,-12104.34375
5867.84,5168.74,2205000,441,77.0523,73.4492,441,-12327.9833984375
5924.15,5276.83,2210000,442,77.6369,74.8824,442,-12403.6904296875
5664.9,5667.69,2215000,443,78.1906,75.468,443,-12549.2861328125
5882.91,5602.21,2220000,444,78.2804,74.8523,444,-12550.947265625
5948.41,5151.47,2225000,445,79.8032,78.1265,445,-12635.3681640625
5684.5,5188.22,2230000,446,77.8808,75.1342,446,-12489.8369140625
4984.1,5461.86,2235000,447,81.1741,78.0221,447,-12738.7021484375
5500.14,5279.53,2240000,448,78.1231,76.2318,448,-12427.6298828125
5824.18,5172.07,2245000,449,79.1757,76.3127,449,-12658.6865234375
5961.76,5186.31,2250000,450,73.6637,70.8166,450,-11763.0068359375
5639.95,5188.65,2255000,451,80.3889,76.8244,451,-12650.005859375
5456.62,5650.27,2260000,452,74.0316,71.0931,452,-12105.3759765625
5634.77,5491.15,2265000,453,79.5106,76.3435,453,-12775.6083984375
5766.48,5431.47,2270000,454,71.5242,65.5344,454,-11551.7978515625
5637.25,5111.22,2275000,455,71.6747,66.5332,455,-11378.3837890625
5138.71,5376.3,2280000,456,79.4607,76.2748,456,-12694.7197265625
5645.66,5376.01,2285000,457,73.0296,69.6032,457,-11916.6279296875
5729.22,5276.53,2290000,458,71.9916,66.9813,458,-11437.1337890625
5179.12,5268.99,2295000,459,76.3507,73.585,459,-12580.466796875
5715.57,4980.46,2300000,460,80.2493,79.9506,460,-12836.9462890625
5886.52,5441.16,2305000,461,79.2393,75.9447,461,-12805.6083984375
5944.16,5389.21,2310000,462,77.7653,75.208,462,-12836.6845703125
5633.92,4660.23,2315000,463,74.7553,69.6409,463,-11976.8125
5923.11,5090.15,2320000,464,77.1375,74.482,464,-12691.19921875
5949.91,5469.38,2325000,465,74.8936,71.8845,465,-12462.46484375
5951.03,5439.61,2330000,466,76.7904,72.3806,466,-11883.00390625
5535.1,4887.38,2335000,467,73.1015,67.6162,467,-11886.107421875
5957.68,5143.42,2340000,468,78.9905,75.1084,468,-12823.970703125
5699.94,5006.31,2345000,469,78.4594,74.3341,469,-12791.8701171875
5845.09,5460.79,2350000,470,77.523,73.8917,470,-12937.5595703125
5977.15,4686.95,2355000,471,79.0098,75.5461,471,-13135.38671875
5972.52,5247.51,2360000,472,78.7181,74.1709,472,-12929.68359375
5882.52,5501.25,2365000,473,78.68,76.8109,473,-13249.8740234375
5334.03,5165.34,2370000,474,73.7854,70.9203,474,-12243.3720703125
5930.7,5148.55,2375000,475,78.9598,72.3747,475,-12938.8349609375
5335.16,4723.12,2380000,476,80.4939,78.1387,476,-13150.0361328125
5842.01,5555.88,2385000,477,80.0439,78.283,477,-13306.875
5736.62,5237.5,2390000,478,78.9224,77.5173,478,-13295.775390625
5865.87,4876.77,2395000,479,79.7422,78.0012,479,-13363.99609375
5797.85,5294.53,2400000,480,79.6026,76.4612,480,-13321.2685546875
4944.83,5118.66,2405000,481,80.8627,82.6377,481,-13416.8720703125
5171.44,5193.7,2410000,482,81.066,81.8436,482,-13362.6875
5379.28,5251.01,2415000,483,80.1136,77.7733,483,-13350.703125
5882.12,5052.04,2420000,484,79.9893,74.865,484,-13141.4609375
5743.87,4773.36,2425000,485,78.8325,75.8125,485,-13365.5302734375
5674.99,4831.28,2430000,486,78.703,72.8122,486,-13157.806640625
5651.81,5198.78,2435000,487,79.5807,80.9153,487,-13513.2783203125
5851.85,5517.24,2440000,488,80.2307,80.6293,488,-13513.42578125
5851.32,5279.43,2445000,489,80.3294,78.6271,489,-13619.5556640625
5741.93,4775.5,2450000,490,82.1646,82.8939,490,-13754.2841796875
5800.68,4758.45,2455000,491,74.2019,69.8896,491,-12431.17578125
5745.64,5249.19,2460000,492,73.1667,69.4052,492,-12381.1083984375
5066.9,5441.07,2465000,493,75.5339,76.4553,493,-12825.990234375
5442.82,5414.73,2470000,494,80.9263,80.2583,494,-13614.271484375
5561.68,5381.54,2475000,495,75.6844,79.7347,495,-13293.5244140625
5838.85,5657.99,2480000,496,78.6711,77.7424,496,-13502.1552734375
5935.77,5105.02,2485000,497,79.1748,77.6814,497,-13654.9453125
5750.56,5006.8,2490000,498,72.9175,72.4503,498,-12423.5615234375
4721.04,4885.97,2495000,499,80.3522,79.3402,499,-13744.5126953125
5883.4,4805.08,2500000,500,79.7636,77.5273,500,-13545.2978515625
5530.7,5191.56,2505000,501,74.8479,75.7959,501,-13460.95703125
5260.28,5346.85,2510000,502,70.8348,68.3766,502,-11954.9384765625
5881.57,5307.33,2515000,503,79.719,80.0093,503,-13792.275390625
5865.91,5431.63,2520000,504,79.0118,78.4368,504,-13757.1083984375
5834.4,5239.63,2525000,505,81.1001,82.9632,505,-13971.26953125
5725.88,4987.53,2530000,506,81.2345,79.3057,506,-13843.8291015625
5643.88,4546.37,2535000,507,80.7577,81.5184,507,-13946.2470703125
5143.06,5619.38,2540000,508,75.6992,75.9509,508,-12800.66015625
5819.47,4529.69,2545000,509,77.5545,76.2353,509,-13319.2177734375
5599.63,5172.01,2550000,510,80.7957,79.324,510,-13912.8916015625
5841.52,4615.85,2555000,511,80.0634,78.8459,511,-13898.6455078125
5770.28,4681.87,2560000,512,80.3001,80.2129,512,-13906.6181640625
5623.42,4999.38,2565000,513,73.1225,72.9887,513,-12628.8046875
5900.39,5369.3,2570000,514,81.12,80.9329,514,-13901.048828125
5151.07,4736.0,2575000,515,79.0917,79.5096,515,-13756.8857421875
5289.83,4212.6,2580000,516,80.7165,81.9021,516,-13966.77734375
5335.67,5030.33,2585000,517,79.8206,83.3845,517,-14020.7021484375
5231.04,5298.02,2590000,518,81.6264,81.4553,518,-14000.162109375
5660.24,5349.86,2595000,519,76.2924,73.6971,519,-13529.283203125
5530.98,5464.78,2600000,520,77.0508,72.6196,520,-12890.0107421875
5895.56,5095.39,2605000,521,80.31,80.2793,521,-14157.619140625
5373.57,5543.41,2610000,522,79.132,78.094,522,-13748.212890625
5777.87,5621.58,2615000,523,79.6847,79.2307,523,-13991.9560546875
5403.99,5520.52,2620000,524,75.6696,73.5559,524,-13355.4677734375
5583.47,4937.28,2625000,525,75.9007,75.5563,525,-12923.7978515625
5108.81,5238.59,2630000,526,77.4054,72.4139,526,-13571.7958984375
5622.73,5316.16,2635000,527,79.6892,79.4335,527,-13975.7080078125
5464.98,4570.87,2640000,528,80.6586,80.7161,528,-13988.0087890625
5676.49,4660.85,2645000,529,79.3074,77.5923,529,-14032.5927734375
5922.66,5341.81,2650000,530,79.6689,79.4043,530,-14133.3583984375
5438.28,5670.72,2655000,531,80.5226,78.7412,531,-14137.8046875
5960.29,5353.61,2660000,532,79.7565,75.5292,532,-13992.900390625
5802.09,5407.34,2665000,533,76.1157,73.8402,533,-13126.6123046875
5917.42,4821.36,2670000,534,78.1641,70.2202,534,-12833.94140625
4895.07,5138.19,2675000,535,81.2781,80.369,535,-14090.1962890625
5359.16,4886.64,2680000,536,79.7748,80.7452,536,-14051.2080078125
5867.83,5137.75,2685000,537,80.5394,80.3386,537,-14105.15625
5391.67,5224.93,2690000,538,79.4016,79.5547,538,-13989.576171875
5646.04,4801.11,2695000,539,75.5557,68.1947,539,-12716.703125
5064.24,3770.94,2700000,540,81.0041,81.2413,540,-14289.3583984375
5640.04,4666.61,2705000,541,80.123,77.614,541,-14108.9384765625
5371.16,5193.73,2710000,542,79.6256,79.5568,542,-14151.8212890625
5148.94,4726.62,2715000,543,79.8503,81.2125,543,-14200.7197265625
5697.14,5613.69,2720000,544,74.1036,71.5163,544,-12621.830078125
5608.17,5388.82,2725000,545,80.8815,77.8501,545,-14018.830078125
5084.0,4715.74,2730000,546,75.8211,73.2896,546,-13567.095703125
5343.84,5063.45,2735000,547,80.6239,78.7969,547,-14101.5341796875
4862.97,4763.84,2740000,548,80.2282,79.0102,548,-13869.5185546875
5822.6,4357.57,2745000,549,78.7587,76.9464,549,-13806.4873046875
5614.28,5053.51,2750000,550,77.0314,75.7777,550,-13592.7451171875
5168.77,5240.8,2755000,551,80.8699,81.1063,551,-13982.6220703125
4927.75,4694.53,2760000,552,72.118,62.5332,552,-11647.5615234375
5906.86,4909.64,2765000,553,78.4428,73.4036,553,-12986.9921875
5333.7,4848.71,2770000,554,80.9534,81.6935,554,-14061.349609375
5847.05,5296.55,2775000,555,76.8183,75.6016,555,-12985.4609375
5302.78,5319.78,2780000,556,72.7131,67.7429,556,-11892.931640625
5797.06,5082.94,2785000,557,82.1617,82.5636,557,-14346.30859375
5691.05,5030.89,2790000,558,79.3965,76.3661,558,-13802.7001953125
5625.17,5429.81,2795000,559,81.0675,79.7121,559,-14290.5625
5891.76,5196.54,2800000,560,83.1406,82.4497,560,-14293.3525390625
5609.88,4411.7,2805000,561,80.3827,78.3305,561,-13891.271484375
5423.44,5272.13,2810000,562,79.9662,78.5146,562,-14137.8916015625
5142.72,5353.64,2815000,563,80.5737,79.1717,563,-14184.166015625
5936.04,4797.44,2820000,564,81.5597,80.5424,564,-14118.482421875
5628.86,5230.6,2825000,565,80.7696,77.3624,565,-13991.759765625
5760.19,4902.74,2830000,566,80.6216,79.6323,566,-14356.3603515625
5566.16,5037.66,2835000,567,72.4872,66.856,567,-12811.921875
5250.83,5468.86,2840000,568,80.6073,79.0677,568,-14322.138671875
5775.73,5106.27,2845000,569,78.7785,75.1816,569,-14012.3544921875
5272.55,4826.11,2850000,570,78.6724,78.0312,570,-14147.6005859375
5928.22,5203.0,2855000,571,81.3023,80.1907,571,-14310.71484375
5617.88,5220.13,2860000,572,80.3925,78.3399,572,-14180.5
5278.82,4945.37,2865000,573,80.1351,78.0739,573,-14380.5947265625
5953.59,5004.98,2870000,574,80.5673,78.1286,574,-14232.5625
5422.49,4909.24,2875000,575,80.6578,79.8779,575,-14367.501953125
5351.24,5490.5,2880000,576,82.2437,83.148,576,-14298.4453125
4895.06,4787.4,2885000,577,74.8097,72.276,577,-12758.611328125
5032.61,4494.17,2890000,578,82.0564,79.7247,578,-14283.2451171875
5620.35,4863.94,2895000,579,80.6967,80.7344,579,-14428.0380859375
5857.94,4973.17,2900000,580,80.2112,77.0051,580,-14288.93359375
5516.02,4798.01,2905000,581,80.4666,81.5057,581,-14143.6103515625
5451.94,3946.27,2910000,582,81.6159,81.5657,582,-14577.962890625
5740.92,5383.03,2915000,583,79.4488,78.5748,583,-14183.9736328125
5246.89,4559.36,2920000,584,79.9102,78.5834,584,-14154.0830078125
5463.54,5556.59,2925000,585,75.8429,74.1987,585,-13726.6044921875
5370.61,5430.18,2930000,586,81.6948,79.8407,586,-14542.310546875
5544.81,5651.45,2935000,587,78.5091,77.7549,587,-14364.1953125
5074.02,4689.18,2940000,588,80.7209,80.1578,588,-14538.7861328125
5284.22,4956.17,2945000,589,80.0618,74.0637,589,-14300.0048828125
5582.13,4056.18,2950000,590,78.29,75.7711,590,-13526.4033203125
4961.86,5048.47,2955000,591,82.2206,81.8948,591,-14656.33984375
5257.0,4981.65,2960000,592,80.9095,78.3811,592,-14571.2421875
5919.31,5284.83,2965000,593,77.4699,75.6727,593,-13991.875
5953.55,5458.27,2970000,594,80.5457,74.7998,594,-14123.189453125
5793.95,5337.98,2975000,595,82.3239,85.3657,595,-14781.255859375
5714.65,4445.82,2980000,596,79.9469,75.5806,596,-14359.208984375
5682.63,5345.16,2985000,597,80.5092,77.3058,597,-14411.78515625
5189.54,4783.86,2990000,598,80.1032,76.2992,598,-14676.7109375
5770.44,4575.63,2995000,599,80.3641,75.1501,599,-14514.349609375
