Itration,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Running Update Time,Real Det Return,Running Reverse KL
393,-70715.796875,91.0878,1965000,4981.92,393,5753.12,105.313
394,-69585.828125,90.2288,1970000,4790.25,394,5405.36,102.823
395,-66244.390625,79.0405,1975000,5220.07,395,5802.25,87.5348
396,-70896.3671875,91.3434,1980000,4729.53,396,5467.18,105.0125
397,-67052.1953125,79.6485,1985000,5025.21,397,5459.1,88.8644
398,-71132.625,90.9999,1990000,5238.26,398,5563.05,99.9748
399,-70887.1171875,90.2267,1995000,5177.34,399,5540.24,97.4253
400,-71290.859375,91.023,2000000,4666.19,400,5213.16,97.5885
401,-69645.2890625,82.0513,2005000,5038.22,401,5660.11,92.9887
402,-66716.5703125,81.396,2010000,4959.78,402,5680.3,84.2555
403,-68471.015625,79.5566,2015000,5110.99,403,5452.64,86.968
404,-71861.2265625,88.4005,2020000,4405.3,404,5708.73,92.2212
405,-72837.40625,87.1442,2025000,5186.05,405,5447.79,94.1746
406,-72033.8984375,87.2455,2030000,4719.26,406,4961.84,98.5503
407,-72517.78125,88.6605,2035000,4692.68,407,5894.45,93.5753
408,-71526.9296875,85.2093,2040000,4309.89,408,5654.89,106.2355
409,-68737.6171875,79.2818,2045000,4768.32,409,5765.51,79.3749
410,-72848.984375,88.7626,2050000,4642.49,410,5207.69,95.6254
411,-68853.3046875,79.8858,2055000,5008.5,411,5640.37,88.0922
412,-69437.640625,80.6497,2060000,4811.41,412,4954.26,90.6773
413,-63278.97265625,84.7073,2065000,2994.31,413,4719.39,174.1912
414,-57762.515625,73.8951,2070000,4316.1,414,4313.37,79.7639
415,-68484.609375,77.6549,2075000,5104.31,415,4999.13,83.9999
416,-72914.0703125,85.1811,2080000,4817.32,416,5825.13,89.6729
417,-73919.6484375,85.3778,2085000,5004.09,417,5814.73,90.8687
418,-73753.625,88.0215,2090000,5287.6,418,5829.91,93.7767
419,-72430.4140625,80.447,2095000,5184.72,419,5623.41,82.8239
420,-73580.7578125,89.3426,2100000,5045.36,420,5816.96,94.2416
421,-73505.1015625,86.8002,2105000,4814.04,421,5532.38,91.6063
422,-74010.078125,89.724,2110000,5470.01,422,5268.72,95.8672
423,-73586.9453125,84.1913,2115000,5354.48,423,5758.92,84.9451
424,-74179.25,88.5294,2120000,4692.28,424,5409.35,98.6084
425,-74729.9453125,84.9285,2125000,5054.31,425,5623.01,85.9843
426,-73922.640625,86.9405,2130000,5120.53,426,5513.58,91.7398
427,-75148.390625,86.7112,2135000,4524.9,427,5206.0,91.1684
428,-73919.71875,83.7402,2140000,4570.8,428,5761.1,89.2714
429,-70035.9375,77.7312,2145000,5173.59,429,5158.49,81.531
430,-75163.4296875,87.476,2150000,5561.19,430,5672.29,89.7404
431,-75323.21875,87.723,2155000,5181.15,431,5553.55,95.1495
432,-76020.3984375,88.6943,2160000,5167.34,432,5861.06,94.0625
433,-75245.40625,84.5286,2165000,4596.47,433,5493.06,88.7772
434,-75845.7578125,86.0169,2170000,5156.87,434,5792.37,90.0158
435,-75882.65625,86.1329,2175000,5407.0,435,5838.32,92.8594
436,-75488.1328125,87.2038,2180000,4490.45,436,4943.28,97.6513
437,-75465.6875,85.6834,2185000,4875.08,437,5527.5,89.7637
438,-75788.6953125,86.7054,2190000,5225.49,438,5523.72,92.3879
439,-74926.8984375,84.9631,2195000,5165.59,439,5404.65,94.1091
440,-74185.3203125,80.3484,2200000,4554.64,440,5188.48,83.3795
441,-75249.34375,85.2764,2205000,3740.82,441,5296.07,89.9088
442,-76791.1796875,86.2816,2210000,4256.25,442,5213.9,94.3289
443,-75795.8203125,87.3619,2215000,5425.71,443,5892.39,90.6932
444,-75883.6015625,88.0968,2220000,4553.65,444,5869.04,94.0544
445,-76189.5546875,86.6348,2225000,5423.62,445,5620.95,95.6617
446,-74043.28125,82.3235,2230000,4830.47,446,5782.87,90.9935
447,-76983.8515625,86.7255,2235000,5567.13,447,5857.24,93.418
448,-77435.8515625,86.6675,2240000,5413.1,448,5599.45,92.1326
449,-77276.625,89.111,2245000,5354.94,449,5824.36,94.4838
450,-75575.4765625,84.1669,2250000,5060.12,450,5151.22,90.0405
451,-76672.453125,84.8415,2255000,4811.55,451,5183.32,90.0442
452,-72715.6953125,79.3853,2260000,4516.84,452,5614.68,84.5368
453,-72763.984375,77.9879,2265000,5081.99,453,5850.56,77.9607
454,-76370.4296875,86.5492,2270000,5468.54,454,5424.21,85.2536
455,-77045.4609375,86.3081,2275000,5276.09,455,5182.66,86.6638
456,-73166.2421875,78.7543,2280000,5344.02,456,5063.61,87.3363
457,-78152.1171875,86.3279,2285000,5095.32,457,5719.99,91.0827
458,-78068.796875,87.7356,2290000,5527.46,458,5312.53,89.861
459,-77368.0234375,86.433,2295000,4874.09,459,5924.0,91.4309
460,-78454.6015625,88.2304,2300000,4970.7,460,5445.26,96.7317
461,-77656.3203125,85.3145,2305000,4736.57,461,5592.37,87.3494
462,-77823.03125,83.6278,2310000,5473.17,462,5870.78,89.9345
463,-77928.6796875,87.5999,2315000,5112.49,463,5299.83,93.4043
464,-74658.7734375,77.2844,2320000,5556.05,464,5687.59,79.716
465,-75816.4375,80.8648,2325000,4908.74,465,5888.61,84.9844
466,-74707.2578125,77.5302,2330000,5070.56,466,5433.71,85.5217
467,-78730.4296875,87.6036,2335000,5193.99,467,5938.54,94.5664
468,-78753.671875,84.6602,2340000,5141.65,468,5901.84,90.7172
469,-78142.453125,84.5864,2345000,4752.65,469,5934.9,89.7212
470,-77385.5546875,82.7716,2350000,5117.16,470,5181.34,87.3175
471,-74825.7421875,77.5617,2355000,5070.13,471,5877.08,81.8292
472,-78844.9375,87.9684,2360000,5614.66,472,5619.64,98.0293
473,-79377.9140625,88.1121,2365000,5436.74,473,5276.89,98.6335
474,-78289.625,84.2967,2370000,4787.61,474,5839.95,91.3314
475,-78716.2734375,84.953,2375000,5324.65,475,5674.04,89.0401
476,-78322.2421875,85.36,2380000,5402.88,476,5594.56,91.6366
477,-75563.875,78.8367,2385000,4997.0,477,5865.46,88.5444
478,-79075.75,85.9364,2390000,5190.42,478,5725.41,92.9601
479,-79469.703125,86.9944,2395000,5565.47,479,5863.42,95.0218
480,-69851.8671875,74.4839,2400000,5108.24,480,5248.15,72.5297
481,-79796.46875,84.8711,2405000,5344.36,481,5848.33,91.7963
482,-78418.53125,86.9922,2410000,4898.63,482,5757.55,88.3616
483,-79036.1015625,86.6585,2415000,5280.68,483,5941.44,90.7018
484,-72339.484375,74.608,2420000,5267.47,484,5791.5,73.2236
485,-75055.1484375,78.5293,2425000,5146.35,485,5861.96,79.8449
486,-80340.6171875,85.3634,2430000,5095.23,486,5981.23,91.7431
487,-80358.8515625,84.1882,2435000,5113.15,487,5596.91,94.676
488,-80145.3359375,86.4174,2440000,4656.16,488,5915.93,95.2837
489,-75373.921875,78.3395,2445000,5466.01,489,5783.74,83.242
490,-80499.8671875,87.3828,2450000,5112.32,490,5811.28,93.5199
491,-80411.4375,85.6015,2455000,5494.92,491,5675.12,89.6626
492,-79756.28125,84.1967,2460000,5227.73,492,5577.09,89.1457
493,-80641.609375,86.9197,2465000,5247.51,493,5644.3,93.8208
494,-80747.265625,86.5159,2470000,5165.52,494,5439.87,87.6219
495,-79838.4921875,86.7286,2475000,5109.44,495,5851.44,93.5358
496,-75018.8203125,78.1093,2480000,5239.83,496,5888.57,78.1053
497,-79764.0546875,84.5032,2485000,5193.03,497,5680.26,88.0679
498,-75911.5234375,80.0389,2490000,5007.48,498,5565.44,80.4134
499,-77597.4140625,80.2002,2495000,4677.6,499,5538.61,83.125
500,-76125.6640625,79.2605,2500000,4287.43,500,5536.85,85.6052
501,-81090.5078125,87.2373,2505000,5007.36,501,5662.3,95.6938
502,-80647.84375,87.7821,2510000,5450.91,502,5575.36,95.113
503,-80489.9140625,85.7531,2515000,4817.79,503,5744.61,95.4875
504,-80747.59375,87.2247,2520000,4695.41,504,5554.46,94.3536
505,-72542.5546875,76.9288,2525000,5449.88,505,5810.45,75.3492
506,-76664.6796875,79.6097,2530000,5123.72,506,5559.08,86.396
507,-78068.7578125,78.8334,2535000,5234.14,507,5443.88,89.4642
508,-76681.453125,78.7181,2540000,5040.65,508,5607.99,81.6023
509,-81509.9296875,84.8784,2545000,5368.29,509,5794.0,94.2856
510,-81453.484375,86.5197,2550000,5218.01,510,5503.21,97.4105
511,-81893.0,86.0813,2555000,5458.84,511,5480.6,98.1835
512,-81385.9609375,87.8291,2560000,5426.05,512,5764.66,100.7755
513,-81312.875,84.0825,2565000,5214.65,513,5210.33,101.8603
514,-82727.6640625,89.5133,2570000,5223.27,514,5451.06,102.7189
515,-75415.9609375,78.2201,2575000,4608.52,515,5485.92,82.3026
516,-79910.59375,87.6924,2580000,4887.37,516,5006.85,115.9347
517,-21848.99609375,87.1506,2585000,-2378.6,517,-2017.87,137.9266
518,-38761.984375,90.148,2590000,-883.59,518,-608.82,177.7574
519,-55305.44921875,80.9872,2595000,-1067.37,519,-1350.79,159.4015
520,-40818.0546875,95.4688,2600000,-2141.9,520,-2633.33,379.6867
521,-45985.93359375,91.9846,2605000,-545.1,521,-652.55,447.821
522,-33445.265625,81.5099,2610000,-721.47,522,-736.09,169.6392
523,-44348.0078125,87.2706,2615000,-470.38,523,-466.76,372.2336
524,-46929.95703125,79.0556,2620000,-672.05,524,-538.63,273.4078
525,-39288.57421875,77.6356,2625000,-382.2,525,-359.86,261.8826
526,-40349.15234375,73.6422,2630000,-559.7,526,-549.69,59.8338
527,-37035.8671875,75.0181,2635000,-39.86,527,178.74,97.2154
528,-54237.3671875,76.25,2640000,-32.98,528,-193.33,108.8555
529,-52420.11328125,75.5044,2645000,172.27,529,-69.29,81.6873
530,-54163.97265625,74.4447,2650000,576.21,530,867.72,56.9719
531,-54064.140625,74.0896,2655000,383.13,531,438.28,89.3567
532,-50145.51171875,75.4827,2660000,446.91,532,668.51,90.2918
533,-55549.13671875,74.136,2665000,297.25,533,744.72,62.21
534,-54778.62109375,75.6985,2670000,722.72,534,1288.81,70.1732
535,-48215.91015625,71.9541,2675000,1284.7,535,1074.78,43.9771
536,-54737.90625,68.883,2680000,1476.35,536,1786.82,46.4776
537,-68854.1953125,70.2091,2685000,2359.26,537,4020.99,54.9033
538,-59908.3828125,69.8378,2690000,3241.45,538,3544.53,48.1922
539,-66141.5859375,70.8272,2695000,2852.72,539,3596.99,56.9042
540,-71079.2265625,70.8679,2700000,2832.09,540,3643.9,57.8848
541,-77422.7421875,77.3795,2705000,2516.58,541,3183.57,74.6307
542,-75141.40625,76.8701,2710000,3455.41,542,3366.74,70.0338
543,-77024.375,78.4841,2715000,4136.84,543,3958.15,74.9017
544,-81923.3671875,82.575,2720000,2997.52,544,3139.63,82.1165
545,-74162.3359375,75.2772,2725000,4270.46,545,4012.03,67.2703
546,-82343.6328125,83.4968,2730000,3568.63,546,4351.67,81.9084
547,-77674.859375,77.8731,2735000,3878.8,547,5320.61,73.281
548,-75955.609375,76.205,2740000,4292.26,548,4062.07,73.3611
549,-83147.9296875,84.2791,2745000,4572.26,549,4834.32,83.781
550,-84029.6875,86.2572,2750000,4319.89,550,4705.53,90.2675
551,-79482.1171875,79.9602,2755000,4663.5,551,5238.09,81.032
552,-83716.140625,85.8025,2760000,3417.03,552,4776.35,89.2801
553,-80350.4609375,78.9707,2765000,4337.58,553,5471.19,77.5491
554,-81941.7109375,86.5987,2770000,4408.37,554,4643.98,93.9447
555,-82697.7265625,87.1324,2775000,4364.17,555,5028.85,86.6472
556,-82499.21875,85.4976,2780000,4871.11,556,4832.86,88.3257
557,-83351.578125,86.3259,2785000,4949.89,557,5438.2,88.0928
558,-81736.9453125,82.4508,2790000,4336.14,558,4985.72,84.1338
559,-83258.2109375,86.1264,2795000,4580.68,559,5344.22,91.363
560,-84241.2734375,87.6231,2800000,4127.33,560,5024.89,91.6254
561,-80577.0390625,80.2464,2805000,5013.63,561,5376.7,81.3576
562,-80679.546875,81.484,2810000,4760.76,562,5289.36,76.4402
563,-83537.953125,86.875,2815000,4780.27,563,5173.98,86.4951
564,-83485.46875,85.9914,2820000,4670.34,564,5333.46,88.817
565,-81026.390625,81.6562,2825000,4533.81,565,5471.35,87.2641
566,-83251.640625,86.4828,2830000,4267.67,566,5676.42,88.1272
567,-81929.9140625,81.3198,2835000,4560.33,567,5001.09,89.0791
568,-82696.28125,83.5102,2840000,4132.39,568,5683.68,85.1055
569,-81200.6796875,82.6333,2845000,4476.64,569,5575.79,80.1288
570,-83429.7421875,86.7694,2850000,4929.2,570,5606.53,88.1431
571,-85268.515625,88.2215,2855000,4348.73,571,5290.17,94.7075
572,-84865.5625,89.3503,2860000,4618.23,572,4944.97,94.6298
573,-78597.5859375,77.8752,2865000,4688.25,573,5638.82,75.7744
574,-83908.6171875,88.4699,2870000,4657.51,574,5187.37,93.0491
575,-84503.359375,86.9074,2875000,5330.34,575,5571.07,90.1355
576,-84900.4140625,87.6372,2880000,3690.04,576,4725.78,92.3805
577,-85032.1171875,88.377,2885000,4991.25,577,5708.15,94.6946
578,-81326.046875,82.3147,2890000,4897.6,578,4941.92,82.925
579,-85074.953125,85.1717,2895000,4339.87,579,5085.98,93.4716
580,-84420.046875,87.7128,2900000,4716.48,580,5346.74,94.1829
581,-84736.9921875,88.1136,2905000,4890.19,581,5182.07,94.385
582,-84362.515625,87.9271,2910000,4800.57,582,5105.75,89.5622
583,-80376.734375,78.7449,2915000,4839.61,583,5772.54,80.073
584,-85846.921875,87.264,2920000,4986.61,584,5427.0,96.1631
585,-84998.90625,86.6724,2925000,5208.55,585,5713.79,91.5328
586,-84277.578125,84.4815,2930000,5001.93,586,5703.83,87.5977
587,-84932.0,84.3889,2935000,4200.72,587,5194.07,93.5494
588,-85940.328125,87.4027,2940000,4551.55,588,5040.65,91.9651
589,-81114.09375,79.2403,2945000,4334.49,589,5713.2,81.2068
590,-86945.609375,89.1407,2950000,4686.75,590,5132.53,97.1945
591,-85126.2109375,85.7732,2955000,4715.65,591,5493.99,89.3062
592,-85153.7265625,86.701,2960000,4448.85,592,5288.2,90.0245
593,-84397.328125,87.8073,2965000,5378.5,593,5473.3,91.3859
594,-85498.6796875,85.0494,2970000,4624.98,594,5464.6,92.3881
595,-85131.4375,88.304,2975000,5434.27,595,5661.01,95.4981
596,-85395.65625,88.9951,2980000,4923.89,596,5764.77,94.9103
597,-85471.3671875,87.3039,2985000,5129.4,597,5681.01,97.223
598,-85856.0546875,87.9648,2990000,5190.2,598,5804.8,95.0968
599,-86635.875,90.5065,2995000,5237.83,599,5716.96,103.3024
