Running Env Steps,Itration,Running Update Time,Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Reward Loss
1995000,399,399,23.821,2147.36,49.6036,3617.68,-35853.76953125
2000000,400,400,26.436,3155.69,50.7792,4072.66,-32694.783203125
2005000,401,401,21.7848,2559.92,50.1404,4207.93,-40617.78515625
2010000,402,402,24.7575,3027.59,49.9629,4118.04,-34168.6796875
2015000,403,403,21.2756,2341.5,53.5506,3252.86,-53868.81640625
2020000,404,404,21.2847,2531.02,49.8886,3272.24,-38943.79296875
2025000,405,405,21.2415,2668.38,49.7979,3684.13,-39715.15234375
2030000,406,406,23.6813,2871.59,48.9137,4231.66,-34149.37109375
2035000,407,407,24.9112,3220.01,49.6163,3804.86,-34875.0703125
2040000,408,408,22.5023,3201.45,49.8387,4013.3,-42125.9296875
2045000,409,409,20.959,2523.71,50.5213,3618.8,-44242.3125
2050000,410,410,20.4383,2476.82,51.8263,3113.33,-49712.75390625
2055000,411,411,21.4187,2592.18,50.3026,3372.56,-42092.83984375
2060000,412,412,22.639,3038.29,49.008,3878.43,-38186.234375
2065000,413,413,21.2492,1885.27,52.6602,3089.19,-46642.1640625
2070000,414,414,19.7799,2014.78,51.7108,2564.27,-48895.73046875
2075000,415,415,21.5166,2365.13,54.0174,3459.48,-56760.6171875
2080000,416,416,24.0902,2730.86,50.0983,3651.73,-41114.08984375
2085000,417,417,20.4294,2796.45,52.3448,4086.7,-53126.3515625
2090000,418,418,20.6154,2131.55,51.8107,3812.61,-51878.0390625
2095000,419,419,27.4794,2753.73,50.2568,4148.73,-33514.1171875
2100000,420,420,25.5638,2714.16,50.4253,3509.43,-36303.640625
2105000,421,421,21.0755,2137.61,53.0812,3654.81,-56230.078125
2110000,422,422,24.0268,1981.43,50.3034,3802.94,-38136.56640625
2115000,423,423,20.7269,1731.18,53.046,3241.69,-54309.6953125
2120000,424,424,22.9374,3270.32,49.8764,3931.78,-40449.171875
2125000,425,425,25.9523,3036.68,49.8048,4097.08,-34550.2421875
2130000,426,426,21.0913,3114.4,52.8761,4082.74,-53968.515625
2135000,427,427,27.3874,3255.5,51.2777,3827.96,-34216.43359375
2140000,428,428,23.0941,3318.26,50.6833,3214.08,-40716.15625
2145000,429,429,21.4975,2590.37,50.7696,3875.94,-40710.2578125
2150000,430,430,19.4121,2441.86,52.0213,3290.55,-52433.99609375
2155000,431,431,20.9613,2228.96,51.7994,3209.3,-46961.83203125
2160000,432,432,19.4349,1772.05,51.3707,2771.05,-48527.26171875
2165000,433,433,21.9515,2890.41,49.5913,4095.52,-40030.0390625
2170000,434,434,21.0259,2036.72,53.7336,3626.6,-58882.6484375
2175000,435,435,18.3792,2028.19,51.3603,3452.92,-54148.515625
2180000,436,436,20.2941,2763.63,51.2957,3264.19,-50331.60546875
2185000,437,437,20.4384,2800.02,53.2103,3783.34,-55480.03515625
2190000,438,438,19.7149,2195.49,51.416,3382.52,-47459.86328125
2195000,439,439,23.3882,2780.55,49.121,4338.01,-38224.39453125
2200000,440,440,20.3305,3207.75,50.2294,4154.74,-46436.81640625
2205000,441,441,23.1645,2985.45,51.355,4195.84,-44983.3359375
2210000,442,442,20.1436,2416.58,52.3744,3215.27,-51917.22265625
2215000,443,443,20.3033,2950.81,51.6637,4086.24,-49641.7421875
2220000,444,444,26.5045,2784.49,50.0877,4121.97,-36028.96875
2225000,445,445,22.4102,2300.34,51.6465,3527.63,-41971.0859375
2230000,446,446,28.0483,3052.25,52.1224,3900.47,-34840.328125
2235000,447,447,24.9077,3190.04,51.1722,4163.26,-40151.1953125
2240000,448,448,20.7702,2971.14,51.8789,3936.13,-52955.8203125
2245000,449,449,23.2239,3169.35,50.6119,4240.77,-43610.5
2250000,450,450,23.1352,3025.9,51.4241,4239.35,-48826.40625
2255000,451,451,24.5694,3055.84,50.4861,4186.91,-39583.7578125
2260000,452,452,21.0942,1458.45,54.6886,2908.7,-58852.10546875
2265000,453,453,25.6676,2551.45,50.7795,4052.25,-39306.6796875
2270000,454,454,24.2952,2697.38,51.142,3499.56,-41891.04296875
2275000,455,455,23.3678,3000.65,51.1361,4139.72,-45914.00390625
2280000,456,456,23.7619,3358.05,50.5184,3652.9,-44086.28515625
2285000,457,457,23.6232,2856.91,53.1641,3958.19,-50263.375
2290000,458,458,22.8203,2607.94,52.2547,3273.09,-48396.18359375
2295000,459,459,22.0445,2515.23,52.8385,3856.64,-53061.2109375
2300000,460,460,25.186,2666.32,51.7064,3741.44,-41708.015625
2305000,461,461,23.1595,2394.29,53.6265,3597.27,-53191.87109375
2310000,462,462,22.6241,2574.96,54.1471,4069.64,-56112.9453125
2315000,463,463,21.9659,1963.43,54.268,3718.91,-60778.609375
2320000,464,464,23.0033,1934.18,52.2559,3813.77,-46528.95703125
2325000,465,465,22.4009,2418.14,54.9085,3178.58,-59380.2578125
2330000,466,466,23.8733,2367.13,53.5456,3114.78,-49943.00390625
2335000,467,467,25.8314,2866.49,52.4931,4276.79,-43102.9375
2340000,468,468,21.2373,2203.04,52.6441,2678.93,-52183.3828125
2345000,469,469,23.3196,2700.97,52.8327,3969.85,-50469.12890625
2350000,470,470,22.6216,2555.18,53.2016,3873.63,-51079.33984375
2355000,471,471,31.1745,3186.41,53.0815,4417.93,-39424.828125
2360000,472,472,27.0088,2493.8,53.1313,4375.87,-44056.01953125
2365000,473,473,25.4524,2807.69,51.8943,4036.54,-43388.04296875
2370000,474,474,26.6046,3065.22,52.4422,4567.03,-44315.2578125
2375000,475,475,23.3157,3227.6,52.4272,4177.04,-47833.765625
2380000,476,476,25.4401,2586.69,51.6979,4574.83,-44201.16796875
2385000,477,477,24.4058,2991.37,51.9853,4646.15,-45807.296875
2390000,478,478,23.7403,2961.2,52.8856,4209.28,-52750.625
2395000,479,479,30.6618,3488.53,52.1556,4641.37,-40727.28515625
2400000,480,480,28.9206,3341.56,52.3391,4588.74,-42761.60546875
2405000,481,481,23.9589,3116.98,52.1594,4639.05,-50428.7265625
2410000,482,482,25.2459,3091.26,52.1579,4469.47,-47642.37890625
2415000,483,483,24.2952,3241.85,51.0765,4288.25,-45814.984375
2420000,484,484,28.3754,3575.58,52.2209,4576.09,-45270.08984375
2425000,485,485,24.1165,2998.1,51.3826,3883.66,-49490.76953125
2430000,486,486,32.452,2950.49,52.759,4685.73,-41359.640625
2435000,487,487,23.8361,3678.98,51.5933,4463.74,-48881.76953125
2440000,488,488,27.1612,3359.25,51.3474,4485.12,-45685.53125
2445000,489,489,22.6448,3163.2,51.3888,4179.39,-52504.77734375
2450000,490,490,25.1678,3532.03,51.789,4261.71,-50203.7265625
2455000,491,491,24.3489,3471.9,51.1523,4357.66,-47880.69140625
2460000,492,492,28.8712,3371.54,52.1444,4113.81,-47463.60546875
2465000,493,493,26.6417,3096.75,51.3194,4436.46,-48956.8828125
2470000,494,494,31.0808,3636.27,51.6798,4764.86,-41863.93359375
2475000,495,495,27.2237,3617.29,52.1762,4234.34,-45994.8515625
2480000,496,496,31.2676,3603.02,52.9754,4657.9,-43307.40234375
2485000,497,497,27.4334,3643.06,51.5235,4423.25,-44958.43359375
2490000,498,498,29.9352,3695.04,52.4821,4751.13,-44146.046875
2495000,499,499,30.7413,3597.66,52.2391,4552.26,-44122.37109375
2500000,500,500,29.1771,3794.97,52.0374,4745.87,-47193.39453125
2505000,501,501,27.6812,3914.87,52.0683,4733.21,-47275.625
2510000,502,502,23.3363,2974.59,52.8394,4397.81,-54171.23828125
2515000,503,503,23.1719,3678.53,51.9307,4620.51,-53466.13671875
2520000,504,504,29.6008,3387.31,52.263,4534.36,-45281.0390625
2525000,505,505,25.0516,3627.88,52.2711,4296.14,-51797.2109375
2530000,506,506,31.2133,3580.4,53.3435,4632.87,-46548.52734375
2535000,507,507,26.836,3484.62,52.7224,4520.11,-50226.12890625
2540000,508,508,21.1756,2506.15,55.3524,3868.23,-62807.1484375
2545000,509,509,24.6904,3217.94,52.2241,4320.38,-52238.79296875
2550000,510,510,22.831,3465.71,53.1329,3990.08,-55979.6484375
2555000,511,511,29.6765,2843.43,52.8132,4552.46,-46415.97265625
2560000,512,512,28.3947,3333.32,53.0063,4384.89,-50019.59375
2565000,513,513,22.9251,2541.09,53.6374,3974.38,-56993.171875
2570000,514,514,24.5159,3350.45,53.2007,4266.32,-55060.640625
2575000,515,515,22.7892,2643.29,52.4895,4365.99,-55358.34375
2580000,516,516,23.3694,2121.81,54.7686,4505.08,-59034.46875
2585000,517,517,25.4319,3250.23,53.0527,4156.5,-54278.078125
2590000,518,518,25.4285,2945.53,52.7284,4059.3,-55114.6953125
2595000,519,519,25.5177,3188.51,52.3734,4215.2,-53241.87109375
2600000,520,520,24.1352,3552.75,52.3973,3776.07,-54804.18359375
2605000,521,521,27.7204,3309.33,52.3905,4480.63,-50042.94921875
2610000,522,522,30.9037,3545.15,52.8187,4596.68,-48882.05078125
2615000,523,523,25.6632,3539.91,52.3754,4726.15,-52998.55859375
2620000,524,524,28.1573,3712.76,52.4513,4670.04,-49222.39453125
2625000,525,525,30.6263,3789.59,52.952,4712.2,-49869.6328125
2630000,526,526,28.312,3407.16,52.5292,4630.19,-48867.16796875
2635000,527,527,28.9037,2997.1,52.5624,4734.53,-48927.140625
2640000,528,528,30.1981,3607.97,53.4122,4397.43,-47348.87890625
2645000,529,529,25.2666,3035.61,52.6978,4166.33,-52302.40234375
2650000,530,530,29.4201,3105.85,52.5721,4789.25,-51520.578125
2655000,531,531,29.4901,3498.18,53.0513,4567.66,-51196.09375
2660000,532,532,29.4494,3344.78,52.3105,4672.23,-50139.9609375
2665000,533,533,24.0098,3767.6,52.3595,4707.54,-55060.37890625
2670000,534,534,24.4806,3205.41,53.092,4426.67,-55824.85546875
2675000,535,535,27.2583,3887.06,53.3206,4690.61,-54476.4765625
2680000,536,536,26.9647,3869.93,52.2246,4815.81,-53472.53125
2685000,537,537,28.4568,3275.75,52.6808,4672.69,-51480.21875
2690000,538,538,26.039,3675.96,52.7013,4792.35,-54612.6015625
2695000,539,539,33.211,3548.04,54.305,4762.11,-48232.09765625
2700000,540,540,28.2316,3496.87,52.2042,4667.52,-52694.375
2705000,541,541,26.5756,3329.99,52.3117,4850.55,-53347.453125
2710000,542,542,30.0249,2941.47,54.2349,4640.12,-50624.49609375
2715000,543,543,33.0708,3456.52,54.3799,4529.42,-52955.52734375
2720000,544,544,30.3218,3265.78,53.1446,4807.31,-50316.87890625
2725000,545,545,32.3673,3207.95,53.4705,4776.04,-50821.4375
2730000,546,546,28.3584,2973.5,52.7573,4738.99,-52671.98046875
2735000,547,547,28.6558,3390.8,52.8562,4536.25,-52110.02734375
2740000,548,548,24.8089,3137.75,53.1559,4378.49,-58926.91015625
2745000,549,549,27.9393,3747.09,52.3519,4419.17,-52922.078125
2750000,550,550,25.8757,3353.17,52.2842,4350.56,-54910.88671875
2755000,551,551,28.1755,3578.75,52.6531,3947.33,-57044.625
2760000,552,552,29.9617,3616.61,52.8188,4768.23,-51304.55078125
2765000,553,553,28.3151,3657.18,51.7702,4626.36,-53157.73828125
2770000,554,554,27.0964,2869.57,52.4716,4465.65,-54116.921875
2775000,555,555,27.6312,3564.89,52.1164,4560.92,-52825.98046875
2780000,556,556,30.9964,3489.26,52.5944,4490.49,-54878.0703125
2785000,557,557,27.8822,3855.03,53.0316,4420.09,-53537.2109375
2790000,558,558,25.9497,3345.57,52.3371,4802.63,-57238.8046875
2795000,559,559,32.0025,3721.97,53.3505,4680.42,-52788.94140625
2800000,560,560,29.9539,3410.7,53.473,4548.32,-54890.48046875
2805000,561,561,28.5882,3890.98,53.5637,4672.73,-54534.91015625
2810000,562,562,25.8568,3548.28,51.2805,4724.7,-56852.77734375
2815000,563,563,30.5985,3742.52,53.0261,4378.08,-52767.36328125
2820000,564,564,31.0297,3835.38,53.2334,4600.57,-53541.62109375
2825000,565,565,32.6887,3670.78,52.6648,4723.59,-52468.55859375
2830000,566,566,28.2272,3843.2,52.7029,4616.22,-55458.19140625
2835000,567,567,26.0595,3338.67,52.6136,4830.26,-57013.140625
2840000,568,568,28.6246,3485.5,52.8826,4512.2,-55471.4609375
2845000,569,569,22.2722,2937.67,52.637,4857.62,-61000.6015625
2850000,570,570,24.0699,3787.22,53.1904,4755.42,-59366.17578125
2855000,571,571,27.2742,3828.07,53.0543,4635.64,-57705.55859375
2860000,572,572,31.1379,3326.45,53.4245,4582.51,-58438.03515625
2865000,573,573,33.2895,3668.03,54.3634,4750.69,-55750.6953125
2870000,574,574,33.2249,3331.7,53.5542,4700.85,-53928.2890625
2875000,575,575,30.973,3597.23,54.0381,4660.55,-52981.0625
2880000,576,576,30.45,3793.62,53.2071,4809.97,-54221.3828125
2885000,577,577,29.5274,3338.61,52.7032,4694.03,-56522.8671875
2890000,578,578,30.2649,3078.4,53.1848,4573.83,-54290.703125
2895000,579,579,25.9497,3209.83,53.2744,4494.56,-58011.47265625
2900000,580,580,30.2675,2826.67,52.9819,4660.47,-54365.02734375
2905000,581,581,24.0059,2489.0,52.9071,4525.86,-61738.50390625
2910000,582,582,30.6099,3475.81,53.2673,4462.08,-58178.7890625
2915000,583,583,28.6329,3213.89,52.8938,4736.24,-57134.4609375
2920000,584,584,25.6007,3946.71,53.1327,4650.64,-60463.21875
2925000,585,585,27.1564,2863.64,52.6861,4554.74,-56876.69140625
2930000,586,586,21.8792,2492.47,53.6085,4307.01,-64914.58984375
2935000,587,587,24.4337,3546.98,52.3715,4784.61,-61098.1171875
2940000,588,588,28.2476,3369.47,52.2359,4745.25,-56304.65234375
2945000,589,589,27.5252,3599.55,52.094,4637.0,-56830.3046875
2950000,590,590,31.2308,3593.83,53.5068,4811.24,-57040.54296875
2955000,591,591,22.1474,3181.13,53.0452,4912.35,-64748.765625
2960000,592,592,28.3957,3211.15,52.2082,4909.31,-57386.609375
2965000,593,593,30.8125,3750.23,53.1231,4827.31,-56760.50390625
2970000,594,594,25.8107,3688.26,52.3878,4465.91,-61679.0703125
2975000,595,595,26.5724,3662.62,52.2739,4825.65,-59558.50390625
2980000,596,596,31.8317,3482.1,53.4264,4906.68,-56975.546875
2985000,597,597,27.0428,3916.36,51.9737,4628.34,-61653.29296875
2990000,598,598,28.0733,3477.13,52.2659,4882.86,-56588.72265625
2995000,599,599,27.9866,3339.45,51.3652,4849.87,-59824.234375
