Real Sto Return,Running Update Time,Running Reverse KL,Itration,Running Env Steps,Running Forward KL,Real Det Return,Reward Loss
1882.16,394,15.0027,394,1970000,156.6559,2232.4,-69754.984375
1870.81,395,14.9636,395,1975000,156.8004,2229.0,-70007.25
1831.04,396,14.906,396,1980000,156.6614,2241.79,-70045.7109375
1892.4,397,15.1065,397,1985000,156.6499,2242.03,-70218.9140625
1901.59,398,15.0684,398,1990000,156.6757,2271.68,-70414.265625
1908.28,399,15.0798,399,1995000,156.4696,2150.08,-70558.5625
1892.92,400,14.9144,400,2000000,156.6463,2249.07,-70600.078125
1914.82,401,15.0274,401,2005000,156.5873,2276.03,-70713.171875
1902.44,402,15.0729,402,2010000,156.6497,2268.6,-70791.6484375
1890.17,403,15.0758,403,2015000,156.6609,2240.53,-70508.1875
1917.25,404,14.901,404,2020000,156.6469,2256.51,-70674.0859375
1887.29,405,14.9796,405,2025000,156.8773,2215.8,-71250.9453125
1927.65,406,14.9469,406,2030000,156.6258,2234.58,-71012.4921875
1921.94,407,15.0226,407,2035000,156.6204,2223.31,-71388.609375
1853.46,408,15.0306,408,2040000,156.5656,2240.76,-71420.9140625
1893.81,409,14.767,409,2045000,156.5797,2229.71,-71388.6328125
1867.02,410,15.0384,410,2050000,156.6912,2281.06,-71851.8515625
1887.43,411,15.0223,411,2055000,156.5677,2252.98,-71589.671875
1923.38,412,15.044,412,2060000,156.6638,2257.41,-71561.1015625
1871.63,413,14.7987,413,2065000,156.6447,2216.77,-71581.5703125
1882.72,414,14.9833,414,2070000,156.7671,2266.15,-71686.625
1862.68,415,14.9482,415,2075000,156.6451,2216.67,-71785.265625
1910.13,416,14.9946,416,2080000,156.4653,2237.1,-72050.625
1907.4,417,14.9691,417,2085000,156.6068,2222.1,-72252.796875
1895.64,418,14.8777,418,2090000,156.7146,2227.17,-72255.2265625
1899.5,419,15.0579,419,2095000,156.6786,2258.85,-72377.90625
1883.79,420,14.8543,420,2100000,156.6627,2211.29,-72525.984375
1933.13,421,15.16,421,2105000,156.7627,2261.16,-72788.3984375
1923.1,422,15.0394,422,2110000,156.7046,2278.44,-72618.4296875
1918.54,423,14.9446,423,2115000,156.6506,2254.15,-72787.640625
1893.59,424,14.7783,424,2120000,156.6362,2235.44,-72489.3671875
1920.04,425,14.8924,425,2125000,156.6638,2267.92,-72768.375
1908.61,426,14.9682,426,2130000,156.657,2245.39,-72634.3828125
1889.25,427,14.9481,427,2135000,156.7609,2252.66,-73049.015625
1912.27,428,15.185,428,2140000,156.6261,2243.77,-72987.109375
1918.34,429,14.9928,429,2145000,156.5629,2275.44,-73258.1875
1940.26,430,15.1005,430,2150000,156.586,2274.94,-73132.0546875
1922.1,431,15.0073,431,2155000,156.6277,2147.1,-73766.2890625
1922.85,432,15.2345,432,2160000,156.7987,2303.17,-73539.140625
1921.9,433,15.1977,433,2165000,156.6089,2269.02,-73612.46875
1915.93,434,15.0087,434,2170000,156.5684,2257.04,-73801.6015625
1893.61,435,15.3075,435,2175000,156.6288,2284.85,-73748.703125
1899.24,436,15.0328,436,2180000,156.5737,2273.28,-73874.703125
1931.73,437,15.3251,437,2185000,156.6659,2307.21,-74293.9765625
1925.25,438,14.8995,438,2190000,156.578,2163.2,-73855.8203125
1919.53,439,15.2646,439,2195000,156.5807,2279.2,-74202.0390625
1951.85,440,15.3221,440,2200000,156.5755,2158.64,-74142.8515625
1967.58,441,15.5424,441,2205000,156.7022,2301.3,-74492.5234375
1946.68,442,15.2319,442,2210000,156.5769,2171.05,-74563.109375
1946.64,443,15.2187,443,2215000,156.6399,2279.33,-74748.1328125
1941.91,444,15.3238,444,2220000,156.8334,2295.58,-74626.59375
1944.73,445,15.0105,445,2225000,156.6726,2298.2,-74634.9140625
1964.76,446,15.2901,446,2230000,156.5194,2306.76,-74936.96875
1937.34,447,15.3305,447,2235000,156.5745,2322.22,-74899.84375
1927.74,448,15.2827,448,2240000,156.6006,2250.0,-75099.0625
1953.89,449,15.3396,449,2245000,156.7826,2293.6,-75188.484375
1911.0,450,15.3353,450,2250000,156.613,2337.32,-75340.6640625
1936.93,451,15.2268,451,2255000,156.688,2267.75,-75255.078125
1946.59,452,15.2871,452,2260000,156.7011,2287.4,-75650.828125
1958.09,453,15.1884,453,2265000,156.5886,2309.7,-75809.09375
1950.32,454,15.3384,454,2270000,156.6947,2307.09,-75754.15625
1965.78,455,15.4304,455,2275000,156.6502,2326.83,-75813.5546875
1943.59,456,15.3801,456,2280000,156.5423,2324.44,-75792.125
1954.45,457,15.4483,457,2285000,156.635,2322.59,-76225.0
1943.64,458,15.366,458,2290000,156.7577,2292.29,-75915.1953125
1952.03,459,15.1015,459,2295000,156.667,2283.97,-76019.625
1948.32,460,14.9634,460,2300000,156.49,2261.35,-75946.5078125
1964.48,461,15.1635,461,2305000,156.646,2299.45,-76311.96875
1957.26,462,15.0748,462,2310000,156.4676,2338.22,-76714.546875
1949.74,463,15.0628,463,2315000,156.6352,2327.9,-76897.140625
1986.55,464,15.4748,464,2320000,156.5891,2351.61,-76702.78125
1971.34,465,15.0522,465,2325000,156.551,2330.76,-76852.1328125
1952.49,466,15.2793,466,2330000,156.5759,2337.6,-77001.59375
1963.67,467,15.0507,467,2335000,156.4476,2331.86,-77261.265625
1957.73,468,15.1811,468,2340000,156.5162,2338.47,-77225.2421875
1917.87,469,15.1579,469,2345000,156.5866,2340.72,-77287.9375
1948.1,470,15.1221,470,2350000,156.5892,2339.45,-77191.34375
1973.43,471,15.0142,471,2355000,156.5649,2338.29,-77417.390625
1950.59,472,15.0157,472,2360000,156.5988,2335.4,-77531.0390625
1931.41,473,15.0742,473,2365000,156.5787,2336.96,-77389.9453125
1936.85,474,14.9851,474,2370000,156.5699,2338.61,-77561.0
1936.9,475,14.8901,475,2375000,156.5964,2355.46,-77869.96875
1948.6,476,14.9588,476,2380000,156.608,2324.43,-77708.1796875
1932.3,477,15.0801,477,2385000,156.4947,2313.51,-78008.7734375
1954.72,478,14.9918,478,2390000,156.5465,2313.29,-77877.734375
1932.99,479,14.9236,479,2395000,156.5653,2292.92,-77758.0703125
1918.68,480,14.6475,480,2400000,156.6499,2317.09,-78261.484375
1929.85,481,14.9335,481,2405000,156.5344,2308.5,-78133.5703125
1917.07,482,14.8741,482,2410000,156.6947,2311.9,-78117.6875
1939.72,483,14.8886,483,2415000,156.4997,2333.97,-78784.234375
1951.81,484,15.0971,484,2420000,156.6718,2315.0,-78460.015625
1940.0,485,14.9951,485,2425000,156.4947,2338.56,-78673.5859375
1950.77,486,14.8768,486,2430000,156.6593,2292.43,-78481.5078125
1967.08,487,15.0458,487,2435000,156.4597,2321.83,-78401.6953125
1959.26,488,14.842,488,2440000,156.4811,2310.75,-78931.875
1954.11,489,14.9656,489,2445000,156.476,2326.82,-78865.9765625
1927.29,490,14.6812,490,2450000,156.4852,2304.43,-79003.9296875
1940.37,491,14.878,491,2455000,156.6955,2335.68,-78878.3359375
1939.26,492,14.9602,492,2460000,156.5444,2309.39,-78849.640625
1919.5,493,14.7441,493,2465000,156.6098,2311.45,-79108.5625
1936.97,494,14.9365,494,2470000,156.6472,2317.12,-78893.1484375
1944.08,495,14.9609,495,2475000,156.7152,2333.75,-79193.5859375
1953.69,496,15.04,496,2480000,156.6537,2305.23,-79550.140625
1938.97,497,14.8655,497,2485000,156.5683,2310.59,-79116.1796875
1904.91,498,14.7012,498,2490000,156.5481,2263.1,-79142.7578125
1910.31,499,14.6711,499,2495000,156.5194,2280.37,-79538.3125
1936.53,500,14.8408,500,2500000,156.6307,2329.51,-79547.375
1927.79,501,14.9126,501,2505000,156.6094,2313.39,-79552.4765625
1922.69,502,14.6769,502,2510000,156.5176,2301.8,-79809.15625
1905.87,503,14.7506,503,2515000,156.5437,2273.86,-79647.8515625
1927.1,504,14.7127,504,2520000,156.6336,2215.33,-79489.984375
1889.19,505,14.5492,505,2525000,156.7558,2240.08,-79698.6484375
1878.83,506,14.7301,506,2530000,156.6241,2238.89,-79616.046875
1912.76,507,14.8186,507,2535000,156.5641,2268.18,-79927.078125
1917.61,508,15.0179,508,2540000,156.3753,2290.14,-79838.078125
1906.65,509,14.5825,509,2545000,156.5597,2258.14,-80131.9609375
1896.16,510,14.6267,510,2550000,156.5994,2274.23,-79921.6640625
1900.32,511,14.779,511,2555000,156.612,2277.51,-80585.265625
1899.84,512,14.6292,512,2560000,156.7847,2282.38,-80122.984375
1947.63,513,14.8275,513,2565000,156.5966,2311.79,-80294.90625
1886.25,514,14.6796,514,2570000,156.6456,2257.8,-80363.8515625
1892.26,515,14.6652,515,2575000,156.7161,2282.09,-80404.203125
1925.51,516,14.6762,516,2580000,156.6078,2289.02,-80261.7578125
1904.61,517,14.6284,517,2585000,156.5342,2290.11,-80686.5546875
1953.77,518,14.8758,518,2590000,156.6728,2312.15,-80817.046875
1930.93,519,14.7759,519,2595000,156.6559,2288.28,-80562.84375
1917.31,520,14.7018,520,2600000,156.6223,2302.33,-80689.8515625
1914.15,521,14.6454,521,2605000,156.6266,2273.4,-80659.8828125
1901.37,522,14.5267,522,2610000,156.5344,2274.4,-80523.8828125
1923.65,523,14.5239,523,2615000,156.584,2274.94,-81053.234375
1914.58,524,14.763,524,2620000,156.587,2245.95,-81095.9453125
1897.13,525,14.7212,525,2625000,156.5488,2236.45,-80936.921875
1940.73,526,14.7998,526,2630000,156.4021,2285.53,-81266.8203125
1914.88,527,14.8678,527,2635000,156.5751,2243.73,-81358.9921875
1897.73,528,14.7356,528,2640000,156.4811,2282.05,-81682.1796875
1834.9,529,14.6792,529,2645000,156.7079,2246.59,-81191.8046875
1873.13,530,14.6272,530,2650000,156.4755,2259.08,-81832.9140625
1857.54,531,14.5793,531,2655000,156.7,2277.22,-81747.125
1722.85,532,14.5345,532,2660000,156.6341,2189.04,-81217.078125
1860.34,533,14.6761,533,2665000,156.6369,2242.37,-81872.671875
1905.83,534,14.5671,534,2670000,156.6345,2285.39,-81765.7578125
1904.05,535,14.8327,535,2675000,156.6561,2258.38,-81867.3125
1896.01,536,14.7649,536,2680000,156.6764,2239.82,-81940.6640625
1908.29,537,14.5706,537,2685000,156.4639,2286.13,-81846.6953125
1908.83,538,14.7649,538,2690000,156.6744,2252.65,-81824.703125
1917.61,539,14.6404,539,2695000,156.5082,2290.87,-82307.0
1910.03,540,14.6918,540,2700000,156.5821,2252.51,-82380.796875
1883.79,541,14.5496,541,2705000,156.5603,2212.29,-82302.4140625
1862.95,542,14.7499,542,2710000,156.6233,2211.86,-82677.625
1896.73,543,14.6579,543,2715000,156.5967,2274.34,-82400.7265625
1897.2,544,14.5658,544,2720000,156.5588,2241.27,-82235.0234375
1932.58,545,14.7459,545,2725000,156.6416,2275.66,-82974.34375
1937.71,546,14.9271,546,2730000,156.507,2295.6,-82939.25
1939.36,547,14.7186,547,2735000,156.5341,2270.04,-83061.9140625
1928.75,548,14.8134,548,2740000,156.4555,2282.75,-83072.3515625
1938.84,549,14.8592,549,2745000,156.4983,2294.66,-83126.6953125
1956.84,550,14.8074,550,2750000,156.5675,2312.46,-83191.2890625
1935.15,551,14.847,551,2755000,156.5992,2309.5,-83321.3203125
1943.13,552,14.7579,552,2760000,156.4698,2277.65,-83464.140625
1946.33,553,14.7021,553,2765000,156.7012,2268.77,-83608.2265625
1926.77,554,14.6886,554,2770000,156.5762,2289.23,-83488.578125
1950.77,555,14.9324,555,2775000,156.5085,2309.96,-83758.578125
1948.52,556,14.8235,556,2780000,156.5138,2328.7,-83719.0234375
1965.11,557,14.7042,557,2785000,156.5164,2324.66,-83747.9453125
1942.02,558,14.6627,558,2790000,156.4083,2312.37,-83954.6015625
1950.86,559,14.7374,559,2795000,156.5725,2297.81,-83776.6328125
1922.64,560,14.8021,560,2800000,156.647,2297.5,-83732.3515625
1942.0,561,14.5348,561,2805000,156.5095,2299.29,-84205.90625
1961.13,562,14.6488,562,2810000,156.5516,2297.19,-83908.8125
1961.97,563,14.5868,563,2815000,156.4292,2345.36,-84241.546875
1924.58,564,14.5397,564,2820000,156.5916,2304.26,-84085.6796875
1949.57,565,14.8135,565,2825000,156.5262,2303.75,-84255.6875
1927.72,566,14.7217,566,2830000,156.4129,2295.27,-84690.8984375
1932.0,567,14.6285,567,2835000,156.4443,2301.05,-84323.1015625
1951.51,568,14.6737,568,2840000,156.4577,2312.21,-84186.5546875
1937.56,569,14.6822,569,2845000,156.5358,2297.74,-84308.0
1944.76,570,14.858,570,2850000,156.5457,2323.8,-84426.265625
1929.26,571,14.5964,571,2855000,156.479,2314.73,-84434.4765625
1938.77,572,14.5472,572,2860000,156.5225,2319.28,-84935.9140625
1927.85,573,14.7569,573,2865000,156.5011,2291.1,-84931.453125
1946.71,574,14.6514,574,2870000,156.4633,2300.34,-84858.265625
1913.33,575,14.5428,575,2875000,156.5095,2284.83,-84456.59375
1911.42,576,14.4902,576,2880000,156.6027,2274.33,-84732.84375
1938.79,577,14.6634,577,2885000,156.4684,2283.7,-84909.1484375
1929.51,578,14.6603,578,2890000,156.4591,2297.78,-84862.015625
1948.59,579,14.8177,579,2895000,156.4709,2307.14,-85209.5234375
1938.11,580,14.7196,580,2900000,156.4727,2310.01,-85069.9765625
1954.68,581,14.8078,581,2905000,156.4385,2332.1,-85530.6484375
1953.66,582,14.727,582,2910000,156.414,2283.91,-85304.609375
1966.22,583,14.769,583,2915000,156.5088,2310.33,-85368.453125
1951.17,584,14.7022,584,2920000,156.4248,2323.67,-85636.28125
1944.54,585,14.6986,585,2925000,156.3351,2308.17,-85833.546875
1958.3,586,14.7559,586,2930000,156.5011,2299.6,-85626.984375
1935.7,587,14.6806,587,2935000,156.4265,2310.72,-85691.078125
1946.61,588,14.7958,588,2940000,156.5629,2301.75,-85879.984375
1945.11,589,14.8155,589,2945000,156.5689,2312.29,-85969.015625
1989.98,590,14.8911,590,2950000,156.6889,2321.59,-86093.3984375
1958.91,591,14.7228,591,2955000,156.5543,2304.72,-85797.921875
1958.83,592,14.881,592,2960000,156.6389,2292.7,-85876.1171875
1955.14,593,14.7339,593,2965000,156.5674,2301.13,-85987.890625
1990.37,594,14.9662,594,2970000,156.4733,2342.99,-86302.3125
1963.6,595,14.7718,595,2975000,156.5258,2323.33,-86216.75
1959.36,596,15.0501,596,2980000,156.595,2333.06,-86389.6171875
1985.16,597,14.8457,597,2985000,156.5352,2325.57,-86369.125
1969.45,598,14.8545,598,2990000,156.5176,2331.68,-86246.328125
1961.34,599,14.9345,599,2995000,156.5611,2333.63,-86789.953125
