Real Sto Return,Running Reverse KL,Running Update Time,Running Forward KL,Reward Loss,Real Det Return,Itration,Running Env Steps
1845.12,15.2791,395,156.7282,-65473.453125,1491.33,395,1975000
1857.92,15.2676,396,156.6348,-65218.50390625,2237.89,396,1980000
1893.62,15.3474,397,156.7782,-65810.15625,2239.64,397,1985000
1819.05,15.0287,398,156.6394,-65457.99609375,2138.77,398,1990000
1884.52,15.4012,399,156.6309,-65868.796875,2218.26,399,1995000
1879.83,15.3086,400,156.7025,-65686.8984375,1725.35,400,2000000
1898.13,15.1542,401,156.705,-65988.25,2256.87,401,2005000
1828.87,15.2525,402,156.7188,-65864.171875,2003.77,402,2010000
-391.87,30.5083,403,161.1762,-51333.625,-433.9,403,2015000
1914.77,15.113,404,156.7256,-66740.3671875,2271.27,404,2020000
1888.86,15.1033,405,156.7921,-66759.90625,2086.68,405,2025000
1853.86,15.033,406,156.7844,-66839.5703125,2259.76,406,2030000
1762.03,14.9526,407,156.5073,-66429.296875,1658.27,407,2035000
329.47,17.0975,408,157.2801,-61165.59375,-191.6,408,2040000
1811.12,14.9204,409,156.5661,-66754.671875,1844.16,409,2045000
1441.67,14.8988,410,156.6953,-66171.75,-117.7,410,2050000
1881.65,15.2714,411,156.7262,-67076.640625,1885.82,411,2055000
1845.64,15.1197,412,156.7786,-67097.765625,2056.81,412,2060000
1817.57,15.4706,413,156.6477,-67234.9765625,705.68,413,2065000
1896.92,15.3358,414,156.6535,-67432.1484375,2208.97,414,2070000
1854.7,15.2839,415,156.5647,-67562.359375,2005.86,415,2075000
808.08,15.2315,416,156.8897,-64947.59375,-205.44,416,2080000
1874.54,15.1957,417,156.6254,-67865.1328125,2192.35,417,2085000
1904.65,15.3251,418,156.7217,-68358.7265625,2240.19,418,2090000
1895.23,15.3091,419,156.5272,-68260.90625,2255.01,419,2095000
1852.37,15.0194,420,156.6336,-68212.984375,2154.72,420,2100000
1937.85,15.1968,421,156.5523,-68844.109375,2145.82,421,2105000
1812.71,15.0545,422,156.6869,-68174.9296875,2208.31,422,2110000
1894.72,15.204,423,156.6784,-68896.46875,2260.39,423,2115000
1893.11,15.3003,424,156.71,-69028.7421875,2276.68,424,2120000
1931.75,15.3489,425,156.4827,-69172.09375,2157.41,425,2125000
1937.23,15.3234,426,156.6293,-69403.0234375,2262.06,426,2130000
1914.01,15.0289,427,156.5353,-69363.796875,2274.55,427,2135000
1921.43,15.1665,428,156.6788,-69667.921875,2268.83,428,2140000
1927.36,15.3274,429,156.5429,-69543.1796875,2292.21,429,2145000
1906.5,15.0504,430,156.6702,-69323.3515625,2246.24,430,2150000
1868.47,15.0926,431,156.6447,-69266.8828125,2237.61,431,2155000
1864.2,15.1311,432,156.6393,-69613.1015625,1932.67,432,2160000
1880.81,14.9865,433,156.5566,-69514.8984375,2222.35,433,2165000
1914.95,15.2829,434,156.6686,-70113.71875,2255.45,434,2170000
1882.82,14.9548,435,156.5309,-69958.609375,2222.67,435,2175000
1907.11,15.026,436,156.6647,-70132.515625,2253.14,436,2180000
1885.97,15.0333,437,156.6086,-70259.3984375,2231.23,437,2185000
1906.01,15.0256,438,156.6687,-70323.4140625,2221.86,438,2190000
1919.76,15.1613,439,156.7392,-70162.3828125,2240.32,439,2195000
1893.55,15.0389,440,156.6609,-70707.65625,2211.29,440,2200000
1919.01,15.0978,441,156.5942,-70878.8203125,2254.16,441,2205000
1901.75,15.0724,442,156.5908,-70627.609375,2244.18,442,2210000
1938.92,15.0349,443,156.7118,-70782.296875,2264.72,443,2215000
1915.76,15.1069,444,156.7156,-70821.8828125,2230.98,444,2220000
1907.41,15.0491,445,156.799,-71086.1328125,2257.85,445,2225000
1897.81,15.2236,446,156.5142,-70903.453125,2241.61,446,2230000
1883.73,14.9963,447,156.5949,-71345.8984375,2250.21,447,2235000
1918.37,15.1631,448,156.6324,-71201.171875,2258.32,448,2240000
1944.94,15.2247,449,156.4289,-71853.234375,2278.3,449,2245000
1891.27,15.0447,450,156.6578,-71609.796875,2257.45,450,2250000
1933.99,15.2368,451,156.6096,-71995.4921875,2272.1,451,2255000
1920.03,15.2886,452,156.6604,-71552.015625,2237.1,452,2260000
1912.36,15.1846,453,156.7062,-72033.046875,2238.17,453,2265000
1921.42,15.1638,454,156.6332,-72139.0546875,2250.17,454,2270000
1911.03,15.187,455,156.6284,-72046.4453125,2233.03,455,2275000
1937.09,15.2199,456,156.5637,-72270.890625,2261.81,456,2280000
1867.96,14.9709,457,156.6177,-72085.75,2202.62,457,2285000
1905.52,15.1668,458,156.5792,-72424.7265625,2224.69,458,2290000
1923.11,14.8952,459,156.5905,-72850.359375,2260.61,459,2295000
1927.21,15.3213,460,156.7745,-72669.8671875,2212.36,460,2300000
1942.0,15.2977,461,156.7128,-73215.7890625,2273.66,461,2305000
1874.08,15.0337,462,156.4604,-72688.125,2213.38,462,2310000
1919.71,15.2317,463,156.7727,-73112.640625,2258.55,463,2315000
1892.4,14.9298,464,156.8245,-72727.796875,2218.32,464,2320000
1919.81,15.0973,465,156.575,-73383.625,2277.03,465,2325000
1890.06,14.9682,466,156.763,-73389.9765625,2239.74,466,2330000
1887.62,15.079,467,156.6068,-73241.96875,2209.41,467,2335000
1941.08,15.1728,468,156.6506,-73578.8203125,2255.09,468,2340000
1877.46,15.1898,469,156.7351,-73582.2265625,2205.61,469,2345000
1953.73,15.3568,470,156.6037,-73963.0,2280.8,470,2350000
1921.25,15.2037,471,156.8684,-74272.0234375,2265.35,471,2355000
1937.1,15.2526,472,156.5731,-74471.0625,2261.25,472,2360000
1941.23,15.3049,473,156.7095,-74212.8671875,2254.03,473,2365000
1907.58,15.0407,474,156.5908,-74442.5625,2233.68,474,2370000
1890.19,15.1655,475,156.7453,-74086.21875,2165.83,475,2375000
1925.39,14.9989,476,156.6589,-74726.3359375,2252.64,476,2380000
1930.03,15.087,477,156.5416,-74660.234375,2267.42,477,2385000
1917.82,14.9846,478,156.6303,-74491.8984375,2250.97,478,2390000
1929.99,15.0561,479,156.6869,-74552.578125,2257.59,479,2395000
1923.85,15.0312,480,156.9114,-74772.375,2254.11,480,2400000
1927.97,15.1571,481,156.7694,-75001.375,2282.38,481,2405000
1931.02,15.2637,482,156.6492,-74995.2109375,2214.48,482,2410000
1921.64,14.9874,483,156.6195,-75039.0078125,2266.55,483,2415000
1895.4,15.0552,484,156.6255,-75081.6875,2236.03,484,2420000
1918.34,15.15,485,156.7266,-75460.8828125,2256.75,485,2425000
1916.7,15.2578,486,156.7618,-75561.71875,2225.67,486,2430000
1962.0,15.3367,487,156.7529,-75594.9296875,2269.18,487,2435000
1918.8,15.241,488,156.6042,-75465.1015625,2231.08,488,2440000
1920.65,15.3657,489,156.5793,-75481.6328125,2219.53,489,2445000
1898.03,15.2581,490,156.7654,-75513.8046875,2181.67,490,2450000
1936.79,15.3274,491,156.547,-75654.796875,2264.73,491,2455000
1940.96,15.3632,492,156.657,-76013.3203125,2261.11,492,2460000
1890.57,15.1244,493,156.4696,-76221.890625,2274.12,493,2465000
1874.41,15.1741,494,156.7377,-75621.984375,2117.11,494,2470000
1900.95,15.0763,495,156.613,-75838.2109375,2228.81,495,2475000
1879.04,14.9903,496,156.7367,-76379.8671875,2021.15,496,2480000
1908.81,15.206,497,156.7449,-76292.1484375,2233.64,497,2485000
1929.59,15.1887,498,156.536,-76659.7265625,2252.8,498,2490000
1911.02,15.0587,499,156.7247,-76365.515625,2236.19,499,2495000
1930.15,15.213,500,156.6711,-76514.78125,2244.51,500,2500000
1930.07,15.1615,501,156.7252,-76846.90625,2217.92,501,2505000
1928.8,15.2041,502,156.6985,-76857.7578125,2277.12,502,2510000
1924.72,15.2713,503,156.7017,-76992.203125,2248.79,503,2515000
1950.27,15.1177,504,156.5427,-76956.84375,2262.27,504,2520000
1920.21,15.2172,505,156.6257,-76616.96875,2270.68,505,2525000
1930.35,14.9801,506,156.6844,-76927.3515625,2261.45,506,2530000
1891.5,15.3032,507,156.7788,-77225.40625,2268.88,507,2535000
1867.85,14.9212,508,156.5386,-76657.1953125,2180.49,508,2540000
1854.45,15.0094,509,156.6171,-76972.21875,2022.66,509,2545000
1872.31,15.2653,510,156.7547,-77241.7421875,2187.37,510,2550000
1815.31,14.874,511,156.7406,-76725.7578125,1810.27,511,2555000
1923.6,15.2158,512,156.7804,-78043.546875,2239.69,512,2560000
1893.59,15.061,513,156.8266,-77635.640625,2101.85,513,2565000
1937.56,15.185,514,156.6011,-78305.2578125,2257.71,514,2570000
1885.63,14.8954,515,156.6232,-78241.34375,2225.03,515,2575000
1911.22,15.1133,516,156.6535,-77875.90625,2235.41,516,2580000
1896.89,15.0572,517,156.7366,-77934.9140625,2206.95,517,2585000
1917.5,15.1183,518,156.5554,-77950.8046875,2208.07,518,2590000
1893.68,15.0776,519,156.5824,-77891.921875,2186.23,519,2595000
1922.93,15.1262,520,156.6685,-78180.6953125,2240.6,520,2600000
1920.52,14.9157,521,156.4807,-78419.90625,2232.62,521,2605000
1901.51,15.0311,522,156.7594,-78350.7890625,2233.65,522,2610000
1912.1,15.134,523,156.5902,-78661.0390625,2266.06,523,2615000
1944.94,15.0635,524,156.7087,-78566.484375,2264.08,524,2620000
1949.26,15.127,525,156.5615,-78718.9921875,2267.08,525,2625000
1879.78,14.8091,526,156.7306,-78674.09375,2229.32,526,2630000
1904.93,15.0572,527,156.6244,-78684.6328125,2202.65,527,2635000
1941.02,15.136,528,156.7762,-79029.90625,2267.32,528,2640000
1936.0,14.9301,529,156.4985,-78891.96875,2229.51,529,2645000
1915.34,15.0162,530,156.5917,-78985.6328125,2213.54,530,2650000
1902.57,14.9799,531,156.7173,-79193.421875,2198.39,531,2655000
1950.69,14.9917,532,156.5709,-79272.2734375,2259.92,532,2660000
1906.18,15.1241,533,156.6537,-79414.1875,2234.6,533,2665000
1933.95,14.9211,534,156.5038,-79324.3828125,2226.7,534,2670000
1926.51,15.1441,535,156.6528,-79174.734375,2230.68,535,2675000
1912.66,15.0702,536,156.7061,-79716.0625,2253.94,536,2680000
1885.61,14.9195,537,156.6642,-79596.1328125,2213.16,537,2685000
1929.29,15.094,538,156.6315,-79710.1015625,2217.24,538,2690000
1971.34,15.1113,539,156.584,-79955.171875,2279.81,539,2695000
1916.55,14.9512,540,156.5975,-79494.9921875,2242.64,540,2700000
1923.98,14.9443,541,156.6696,-79459.28125,2212.43,541,2705000
1950.05,14.8904,542,156.6277,-79838.5390625,2286.86,542,2710000
1899.79,15.0239,543,156.5839,-79675.6484375,2221.54,543,2715000
1920.47,14.8201,544,156.6033,-79760.3828125,2269.38,544,2720000
1947.36,14.9124,545,156.5917,-80117.9296875,2260.9,545,2725000
1913.26,14.8301,546,156.6414,-80029.1171875,2220.46,546,2730000
1915.36,15.0026,547,156.6156,-80138.296875,2227.35,547,2735000
1914.55,14.9741,548,156.5658,-80275.25,2249.79,548,2740000
1916.63,14.7524,549,156.516,-80213.7109375,2246.89,549,2745000
1846.46,14.7391,550,156.63,-80095.265625,2142.96,550,2750000
1887.11,14.8212,551,156.6111,-80192.3046875,2208.07,551,2755000
1930.27,14.7933,552,156.5245,-80750.828125,2251.1,552,2760000
1907.68,14.8627,553,156.5611,-80705.953125,2225.2,553,2765000
1917.26,14.7359,554,156.5414,-80763.21875,2270.39,554,2770000
1907.74,14.7793,555,156.5777,-80807.3125,2240.8,555,2775000
1949.23,14.7955,556,156.476,-81168.7578125,2302.98,556,2780000
1947.79,14.8056,557,156.5024,-81055.0,2280.16,557,2785000
1933.14,14.7733,558,156.4306,-81308.46875,2266.91,558,2790000
1937.58,14.9433,559,156.471,-81326.9921875,2225.87,559,2795000
1917.71,15.2721,560,156.5514,-82085.3515625,2261.9,560,2800000
1929.56,15.1251,561,156.4537,-81978.765625,2312.27,561,2805000
1915.3,14.9693,562,156.5125,-81575.4375,2270.4,562,2810000
1910.49,14.8162,563,156.3541,-81893.5703125,2276.68,563,2815000
1917.44,14.9185,564,156.4159,-81916.7109375,2243.86,564,2820000
1942.33,14.8775,565,156.4046,-82123.4921875,2280.54,565,2825000
1902.54,14.6906,566,156.5423,-81762.1015625,2261.89,566,2830000
1866.45,14.5771,567,156.4184,-81630.765625,2208.5,567,2835000
1879.36,14.8188,568,156.528,-82296.09375,2263.53,568,2840000
1901.43,14.6487,569,156.5266,-81979.4453125,2279.36,569,2845000
1933.15,14.8305,570,156.5462,-82199.171875,2294.11,570,2850000
1933.15,15.035,571,156.5043,-82322.953125,2263.27,571,2855000
1921.94,15.0046,572,156.6036,-82442.53125,2266.9,572,2860000
1929.83,15.0313,573,156.5283,-82999.4921875,2287.36,573,2865000
1922.42,15.1738,574,156.5306,-82527.25,2279.04,574,2870000
1907.73,15.0404,575,156.4507,-82860.4140625,2263.79,575,2875000
1922.1,16.0771,576,156.5803,-82942.0703125,2261.32,576,2880000
1893.79,15.1298,577,156.4944,-83450.0625,2261.13,577,2885000
1735.67,15.3535,578,156.3721,-83614.90625,2053.72,578,2890000
1648.83,15.1219,579,156.2822,-83415.5703125,1940.46,579,2895000
1550.72,14.8924,580,156.3768,-82828.703125,1767.27,580,2900000
1594.26,14.8731,581,156.3585,-83119.4296875,1796.2,581,2905000
1718.38,14.808,582,156.3409,-83531.0859375,1987.43,582,2910000
1819.56,14.6177,583,156.4445,-82826.234375,2139.32,583,2915000
1905.91,14.9533,584,156.3916,-82859.984375,2238.56,584,2920000
1887.49,14.9027,585,156.7075,-83054.1953125,2202.29,585,2925000
1913.0,15.1421,586,156.6522,-83006.2890625,2246.68,586,2930000
1924.92,14.9713,587,156.5532,-83026.5546875,2279.45,587,2935000
1891.61,14.8388,588,156.4932,-83059.25,2231.07,588,2940000
1927.98,15.1783,589,156.6693,-83397.34375,2259.91,589,2945000
1878.05,15.0067,590,156.6679,-83091.390625,2199.08,590,2950000
1895.36,15.0084,591,156.6344,-83601.328125,2226.41,591,2955000
1902.02,14.9401,592,156.6736,-83596.2109375,2256.12,592,2960000
1899.41,14.9627,593,156.5975,-83940.34375,2253.72,593,2965000
1885.49,14.9172,594,156.5922,-83796.0859375,2245.7,594,2970000
1910.89,14.801,595,156.5111,-83896.9140625,2289.58,595,2975000
1917.23,15.1327,596,156.5807,-84281.5859375,2277.8,596,2980000
1919.02,14.9304,597,156.712,-84216.59375,2260.29,597,2985000
1931.9,14.8528,598,156.3603,-84007.5234375,2266.8,598,2990000
1678.06,14.654,599,156.5134,-83912.2109375,1888.0,599,2995000
