Running Forward KL,Real Sto Return,Reward Loss,Real Det Return,Itration,Running Update Time,Running Env Steps,Running Reverse KL
383.3306,3195.65,-69755.53125,3477.2,398,398,1990000,253.5381
381.5817,3234.01,-81543.375,3084.34,399,399,1995000,356.8399
355.157,3356.85,-92869.1953125,3231.03,400,400,2000000,171.235
365.1835,3428.73,-92639.1171875,4304.6,401,401,2005000,184.7988
371.0316,3423.63,-84096.5234375,3935.32,402,402,2010000,268.8925
353.6128,3917.69,-80896.125,3453.79,403,403,2015000,248.1495
386.0944,3868.8,-82349.3984375,2961.15,404,404,2020000,237.7113
347.8692,4158.62,-92549.140625,3580.08,405,405,2025000,162.1433
380.2241,2440.36,-82336.90625,3305.98,406,406,2030000,280.1982
370.5043,3701.47,-93689.5703125,2452.64,407,407,2035000,221.0684
371.8784,3084.53,-83087.6640625,2953.8,408,408,2040000,371.2341
355.4518,3629.26,-94122.25,3077.13,409,409,2045000,270.1018
337.0361,3541.44,-95112.125,2648.75,410,410,2050000,165.8976
366.4868,3273.31,-84308.7734375,3688.97,411,411,2055000,276.7884
370.4524,2929.73,-89775.40625,3930.05,412,412,2060000,204.676
350.8917,3389.18,-89547.328125,3976.33,413,413,2065000,177.8387
372.0958,3894.17,-94310.9296875,3954.41,414,414,2070000,193.5751
350.6648,3883.54,-83443.34375,3471.24,415,415,2075000,197.7326
359.8591,4534.75,-94961.5234375,4625.31,416,416,2080000,203.0051
363.803,3552.25,-89167.7265625,3286.64,417,417,2085000,204.3994
357.5011,4029.35,-85516.25,3306.66,418,418,2090000,476.4404
357.8293,3993.62,-92351.0546875,3783.95,419,419,2095000,186.5606
359.4723,4178.74,-93546.609375,4366.61,420,420,2100000,207.197
384.0952,3083.27,-80510.9765625,2967.51,421,421,2105000,441.1166
355.4466,4479.24,-88241.4609375,4465.96,422,422,2110000,201.3403
368.35,3951.77,-94139.03125,3857.09,423,423,2115000,213.8509
373.9928,3818.27,-76413.046875,4091.31,424,424,2120000,506.958
386.6392,4340.76,-89582.53125,4343.15,425,425,2125000,235.2307
370.4119,3761.21,-94926.0859375,3312.78,426,426,2130000,340.3626
392.6357,3039.45,-87500.578125,3367.07,427,427,2135000,232.3909
396.6032,3228.94,-93328.6953125,3076.45,428,428,2140000,213.3798
383.9821,3422.52,-90870.484375,3604.31,429,429,2145000,212.6867
391.4557,3598.12,-89485.6015625,2808.24,430,430,2150000,229.1759
392.1677,4502.06,-95826.1171875,4423.09,431,431,2155000,184.7902
382.1977,4080.87,-94317.3125,4424.06,432,432,2160000,196.9096
406.877,4253.58,-97146.34375,4918.48,433,433,2165000,218.9711
395.1018,3311.48,-93933.5703125,4261.56,434,434,2170000,243.6884
402.8116,2456.17,-76888.203125,2280.82,435,435,2175000,845.3961
400.5721,2582.68,-87816.2265625,4023.43,436,436,2180000,209.0907
401.2173,4071.41,-94723.1484375,3925.0,437,437,2185000,219.1561
402.5786,3502.38,-93701.2734375,3369.8,438,438,2190000,355.6904
381.9397,3410.02,-96199.53125,3078.07,439,439,2195000,177.2901
393.7684,4756.41,-94996.984375,3905.75,440,440,2200000,186.1493
386.1353,3974.92,-92667.65625,3963.84,441,441,2205000,197.3254
380.6514,3330.73,-94374.6328125,4092.86,442,442,2210000,167.7593
376.9437,4642.32,-93373.2734375,4767.02,443,443,2215000,171.5464
387.0149,2974.39,-91597.5234375,3414.22,444,444,2220000,180.0405
409.6291,2780.76,-86670.5546875,3243.27,445,445,2225000,267.1123
384.1553,2461.17,-90361.0546875,2379.74,446,446,2230000,214.2249
383.9412,3627.77,-91769.2265625,3555.1,447,447,2235000,495.287
384.1751,2840.34,-88708.6640625,3436.88,448,448,2240000,193.4248
363.0227,3822.68,-89469.8828125,3684.55,449,449,2245000,162.0713
390.3761,2577.69,-87707.6015625,3207.03,450,450,2250000,220.97
360.2173,4585.93,-92627.203125,4143.82,451,451,2255000,187.4187
370.8829,2251.67,-86225.9375,3393.25,452,452,2260000,193.4662
347.3076,4634.93,-94449.5859375,4369.0,453,453,2265000,201.7254
380.9742,1107.96,-85475.6875,1485.69,454,454,2270000,263.9611
378.2905,2071.61,-83821.40625,1928.69,455,455,2275000,223.6552
360.6304,4629.32,-91751.9921875,4837.05,456,456,2280000,235.397
369.0115,4721.72,-92898.921875,4779.89,457,457,2285000,215.3769
349.2969,4253.96,-94308.640625,4647.43,458,458,2290000,196.9911
365.1784,4166.02,-89019.4296875,4771.57,459,459,2295000,361.7903
358.0026,4591.54,-92726.53125,4644.94,460,460,2300000,217.704
380.0937,3207.89,-85028.1953125,3577.88,461,461,2305000,262.7586
352.9301,4849.64,-96183.453125,5064.29,462,462,2310000,222.8774
370.2417,4304.57,-93338.0625,4544.36,463,463,2315000,233.2086
359.27,4515.37,-95662.3125,4744.37,464,464,2320000,263.809
346.3488,4506.33,-94349.546875,4914.34,465,465,2325000,187.8861
344.6058,4288.75,-94502.3203125,4728.05,466,466,2330000,204.1155
352.9702,4438.03,-94560.5625,4617.53,467,467,2335000,202.4247
353.0162,4001.44,-95900.2421875,4309.31,468,468,2340000,206.9567
356.6277,4902.5,-94280.1171875,5031.32,469,469,2345000,244.7111
378.3818,3426.47,-84911.546875,2896.85,470,470,2350000,225.0865
348.6856,4608.56,-96942.015625,4340.13,471,471,2355000,202.7199
385.1989,3818.9,-92856.53125,3771.06,472,472,2360000,277.6113
359.856,3891.33,-95316.4921875,4788.65,473,473,2365000,202.4742
365.3784,3977.27,-94894.8671875,3960.85,474,474,2370000,250.6767
361.1131,2836.73,-93239.78125,2829.1,475,475,2375000,231.4721
382.9697,2878.65,-84003.875,2626.03,476,476,2380000,289.9306
376.069,2176.44,-86704.9921875,2228.49,477,477,2385000,240.0243
374.5913,2994.89,-90956.1484375,2965.12,478,478,2390000,232.6661
356.0158,4757.24,-95704.40625,4381.17,479,479,2395000,225.7007
382.3333,3953.64,-87184.0859375,4000.1,480,480,2400000,252.5402
425.5887,1838.85,-71977.296875,1394.23,481,481,2405000,458.4223
415.3614,1639.96,-64571.83203125,1783.97,482,482,2410000,828.6188
379.598,1837.84,-94481.2265625,2515.17,483,483,2415000,243.2967
406.7622,2551.28,-74438.1171875,2954.8,484,484,2420000,436.7704
405.2355,1851.03,-81072.4375,2378.64,485,485,2425000,476.1304
369.5447,4871.16,-97500.609375,4834.06,486,486,2430000,227.3704
383.3001,4128.21,-94773.109375,4465.2,487,487,2435000,1023.1011
387.71,2715.51,-77400.1875,3264.02,488,488,2440000,539.5288
371.8702,4916.97,-96599.90625,4861.26,489,489,2445000,227.3671
365.2267,4960.91,-95215.1953125,5037.31,490,490,2450000,219.2427
386.5299,4112.32,-88255.484375,3975.23,491,491,2455000,333.1634
378.3412,4707.52,-96730.4453125,4798.88,492,492,2460000,201.1964
377.5407,4786.33,-92719.0,4447.76,493,493,2465000,910.7558
371.5847,3439.7,-96852.1875,3700.92,494,494,2470000,501.9126
358.3031,3849.48,-96294.90625,3988.86,495,495,2475000,221.4831
374.7501,4631.96,-94424.59375,4762.99,496,496,2480000,815.3791
364.4654,3571.21,-94871.15625,4535.39,497,497,2485000,203.3667
368.5206,3767.53,-92207.9765625,3608.34,498,498,2490000,317.353
365.4484,4670.19,-94549.1484375,4744.24,499,499,2495000,206.6977
381.9586,3633.47,-90913.203125,3941.65,500,500,2500000,412.9145
382.1099,4268.93,-92930.484375,3819.44,501,501,2505000,820.8104
387.7059,2494.81,-93878.2421875,2848.09,502,502,2510000,1045.8368
376.0689,3942.21,-96123.3828125,2634.04,503,503,2515000,741.3091
451.0723,1406.38,-96195.8828125,1233.19,504,504,2520000,3177.6395
405.9228,1277.21,-87872.8125,928.11,505,505,2525000,1110.7179
419.1859,1721.91,-97182.328125,2445.97,506,506,2530000,2041.0691
392.3038,2163.9,-90947.9375,2710.76,507,507,2535000,1927.8904
432.5637,597.78,-94340.953125,743.6,508,508,2540000,1788.0868
396.8346,3470.97,-95843.4765625,3098.11,509,509,2545000,1673.9846
423.405,338.29,-98054.4375,591.88,510,510,2550000,2859.4927
438.5181,776.92,-95561.7734375,731.13,511,511,2555000,927.7025
412.9049,792.33,-97561.921875,1247.34,512,512,2560000,1547.6014
460.2987,804.51,-93451.265625,903.13,513,513,2565000,3697.6316
466.3312,674.83,-92587.421875,753.52,514,514,2570000,604.3909
398.3027,1002.49,-98246.7734375,1221.65,515,515,2575000,1848.5622
400.6472,200.92,-98114.640625,1209.86,516,516,2580000,2537.5799
395.7232,2282.54,-93816.40625,2384.68,517,517,2585000,474.427
392.2863,1969.75,-97613.3515625,1982.89,518,518,2590000,1367.5349
401.6426,2011.19,-96865.46875,2520.31,519,519,2595000,1983.3751
396.8862,2738.38,-96885.9921875,2192.03,520,520,2600000,1436.4793
386.8352,3482.98,-94847.1875,3637.34,521,521,2605000,410.2265
396.731,1862.13,-87355.0546875,2932.28,522,522,2610000,669.9634
401.3232,3629.98,-92205.703125,3834.53,523,523,2615000,274.363
393.4668,4070.29,-97459.0390625,3953.63,524,524,2620000,1232.5974
393.1741,3624.46,-95247.5859375,4428.12,525,525,2625000,262.8091
393.6579,3338.48,-95737.8671875,3200.04,526,526,2630000,256.9843
398.9647,3203.7,-95720.8125,3727.71,527,527,2635000,242.315
426.3559,690.5,-97136.453125,628.03,528,528,2640000,1418.4237
404.5264,3598.49,-95592.375,4078.62,529,529,2645000,799.5166
409.5451,3143.35,-93401.9609375,3355.14,530,530,2650000,466.1529
419.9907,3909.01,-93754.75,3376.91,531,531,2655000,261.9394
426.5176,2093.46,-92169.7890625,1469.81,532,532,2660000,1357.5524
404.7862,3776.15,-94328.0390625,4492.87,533,533,2665000,423.6891
411.9647,3028.89,-95432.578125,3036.42,534,534,2670000,794.0743
406.0566,4630.8,-96711.484375,4601.21,535,535,2675000,646.3902
403.6099,3893.98,-96266.9453125,3647.38,536,536,2680000,428.5089
396.3121,4071.4,-98376.375,4531.67,537,537,2685000,234.8018
397.2696,4934.02,-96242.1328125,4348.54,538,538,2690000,374.7707
400.4586,886.6,-94454.1484375,1990.43,539,539,2695000,659.0487
405.6847,4017.27,-98076.7578125,4435.43,540,540,2700000,1001.9511
424.2789,843.2,-95850.6953125,602.77,541,541,2705000,1401.3119
459.5382,116.22,-95197.8203125,369.48,542,542,2710000,1261.9456
421.9238,3989.43,-96311.046875,3457.45,543,543,2715000,535.897
466.4429,1347.06,-95111.234375,862.19,544,544,2720000,1689.0949
421.1832,3063.47,-96703.2265625,3991.99,545,545,2725000,1084.184
454.735,459.47,-96240.078125,212.56,546,546,2730000,2385.3577
432.3184,3029.1,-97342.1875,2234.28,547,547,2735000,1046.6501
437.9871,1558.6,-96795.15625,1617.65,548,548,2740000,1980.9597
414.2195,3577.43,-98804.34375,4214.34,549,549,2745000,740.3422
431.2484,1608.66,-96462.7890625,2065.04,550,550,2750000,2042.8888
426.2966,2620.37,-98811.703125,2402.32,551,551,2755000,1430.5679
580.8799,390.66,-95003.515625,653.84,552,552,2760000,1857.4679
497.1884,493.0,-98500.671875,703.06,553,553,2765000,2822.041
430.3202,2913.39,-98330.7890625,3816.17,554,554,2770000,798.8314
437.2026,2723.1,-97901.390625,2865.48,555,555,2775000,1282.9049
437.1078,2114.2,-98576.2578125,2266.33,556,556,2780000,1804.7677
442.4184,2461.92,-98699.03125,1793.29,557,557,2785000,1983.9624
435.2958,2217.21,-97381.859375,1555.76,558,558,2790000,780.2104
439.1546,1983.26,-97569.6640625,1812.63,559,559,2795000,978.9816
458.2896,757.22,-98736.9765625,769.89,560,560,2800000,2832.8954
442.8219,1199.95,-98408.890625,725.79,561,561,2805000,2610.1026
437.9631,1299.3,-98704.1875,1609.98,562,562,2810000,2250.8781
459.3669,661.03,-98714.46875,444.69,563,563,2815000,3041.7096
470.4226,685.69,-99124.1953125,717.58,564,564,2820000,3162.9925
443.4911,807.79,-97412.7578125,699.84,565,565,2825000,2213.8667
445.6164,819.54,-96593.3515625,1302.14,566,566,2830000,2284.7867
432.0373,2063.32,-98776.6875,1986.67,567,567,2835000,1684.6006
474.6665,662.01,-98493.0546875,966.95,568,568,2840000,2796.8404
454.6751,622.71,-93628.8125,673.31,569,569,2845000,1834.9932
450.765,695.98,-95057.8828125,817.79,570,570,2850000,2262.8992
478.6679,416.8,-98026.4765625,574.55,571,571,2855000,2769.6128
456.7609,1165.2,-97466.03125,591.35,572,572,2860000,2336.3447
446.8977,1399.28,-95383.3203125,1725.62,573,573,2865000,1679.7869
456.4291,1353.76,-96820.0546875,1795.51,574,574,2870000,2131.4217
439.4073,1257.68,-94920.71875,2023.51,575,575,2875000,1773.2571
443.4796,2036.51,-97273.6640625,1486.64,576,576,2880000,2130.1676
462.5626,676.57,-96985.234375,823.77,577,577,2885000,2389.4814
433.7715,3987.14,-98808.9375,3346.93,578,578,2890000,727.4033
428.241,4407.67,-96411.5625,4105.27,579,579,2895000,285.0952
421.1775,1660.18,-98176.890625,1861.28,580,580,2900000,1515.4261
430.6119,2739.61,-97977.703125,2741.3,581,581,2905000,1961.3011
465.3234,1061.95,-98527.7578125,977.12,582,582,2910000,2701.0572
436.0821,1369.51,-95974.9375,1300.47,583,583,2915000,1566.1785
448.1039,2043.49,-94619.96875,1394.04,584,584,2920000,2618.2519
468.2605,2486.45,-97128.765625,2480.17,585,585,2925000,1287.4203
425.1183,2985.11,-96779.5703125,3038.96,586,586,2930000,945.5682
440.2139,3042.51,-95735.6796875,3044.87,587,587,2935000,941.1383
417.1656,2833.2,-97053.09375,3235.22,588,588,2940000,567.3036
482.4781,3264.07,-98816.4609375,3144.18,589,589,2945000,1542.0815
462.9947,3417.07,-95454.3515625,3418.43,590,590,2950000,1251.0262
452.0629,4066.74,-98461.59375,3981.01,591,591,2955000,372.0519
454.1288,3630.39,-97814.3828125,3590.28,592,592,2960000,839.0467
451.8732,3231.93,-98250.4296875,3350.83,593,593,2965000,1660.5954
428.814,3268.28,-94140.3203125,3502.8,594,594,2970000,737.4288
451.1915,4097.76,-98564.0625,4321.99,595,595,2975000,395.8075
495.1759,4307.97,-98739.390625,4532.42,596,596,2980000,564.6931
454.2378,862.17,-97010.9296875,735.19,597,597,2985000,2127.0365
446.1123,3923.25,-98503.328125,4210.45,598,598,2990000,399.3091
441.8296,2474.35,-96532.1171875,1611.59,599,599,2995000,861.0097
