Reward Loss,Real Sto Return,Real Det Return,Itration,Running Env Steps,Running Reverse KL,Running Forward KL,Running Update Time
-8382.453125,4790.83,5283.14,390,1950000,78.1148,77.8663,390
-8556.408203125,4712.67,4775.05,391,1955000,80.6709,78.0209,391
-8538.5185546875,4770.88,5317.02,392,1960000,75.3801,74.4515,392
-8309.2119140625,4627.06,5477.41,393,1965000,69.3892,69.5072,393
-8785.5068359375,5276.85,5582.02,394,1970000,74.6342,76.8245,394
-8926.7998046875,4846.37,5539.62,395,1975000,76.8387,77.927,395
-8671.1630859375,4338.08,5351.64,396,1980000,74.5089,76.9496,396
-8828.6044921875,4271.36,5549.09,397,1985000,77.3704,78.1016,397
-8886.46484375,4680.46,5685.56,398,1990000,73.5109,77.1559,398
-8620.6728515625,4629.34,5516.03,399,1995000,66.6233,69.3086,399
-9105.779296875,5238.41,5287.78,400,2000000,72.8603,76.6334,400
-8867.4794921875,4971.52,4802.82,401,2005000,70.3465,71.7962,401
-9180.6201171875,4896.93,4857.4,402,2010000,80.2675,79.7709,402
-9135.4697265625,4899.7,5546.44,403,2015000,72.8704,77.975,403
-6603.55615234375,265.09,445.18,404,2020000,26.373,65.3256,404
-7556.81591796875,213.08,200.66,405,2025000,57.6034,71.3333,405
-9712.5859375,1052.05,1202.81,406,2030000,61.1587,72.3475,406
-9483.689453125,2228.06,2768.91,407,2035000,54.5396,68.2029,407
-9684.9501953125,3788.49,3735.67,408,2040000,64.9931,71.5402,408
-9061.591796875,1105.41,843.04,409,2045000,81.2407,74.0378,409
-9196.9951171875,4017.35,4436.24,410,2050000,87.8288,81.173,410
-9387.9892578125,4634.41,4968.97,411,2055000,76.0087,78.4391,411
-9432.4580078125,4825.98,5025.66,412,2060000,68.8664,75.132,412
-9597.908203125,4690.33,4840.38,413,2065000,79.1173,79.1749,413
-9001.5908203125,211.67,-270.14,414,2070000,98.7043,84.0996,414
-9511.240234375,4745.19,5044.78,415,2075000,64.1819,70.8791,415
-9770.7783203125,5022.18,5305.42,416,2080000,70.2232,75.5039,416
-9852.0771484375,4995.49,5262.77,417,2085000,66.0013,73.9764,417
-9625.2900390625,4789.93,4984.57,418,2090000,66.8419,71.5171,418
-9864.326171875,5082.15,5248.83,419,2095000,74.7725,75.4983,419
-9720.5322265625,4768.3,5313.77,420,2100000,68.9945,69.2553,420
-10035.1845703125,5089.78,5375.96,421,2105000,74.2022,75.2439,421
-10081.4208984375,4723.38,5416.72,422,2110000,79.1576,76.5748,422
-10020.3984375,5209.26,4991.56,423,2115000,75.4196,75.6293,423
-10080.693359375,4335.01,5400.53,424,2120000,71.208,75.0662,424
-9820.7646484375,4385.79,5010.72,425,2125000,64.3615,70.2835,425
-10246.837890625,4794.36,5103.28,426,2130000,71.2222,74.9036,426
-10153.3701171875,4816.88,5465.42,427,2135000,74.7185,73.2887,427
-10346.62890625,5105.3,5446.75,428,2140000,76.5489,77.8883,428
-10194.080078125,5181.7,5391.45,429,2145000,72.3091,74.6375,429
-10148.052734375,4584.25,4448.97,430,2150000,71.039,72.6054,430
-10076.6083984375,4961.39,5331.44,431,2155000,67.0964,70.294,431
-10473.4482421875,4945.9,5457.85,432,2160000,72.0967,73.6802,432
-10600.7822265625,5215.78,5206.33,433,2165000,75.0816,74.8438,433
-10759.908203125,4890.67,5287.29,434,2170000,73.6747,75.9194,434
-10561.4658203125,5121.1,5415.39,435,2175000,70.3538,74.6205,435
-10358.9599609375,5053.22,4786.12,436,2180000,70.7195,69.9103,436
-10696.4453125,5208.1,5509.51,437,2185000,68.635,70.4855,437
-10685.6982421875,4598.33,5222.93,438,2190000,73.8167,74.96,438
-10542.4443359375,5075.1,5325.85,439,2195000,67.3144,69.7828,439
-10821.361328125,5038.44,5326.73,440,2200000,71.6611,72.9813,440
-10829.51171875,4227.86,5099.08,441,2205000,73.4432,74.7287,441
-10942.2744140625,5059.96,5192.24,442,2210000,71.6822,75.4285,442
-10985.1435546875,4877.2,5392.68,443,2215000,74.8838,74.5872,443
-10868.5703125,5034.02,5354.43,444,2220000,65.1978,72.4618,444
-10809.2568359375,4971.6,5540.25,445,2225000,66.665,68.952,445
-11111.9404296875,5143.38,5525.81,446,2230000,70.3495,74.213,446
-10820.876953125,5269.28,5429.82,447,2235000,62.4846,68.15,447
-11171.158203125,5171.24,5274.03,448,2240000,71.7678,75.4291,448
-11304.4189453125,4309.69,5312.58,449,2245000,71.6862,74.7906,449
-11336.51953125,4778.02,5548.82,450,2250000,70.8643,74.2532,450
-11385.837890625,5272.17,5330.24,451,2255000,68.6763,74.1815,451
-11282.5888671875,4464.0,5016.84,452,2260000,66.5866,73.083,452
-11341.9619140625,4672.82,5101.95,453,2265000,64.2542,71.7375,453
-10987.5087890625,5213.31,5287.52,454,2270000,60.4422,66.8335,454
-11494.2001953125,5140.35,5344.46,455,2275000,69.5131,72.3856,455
-11568.35546875,5205.66,5562.85,456,2280000,72.0583,74.3382,456
-11578.568359375,4671.28,5522.92,457,2285000,72.9437,74.835,457
-11764.4345703125,4464.5,5480.67,458,2290000,71.687,75.7733,458
-11764.1279296875,5064.07,4973.07,459,2295000,76.6394,75.655,459
-11672.7275390625,4993.5,4784.7,460,2300000,70.5927,74.2178,460
-11764.8984375,4957.29,5539.66,461,2305000,71.9616,73.3953,461
-11774.4384765625,4665.74,5602.84,462,2310000,71.78,75.7444,462
-11874.908203125,4913.09,5597.77,463,2315000,71.5362,74.7853,463
-11380.3916015625,5119.12,5645.53,464,2320000,65.98,68.6635,464
-11679.587890625,4868.45,5416.1,465,2325000,65.8205,73.3229,465
-12118.5458984375,4531.77,5501.2,466,2330000,71.8935,74.3148,466
-12139.818359375,4701.11,5702.3,467,2335000,72.7683,75.1398,467
-12004.341796875,5023.38,5758.88,468,2340000,65.7969,71.6006,468
-12074.7568359375,4836.45,4947.55,469,2345000,70.9586,74.8207,469
-11991.4892578125,4631.64,5778.05,470,2350000,64.7987,71.833,470
-12093.8837890625,4677.53,5370.91,471,2355000,66.1783,70.0563,471
-12212.958984375,5112.57,5244.76,472,2360000,70.3221,75.1948,472
-11403.7939453125,4570.77,5604.54,473,2365000,55.0626,66.0288,473
-11960.28515625,4991.14,5208.2,474,2370000,60.3099,67.3739,474
-12391.5751953125,4499.01,4860.42,475,2375000,68.0221,73.4435,475
-11718.9345703125,4466.93,5504.92,476,2380000,56.3406,68.0644,476
-12271.3603515625,5045.32,5688.72,477,2385000,66.72,72.4279,477
-12488.3203125,4674.89,5433.65,478,2390000,68.3186,72.6261,478
-12072.0419921875,4696.96,5398.93,479,2395000,62.3531,68.2583,479
-11967.8662109375,5274.44,5266.21,480,2400000,58.5751,67.2047,480
-12404.068359375,4686.54,5429.36,481,2405000,67.0982,72.8229,481
-12669.4248046875,4831.84,5421.96,482,2410000,66.9663,71.4963,482
-12547.701171875,3973.87,5356.01,483,2415000,64.2681,72.8378,483
-12481.7314453125,4592.44,4741.61,484,2420000,63.9637,71.2669,484
-12594.376953125,4451.7,5273.26,485,2425000,69.9725,72.0112,485
-12143.904296875,4901.91,5486.9,486,2430000,57.5712,65.6817,486
-12871.86328125,4267.43,5680.21,487,2435000,65.7249,72.4188,487
-12927.40234375,4613.56,5078.44,488,2440000,70.5535,73.9006,488
-12868.8564453125,4946.4,5648.14,489,2445000,70.6209,72.3879,489
-13008.556640625,5100.04,5637.83,490,2450000,71.8089,72.3918,490
-12997.869140625,5318.5,5324.18,491,2455000,71.1488,73.8316,491
-12524.03515625,5169.85,5682.59,492,2460000,64.7059,67.676,492
-13059.5546875,4689.31,5616.77,493,2465000,69.3814,73.2944,493
-12966.404296875,5212.87,5380.82,494,2470000,65.2093,71.0689,494
-12910.5166015625,5062.71,5159.42,495,2475000,70.5853,71.3506,495
-13113.7138671875,4437.28,5151.2,496,2480000,67.0908,72.0779,496
-12487.7236328125,4866.76,5629.02,497,2485000,55.9094,65.6738,497
-12638.01953125,4728.71,5460.46,498,2490000,61.3322,67.5163,498
-12701.16015625,4984.45,4759.28,499,2495000,59.8472,65.706,499
-12570.1484375,4322.1,5328.4,500,2500000,62.2039,65.7385,500
-12572.83203125,4499.71,5421.51,501,2505000,57.6956,65.6146,501
-13119.310546875,5101.16,4868.48,502,2510000,67.6235,69.1464,502
-11541.7333984375,4831.96,4575.69,503,2515000,52.4681,65.6434,503
-12961.78515625,5084.22,5453.07,504,2520000,64.1759,67.9678,504
-12316.255859375,4571.29,5345.04,505,2525000,54.8411,64.4674,505
-13452.638671875,4700.3,5314.75,506,2530000,71.1197,70.9619,506
-13550.576171875,4946.67,4447.22,507,2535000,70.8494,72.0098,507
-13590.900390625,5447.53,5434.65,508,2540000,73.5006,73.3165,508
-12367.7890625,4472.75,5410.43,509,2545000,57.5841,65.2416,509
-13727.4375,4471.16,5172.71,510,2550000,70.4062,71.698,510
-13662.94921875,4806.45,5651.54,511,2555000,67.3268,70.0663,511
-12957.681640625,4706.3,5430.27,512,2560000,60.6536,67.9838,512
-13569.96875,4651.75,5135.73,513,2565000,63.8037,69.2014,513
-13791.0498046875,5331.54,5678.33,514,2570000,70.5496,71.6182,514
-13642.9580078125,4922.27,5476.94,515,2575000,67.4711,71.3541,515
-13131.5,5190.04,5187.39,516,2580000,64.0752,67.6066,516
-12163.2763671875,4644.89,5744.34,517,2585000,48.4429,63.632,517
-13468.4453125,5112.75,5704.06,518,2590000,62.4944,67.6645,518
-13953.7216796875,5052.78,5175.24,519,2595000,69.3177,71.7853,519
-13351.373046875,4557.01,5733.49,520,2600000,61.5872,66.666,520
-14134.240234375,4165.83,5683.79,521,2605000,72.9881,73.5507,521
-12989.0849609375,4649.48,5433.05,522,2610000,58.0644,65.6354,522
-13484.7890625,4604.89,5475.91,523,2615000,61.9938,67.0884,523
-14165.4453125,4098.21,5437.55,524,2620000,72.902,74.1979,524
-14201.9345703125,5054.48,5347.05,525,2625000,72.8646,72.841,525
-14429.833984375,5148.59,5732.42,526,2630000,75.0372,73.5993,526
-13950.146484375,5101.69,5233.25,527,2635000,67.6056,69.576,527
-13348.775390625,5076.32,4901.26,528,2640000,56.848,64.9221,528
-14399.9375,4742.89,4690.04,529,2645000,73.4385,74.399,529
-14380.4169921875,5039.28,5523.46,530,2650000,76.1826,74.3431,530
-13838.580078125,5004.76,5690.51,531,2655000,66.4388,68.0552,531
-14394.3447265625,5117.97,5109.21,532,2660000,72.0124,74.3031,532
-14360.427734375,5278.0,5420.93,533,2665000,69.1338,72.1138,533
-14431.2685546875,5068.61,5646.22,534,2670000,73.341,73.5932,534
-13748.685546875,4702.72,5584.68,535,2675000,62.1601,67.1958,535
-14497.6728515625,5072.09,5401.38,536,2680000,73.3946,74.4345,536
-14581.6455078125,4450.65,4843.45,537,2685000,74.3868,74.0112,537
-13758.373046875,4777.59,5497.9,538,2690000,61.737,67.1304,538
-14370.375,5154.59,5349.43,539,2695000,70.3474,71.3018,539
-14249.5380859375,4733.07,5445.63,540,2700000,66.1525,71.5774,540
-13968.3447265625,4807.71,5223.19,541,2705000,61.52,67.9546,541
-14487.56640625,5197.02,5883.36,542,2710000,70.0218,73.9171,542
-13952.8251953125,4607.49,5808.35,543,2715000,61.0492,67.3011,543
-14524.5078125,5002.43,5460.65,544,2720000,66.075,70.4881,544
-13881.5458984375,4593.41,4387.81,545,2725000,57.2052,67.3644,545
-14002.6533203125,4501.28,5167.62,546,2730000,62.4237,68.0858,546
-14528.9423828125,4655.98,4411.86,547,2735000,65.3929,71.4087,547
-14015.568359375,4925.24,5222.85,548,2740000,62.2121,68.1118,548
-14574.3173828125,4807.0,5424.92,549,2745000,71.6501,72.9874,549
-13714.9306640625,5114.99,4871.27,550,2750000,55.6537,67.5218,550
-14404.6328125,3617.88,5242.98,551,2755000,63.4128,73.8269,551
-14448.5966796875,4884.4,5578.98,552,2760000,64.6517,69.9261,552
-14012.5927734375,4887.02,5178.24,553,2765000,62.0918,68.6429,553
-13215.3896484375,4359.59,5493.43,554,2770000,52.5138,64.8538,554
-14635.740234375,4412.46,5500.44,555,2775000,67.1839,72.5687,555
-14696.3349609375,4617.0,4576.29,556,2780000,67.9138,72.3123,556
-13910.3115234375,4722.59,5262.4,557,2785000,57.412,66.3258,557
-14502.783203125,5210.39,5514.38,558,2790000,66.7932,72.7511,558
-14557.08984375,4254.98,5783.52,559,2795000,63.643,69.6459,559
-14112.07421875,5223.81,5036.43,560,2800000,59.189,68.0109,560
-12944.193359375,5058.36,5554.97,561,2805000,48.093,64.1654,561
-14489.0927734375,4901.86,5552.32,562,2810000,63.3522,69.3863,562
-14101.302734375,5201.77,5720.89,563,2815000,56.6395,65.9129,563
-14609.384765625,5128.62,5620.41,564,2820000,61.8526,69.7603,564
-13951.9052734375,4842.65,5266.89,565,2825000,54.7877,66.3303,565
-14762.095703125,4625.12,4975.13,566,2830000,67.15,71.5635,566
-14205.8740234375,4932.67,5299.36,567,2835000,58.0894,65.942,567
-14077.85546875,4937.67,5748.76,568,2840000,58.2976,66.7996,568
-14923.00390625,4095.62,4893.88,569,2845000,69.3721,71.2039,569
-14126.326171875,5247.04,4717.55,570,2850000,60.7521,66.5489,570
-14336.1826171875,5009.96,5904.33,571,2855000,62.2635,67.4514,571
-13945.8583984375,5503.84,4994.57,572,2860000,54.7893,66.1017,572
-15036.01953125,5447.27,4703.11,573,2865000,70.7564,72.1235,573
-14271.21484375,4628.95,5187.66,574,2870000,59.933,66.2813,574
-13579.251953125,5128.08,4933.42,575,2875000,54.3625,64.7264,575
-15074.0751953125,4741.66,4687.21,576,2880000,74.1042,73.2761,576
-14660.0576171875,4634.18,5467.1,577,2885000,62.4595,69.8627,577
-14943.373046875,4194.98,5516.35,578,2890000,68.7813,70.5053,578
-14994.013671875,4507.64,4696.16,579,2895000,68.8135,70.7183,579
-14409.541015625,5423.16,5809.42,580,2900000,62.7925,65.678,580
-15107.7470703125,4835.2,5375.34,581,2905000,72.0181,72.4663,581
-15323.62890625,5105.47,5117.21,582,2910000,79.2943,75.4175,582
-15209.626953125,5333.26,5392.74,583,2915000,72.8096,72.3345,583
-15268.115234375,4985.11,5571.8,584,2920000,73.2285,73.3102,584
-15099.0068359375,5259.88,5720.99,585,2925000,70.8337,72.8813,585
-15335.7373046875,3811.37,4978.93,586,2930000,77.1265,73.3705,586
-15292.568359375,4945.51,5743.74,587,2935000,72.6632,73.5436,587
-15210.8857421875,4803.32,5570.72,588,2940000,72.6391,72.2258,588
-15147.359375,3842.28,5651.06,589,2945000,71.297,73.7806,589
-14530.5009765625,5437.35,5434.53,590,2950000,62.0346,65.8466,590
-14668.5068359375,4847.61,5317.66,591,2955000,66.1566,66.631,591
-15172.4306640625,4850.26,5857.72,592,2960000,70.2747,71.8722,592
-15351.6484375,3981.65,4839.72,593,2965000,80.7613,74.8535,593
-15333.748046875,3963.54,5095.37,594,2970000,79.5327,73.4119,594
-15414.478515625,4829.67,5691.22,595,2975000,77.4737,72.9216,595
-14780.7509765625,4579.87,4862.77,596,2980000,67.8619,68.6893,596
-15333.9091796875,4860.59,5391.21,597,2985000,73.3129,71.3607,597
-14809.72265625,4221.5,4981.5,598,2990000,68.3178,68.836,598
-15573.2099609375,4203.74,4835.63,599,2995000,78.0884,73.9957,599
