Real Sto Return,Running Env Steps,Running Update Time,Itration,Real Det Return,Running Reverse KL,Running Forward KL,Reward Loss
1820.55,1975000,395,395,2279.19,15.4266,156.5794,-70091.53125
1959.72,1980000,396,396,2251.38,15.4126,156.7118,-69890.5390625
1948.96,1985000,397,397,2274.72,15.3138,156.6032,-69752.140625
1940.3,1990000,398,398,2295.0,15.4608,156.6985,-70103.2421875
1955.09,1995000,399,399,2260.52,15.4254,156.6914,-69965.765625
1937.31,2000000,400,400,2316.06,15.398,156.6481,-70250.0703125
1932.7,2005000,401,401,2263.55,15.2691,156.6548,-70236.6640625
1978.73,2010000,402,402,2286.37,15.4781,156.6053,-70555.8828125
1960.15,2015000,403,403,2273.56,15.3262,156.5982,-70618.640625
1945.14,2020000,404,404,2285.51,15.3511,156.6489,-70980.7890625
1973.03,2025000,405,405,2275.57,15.3942,156.5399,-70938.203125
1991.77,2030000,406,406,2299.91,15.5333,156.7615,-70913.046875
1945.38,2035000,407,407,2275.97,15.5433,156.7704,-70992.3828125
1959.52,2040000,408,408,2275.47,15.4591,156.5452,-71499.5859375
1962.6,2045000,409,409,2267.6,15.4089,156.7238,-71009.5703125
1970.96,2050000,410,410,2300.57,15.24,156.7476,-71292.2734375
1958.56,2055000,411,411,2307.05,15.3221,156.5535,-71206.7578125
1972.96,2060000,412,412,2301.7,15.4708,156.4607,-71470.3359375
1954.33,2065000,413,413,2274.88,15.2589,156.6736,-71349.171875
1946.93,2070000,414,414,2271.0,15.3399,156.5763,-71541.0
1965.12,2075000,415,415,2288.58,15.1128,156.679,-71487.5546875
1947.14,2080000,416,416,2278.46,15.2515,156.5871,-71716.4921875
1980.08,2085000,417,417,2296.35,15.5055,156.5656,-71770.515625
1957.51,2090000,418,418,2146.43,15.1808,156.6832,-71783.7734375
1934.07,2095000,419,419,2314.2,15.2184,156.6514,-72223.28125
1950.17,2100000,420,420,2292.78,15.2662,156.6037,-72093.15625
1953.33,2105000,421,421,2160.38,15.2383,156.6685,-72093.5234375
1947.44,2110000,422,422,2246.15,15.2791,156.7422,-72237.5234375
1944.28,2115000,423,423,2243.49,15.1993,156.7034,-72161.2109375
1955.42,2120000,424,424,2165.21,15.2659,156.7028,-72291.6171875
1932.98,2125000,425,425,2254.13,15.1573,156.8066,-72343.4921875
1961.16,2130000,426,426,2166.46,15.332,156.6047,-72560.5703125
1948.25,2135000,427,427,2280.17,15.2679,156.6078,-72770.3984375
1937.17,2140000,428,428,2240.72,15.2216,156.6072,-72742.625
1965.18,2145000,429,429,2291.57,15.1989,156.6446,-72951.4765625
1950.88,2150000,430,430,2282.2,15.1478,156.6977,-73066.6953125
1967.38,2155000,431,431,2180.25,15.0923,156.5958,-73369.8515625
1963.01,2160000,432,432,2242.44,15.4307,156.6723,-73392.3046875
1949.82,2165000,433,433,2285.55,15.3166,156.6436,-73297.4765625
1957.84,2170000,434,434,2290.04,15.3947,156.6572,-73483.2578125
1937.47,2175000,435,435,2291.47,15.3267,156.6231,-73613.4453125
1959.4,2180000,436,436,2282.64,15.2571,156.649,-73920.765625
1938.3,2185000,437,437,2296.25,15.1385,156.5898,-73880.203125
1952.72,2190000,438,438,2256.23,15.3201,156.6994,-73827.734375
1939.2,2195000,439,439,2158.87,15.3556,156.6045,-74010.34375
1935.06,2200000,440,440,2276.39,15.1698,156.5071,-73949.265625
1909.6,2205000,441,441,2261.44,15.0701,156.6004,-73921.1875
1933.91,2210000,442,442,2256.73,15.2048,156.5909,-74100.4765625
1944.22,2215000,443,443,2273.2,15.1946,156.6825,-74279.46875
1916.47,2220000,444,444,2279.52,15.214,156.7326,-74451.9453125
1912.35,2225000,445,445,2228.59,15.1826,156.8051,-74499.7421875
1919.44,2230000,446,446,2222.76,15.2446,156.7405,-74373.40625
1922.42,2235000,447,447,2297.05,15.2685,156.6604,-74862.2578125
1884.55,2240000,448,448,2252.85,15.2085,156.5518,-74615.96875
1929.11,2245000,449,449,2242.26,15.1531,156.6234,-74770.1953125
1946.91,2250000,450,450,2262.2,15.2548,156.7075,-74878.2890625
1919.74,2255000,451,451,2243.2,15.093,156.6723,-75197.203125
1938.84,2260000,452,452,2275.84,15.2482,156.6254,-75037.640625
1938.36,2265000,453,453,2290.21,14.9314,156.5391,-75079.15625
1951.93,2270000,454,454,2290.69,15.1809,156.5673,-75342.046875
1902.11,2275000,455,455,2255.25,15.1536,156.7838,-75236.1171875
1929.15,2280000,456,456,2228.68,15.0802,156.6026,-75120.1171875
1923.72,2285000,457,457,2226.83,14.9509,156.6164,-75177.0859375
1916.83,2290000,458,458,2242.62,15.02,156.562,-75429.484375
1929.87,2295000,459,459,2251.57,15.0768,156.663,-75678.5234375
1945.24,2300000,460,460,2261.77,15.1684,156.5197,-75762.875
1934.3,2305000,461,461,2248.88,14.9213,156.4595,-75742.90625
1917.44,2310000,462,462,2242.98,15.2099,156.6891,-75759.484375
1922.21,2315000,463,463,2227.57,15.0978,156.7377,-75957.3359375
1927.99,2320000,464,464,2248.93,14.9992,156.5718,-75886.0390625
1925.63,2325000,465,465,2238.76,15.12,156.5528,-76181.328125
1951.94,2330000,466,466,2282.06,15.1586,156.5412,-76396.0703125
1923.3,2335000,467,467,2289.14,15.0398,156.5486,-76303.0234375
1935.31,2340000,468,468,2289.69,15.1134,156.598,-76260.7734375
1959.8,2345000,469,469,2289.06,15.1912,156.7776,-76581.15625
1942.21,2350000,470,470,2284.37,15.214,156.6795,-76493.4609375
1960.49,2355000,471,471,2278.7,15.1855,156.6297,-76367.796875
1963.55,2360000,472,472,2286.3,15.0585,156.5759,-76776.5625
1962.9,2365000,473,473,2289.84,15.3309,156.6273,-77003.2265625
1924.2,2370000,474,474,2272.57,15.2099,156.6355,-77008.921875
1987.14,2375000,475,475,2297.5,15.2544,156.5722,-77226.7890625
1962.77,2380000,476,476,2284.6,15.2697,156.585,-77049.2109375
1976.21,2385000,477,477,2283.2,15.1042,156.5207,-77442.25
1966.08,2390000,478,478,2313.25,15.0966,156.5111,-77296.625
1979.56,2395000,479,479,2309.78,15.2333,156.6878,-77461.890625
1963.26,2400000,480,480,2292.94,15.0553,156.5745,-77724.15625
1966.46,2405000,481,481,2313.05,15.2313,156.6969,-77657.09375
1957.21,2410000,482,482,2284.57,15.2235,156.7055,-77776.828125
1910.45,2415000,483,483,2246.95,15.0557,156.6284,-77669.25
1967.14,2420000,484,484,2289.64,15.3096,156.6518,-77933.546875
1949.75,2425000,485,485,2274.76,15.0255,156.6892,-78055.6484375
1949.46,2430000,486,486,2293.99,15.2254,156.7313,-78067.203125
1956.92,2435000,487,487,2295.84,15.3149,156.874,-78220.265625
1953.34,2440000,488,488,2304.43,15.1452,156.6695,-78385.828125
1948.06,2445000,489,489,2301.82,15.0683,156.5759,-78360.96875
1963.07,2450000,490,490,2330.98,15.1951,156.7085,-78453.8828125
1934.11,2455000,491,491,2300.13,14.8719,156.6137,-78530.6484375
1950.46,2460000,492,492,2289.53,15.0054,156.6301,-78762.7890625
1952.7,2465000,493,493,2319.01,14.9942,156.6436,-78753.9765625
1945.38,2470000,494,494,2254.77,15.0394,156.5593,-78618.484375
1962.61,2475000,495,495,2307.6,15.0927,156.5787,-78695.3203125
1965.53,2480000,496,496,2299.06,15.039,156.5624,-78807.015625
1938.23,2485000,497,497,2255.86,15.2016,156.7191,-78934.3984375
1926.89,2490000,498,498,2276.79,14.9804,156.7128,-78842.5703125
1957.81,2495000,499,499,2260.11,15.1908,156.6396,-78883.0234375
1960.72,2500000,500,500,2324.79,15.2085,156.5536,-79372.390625
1972.85,2505000,501,501,2283.35,15.2542,156.6575,-79394.59375
1990.88,2510000,502,502,2340.94,15.1541,156.577,-79395.9453125
1937.66,2515000,503,503,2252.65,14.9265,156.6692,-79327.578125
1966.76,2520000,504,504,2303.34,15.1005,156.639,-79539.5859375
1950.75,2525000,505,505,2287.3,15.0771,156.7365,-79669.625
1942.55,2530000,506,506,2289.47,15.0616,156.6527,-79616.625
1975.87,2535000,507,507,2311.2,15.2299,156.5017,-80054.9375
1981.4,2540000,508,508,2334.98,15.147,156.6411,-79784.9453125
1979.15,2545000,509,509,2326.31,15.1059,156.6647,-80118.6484375
1990.75,2550000,510,510,2329.57,15.0524,156.5694,-80349.5625
1984.31,2555000,511,511,2289.19,14.9417,156.4046,-80257.1953125
1986.78,2560000,512,512,2298.97,15.1459,156.6007,-80506.734375
1984.5,2565000,513,513,2324.14,15.1915,156.5731,-80193.09375
1992.57,2570000,514,514,2320.01,15.2849,156.7789,-80525.1328125
1969.92,2575000,515,515,2337.79,15.1764,156.5787,-80832.8515625
1973.69,2580000,516,516,2278.65,15.2544,156.6226,-80584.5078125
1979.55,2585000,517,517,2189.52,15.1563,156.4927,-80727.609375
1965.68,2590000,518,518,2301.23,15.0759,156.6092,-80544.8984375
1967.37,2595000,519,519,2326.91,15.3095,156.656,-80842.859375
1980.63,2600000,520,520,2310.84,15.1649,156.6038,-81172.1484375
1960.81,2605000,521,521,2305.72,15.0719,156.6549,-81042.125
1957.77,2610000,522,522,2283.37,15.1155,156.6719,-80821.6171875
1966.55,2615000,523,523,2295.56,15.285,156.597,-81129.2109375
1961.63,2620000,524,524,2277.08,15.1633,156.8309,-80927.84375
1975.76,2625000,525,525,2334.99,15.2565,156.4979,-81178.2265625
2003.13,2630000,526,526,2331.49,15.2469,156.5117,-81631.9453125
1979.72,2635000,527,527,2295.55,15.1359,156.5957,-81626.4453125
1981.18,2640000,528,528,2334.29,15.1548,156.5714,-81585.7265625
1986.13,2645000,529,529,2332.2,15.2081,156.534,-81511.859375
1975.19,2650000,530,530,2330.97,15.0424,156.3989,-81730.9140625
1980.84,2655000,531,531,2342.23,15.1665,156.8362,-81889.171875
1946.5,2660000,532,532,2315.03,15.0256,156.6385,-81884.0
1995.25,2665000,533,533,2328.99,15.1134,156.5743,-81941.7734375
1954.44,2670000,534,534,2306.47,15.1189,156.6884,-81791.7109375
1988.07,2675000,535,535,2340.62,15.163,156.3738,-81988.109375
1986.22,2680000,536,536,2333.92,15.2138,156.6873,-81998.7890625
1978.27,2685000,537,537,2314.21,15.2325,156.6903,-81998.59375
2009.16,2690000,538,538,2332.27,15.2586,156.7646,-82307.46875
1976.51,2695000,539,539,2321.3,15.0621,156.6085,-82100.3515625
1944.84,2700000,540,540,2304.76,15.105,156.6412,-82228.53125
1993.4,2705000,541,541,2326.94,15.3068,156.641,-82462.0546875
1953.38,2710000,542,542,2326.8,15.3501,156.5895,-82424.328125
1952.1,2715000,543,543,2340.28,15.0671,156.5929,-82289.7578125
1937.14,2720000,544,544,2316.89,15.2037,156.5949,-82333.1953125
1937.91,2725000,545,545,2319.55,15.0321,156.685,-82756.8125
1948.11,2730000,546,546,2311.29,15.1206,156.5948,-82611.3515625
1971.62,2735000,547,547,2307.8,15.0304,156.5408,-82482.78125
1842.2,2740000,548,548,2309.7,15.218,156.6879,-82945.9921875
1964.86,2745000,549,549,2323.38,14.6538,156.5851,-81986.7109375
1978.82,2750000,550,550,2333.33,15.1553,156.5652,-83015.625
1934.64,2755000,551,551,2316.34,15.0033,156.6489,-83016.015625
1929.23,2760000,552,552,2293.31,15.0527,156.4997,-82988.3515625
1962.47,2765000,553,553,2316.65,15.1565,156.6751,-83316.75
1994.54,2770000,554,554,2350.76,15.2779,156.4794,-83443.7109375
1960.48,2775000,555,555,2318.1,15.0027,156.5699,-83146.359375
1990.04,2780000,556,556,2220.66,14.9973,156.5843,-82258.640625
1980.11,2785000,557,557,2351.83,14.9491,156.5725,-83160.6171875
1995.65,2790000,558,558,2336.26,15.2804,156.6492,-83688.0390625
1984.43,2795000,559,559,2352.64,15.3989,156.6516,-83886.0
2006.36,2800000,560,560,2348.92,15.2153,156.6446,-83887.7421875
1991.97,2805000,561,561,2332.93,15.0812,156.5158,-83847.1484375
1979.55,2810000,562,562,2321.54,14.9349,156.5111,-83538.28125
1958.83,2815000,563,563,2324.43,15.2505,156.6748,-83877.453125
2000.8,2820000,564,564,2342.7,15.1261,156.439,-83912.796875
1972.48,2825000,565,565,2321.33,14.9707,156.6663,-84066.421875
1994.83,2830000,566,566,2358.23,15.0969,156.5188,-84395.1328125
1985.57,2835000,567,567,2344.94,15.0582,156.5176,-84016.3125
1998.09,2840000,568,568,2358.84,15.066,156.4786,-84499.7265625
1996.73,2845000,569,569,2331.86,14.9354,156.507,-84213.9453125
1969.95,2850000,570,570,2289.61,15.089,156.5906,-84379.359375
1988.17,2855000,571,571,2349.32,14.8079,156.631,-83704.46875
1976.32,2860000,572,572,2319.74,15.2018,156.5723,-84731.109375
1980.65,2865000,573,573,2192.28,15.2718,156.5819,-84717.421875
1995.02,2870000,574,574,2335.01,15.0895,156.3645,-84710.609375
1996.93,2875000,575,575,2348.2,15.2961,156.5936,-84980.2265625
1993.05,2880000,576,576,2345.55,15.1126,156.6249,-84871.109375
1992.91,2885000,577,577,2342.87,15.3203,156.5071,-85310.265625
2000.46,2890000,578,578,2328.94,15.209,156.5854,-85112.0703125
2001.49,2895000,579,579,2338.67,15.1941,156.6236,-85156.9921875
1984.95,2900000,580,580,2351.7,15.1597,156.615,-85296.28125
1958.23,2905000,581,581,2374.02,15.1892,156.5213,-85115.84375
1995.34,2910000,582,582,2352.15,15.2679,156.5563,-85389.015625
2003.04,2915000,583,583,2358.15,15.2164,156.5576,-85546.1875
1999.54,2920000,584,584,2365.57,15.1533,156.6354,-85577.984375
2017.86,2925000,585,585,2364.79,15.3598,156.5113,-85824.9375
1974.31,2930000,586,586,2369.54,15.3518,156.5074,-85688.71875
2021.26,2935000,587,587,2378.72,15.251,156.6597,-85656.84375
2010.27,2940000,588,588,2344.03,15.2597,156.4931,-85548.390625
2003.93,2945000,589,589,2380.34,15.2037,156.588,-85748.390625
2015.67,2950000,590,590,2366.42,15.3245,156.3757,-86033.046875
1996.68,2955000,591,591,2342.0,15.0773,156.6184,-85647.03125
2038.45,2960000,592,592,2366.59,15.2189,156.4862,-85798.5546875
2014.74,2965000,593,593,2366.84,15.1861,156.6412,-86052.375
2010.03,2970000,594,594,2359.27,15.2697,156.5833,-86343.0
1972.53,2975000,595,595,2358.03,15.2769,156.5059,-85964.8671875
2010.9,2980000,596,596,2371.41,15.2337,156.5388,-86338.09375
2013.82,2985000,597,597,2389.02,15.3557,156.5932,-86520.5078125
2012.38,2990000,598,598,2357.8,15.1552,156.5498,-86214.796875
2009.53,2995000,599,599,2355.69,15.1887,156.5403,-86334.5546875
