Running Reverse KL,Running Forward KL,Reward Loss,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps
457.2978,673.5357,-96193.1484375,411,52.48,411,52.69,2055000
525.2251,681.5311,-96337.640625,412,54.01,412,54.13,2060000
478.1696,672.9241,-94990.296875,413,54.63,413,54.53,2065000
480.6715,684.4012,-95920.609375,414,55.28,414,55.28,2070000
475.9284,681.4244,-91669.1328125,415,53.82,415,53.78,2075000
487.5396,677.6615,-93695.9921875,416,54.65,416,54.65,2080000
496.9646,686.3633,-91896.1171875,417,54.54,417,54.54,2085000
458.7659,674.8901,-89512.046875,418,54.91,418,54.92,2090000
385.7035,666.9819,-82239.5625,419,54.91,419,54.91,2095000
362.6474,635.1949,-81896.71875,420,53.98,420,53.26,2100000
426.9234,681.1273,-93471.7578125,421,51.34,421,51.35,2105000
481.3013,684.5959,-89810.078125,422,55.59,422,55.95,2110000
323.6945,628.6003,-70724.8671875,423,52.79,423,53.0,2115000
408.823,681.0637,-85111.9609375,424,54.79,424,54.79,2120000
381.63,657.7317,-90365.421875,425,54.05,425,54.22,2125000
518.8319,697.1074,-90548.0390625,426,52.57,426,52.61,2130000
462.8388,685.7873,-90988.4765625,427,51.08,427,51.08,2135000
454.0994,686.7694,-91435.6953125,428,52.97,428,52.98,2140000
440.9604,677.0135,-89721.8125,429,52.98,429,52.98,2145000
380.1155,672.6219,-79263.859375,430,53.43,430,53.55,2150000
376.3373,646.0117,-86451.28125,431,52.72,431,52.71,2155000
1004.2016,636.2905,-57227.97265625,432,53.96,432,53.73,2160000
818.9864,673.8344,-63307.984375,433,45.01,433,44.62,2165000
438.9455,629.3162,-92734.203125,434,48.93,434,48.45,2170000
355.3404,658.6853,-74604.5859375,435,51.47,435,50.79,2175000
391.8978,654.7446,-81740.8828125,436,49.33,436,48.37,2180000
350.9183,649.4333,-80245.703125,437,51.26,437,46.34,2185000
398.8544,654.5245,-82553.5859375,438,56.13,438,55.5,2190000
325.2752,612.9149,-79999.328125,439,55.96,439,54.75,2195000
352.7944,647.9964,-81687.640625,440,56.53,440,56.54,2200000
356.0878,623.0437,-86084.96875,441,49.18,441,49.54,2205000
367.7935,648.8325,-87044.71875,442,54.36,442,52.06,2210000
336.3513,592.5155,-86015.6171875,443,50.89,443,50.72,2215000
346.5806,635.3966,-82742.7265625,444,56.48,444,55.35,2220000
464.6511,621.6958,-79811.8125,445,56.49,445,56.58,2225000
339.9709,620.7818,-86634.7578125,446,56.24,446,56.63,2230000
364.1502,668.6519,-88725.34375,447,56.26,447,55.91,2235000
660.9428,641.4886,-69512.0390625,448,55.39,448,56.89,2240000
493.7565,625.1337,-79457.6953125,449,57.22,449,57.56,2245000
358.916,640.3527,-88036.5078125,450,54.85,450,55.21,2250000
337.3058,618.4058,-87080.546875,451,56.65,451,56.63,2255000
333.3662,643.975,-86846.1328125,452,56.35,452,56.57,2260000
347.4877,657.8851,-89143.5546875,453,55.83,453,55.92,2265000
481.5827,625.3098,-78385.28125,454,55.92,454,55.92,2270000
1173.218,640.6223,-67296.140625,455,55.8,455,55.8,2275000
704.0913,636.8212,-71159.3515625,456,56.09,456,55.62,2280000
869.0038,612.6233,-75318.59375,457,55.83,457,55.84,2285000
864.1859,635.9691,-73030.1953125,458,53.04,458,53.44,2290000
560.4361,645.4702,-75846.2578125,459,55.62,459,55.72,2295000
455.1472,617.0816,-72790.4375,460,55.84,460,55.85,2300000
359.6065,624.7525,-84493.359375,461,55.7,461,55.72,2305000
764.4803,624.916,-57690.7734375,462,56.34,462,56.12,2310000
709.0877,654.5276,-73049.546875,463,53.92,463,53.27,2315000
2152.254,659.635,-61439.44921875,464,53.62,464,54.18,2320000
1332.954,672.5684,-69889.1328125,465,53.18,465,53.26,2325000
1299.9248,667.3386,-85197.4609375,466,52.69,466,52.48,2330000
883.3471,647.4619,-78517.6171875,467,52.42,467,52.44,2335000
765.1194,640.0082,-83533.96875,468,53.37,468,53.3,2340000
1104.3838,651.5401,-84382.2109375,469,51.69,469,51.17,2345000
1073.9957,662.593,-83239.5234375,470,52.57,470,51.23,2350000
1327.2489,671.5199,-86352.34375,471,51.19,471,51.18,2355000
1380.0615,668.8256,-86101.5390625,472,51.57,472,51.29,2360000
1652.5544,641.5026,-90367.7890625,473,55.68,473,56.44,2365000
1109.2178,654.6235,-88535.0859375,474,51.27,474,51.33,2370000
1199.7674,657.8896,-90579.0703125,475,51.11,475,51.46,2375000
1691.4721,672.089,-91781.015625,476,51.18,476,51.2,2380000
1495.1317,649.0101,-90965.125,477,51.65,477,51.66,2385000
888.4172,660.9791,-90912.0390625,478,56.34,478,56.6,2390000
1265.1965,664.7027,-90815.3671875,479,55.77,479,55.88,2395000
1324.8126,666.456,-91914.8671875,480,56.44,480,56.52,2400000
1110.6541,655.5237,-89601.65625,481,56.49,481,56.12,2405000
1235.394,680.3171,-91504.3125,482,56.86,482,56.99,2410000
1002.9481,673.4208,-90833.0859375,483,53.93,483,53.88,2415000
707.1003,653.2742,-89201.921875,484,56.17,484,56.63,2420000
825.984,679.8539,-93174.625,485,55.9,485,55.88,2425000
725.5275,661.1865,-91461.25,486,52.81,486,52.57,2430000
956.9068,667.6932,-93541.953125,487,55.43,487,56.23,2435000
617.7724,660.0874,-92210.71875,488,56.33,488,56.86,2440000
942.7639,671.9467,-93676.3515625,489,53.32,489,53.36,2445000
1154.0617,673.464,-94002.5546875,490,55.42,490,55.48,2450000
825.3144,679.9257,-93718.4921875,491,54.72,491,54.57,2455000
603.1048,663.3789,-93335.2109375,492,49.45,492,48.64,2460000
790.7077,682.3914,-94480.8125,493,52.28,493,52.35,2465000
571.8343,688.2206,-94228.8125,494,51.76,494,52.27,2470000
658.4358,680.0073,-93634.5859375,495,52.25,495,51.86,2475000
560.1303,684.535,-94579.7734375,496,54.8,496,54.91,2480000
657.0181,652.5903,-92368.625,497,53.0,497,53.64,2485000
502.8086,664.1974,-93344.5078125,498,54.65,498,54.65,2490000
592.4629,689.7413,-94788.8046875,499,54.96,499,55.13,2495000
518.3537,675.7851,-94616.40625,500,54.39,500,54.13,2500000
484.5323,668.0035,-92673.6484375,501,54.93,501,55.11,2505000
855.496,678.945,-94328.2890625,502,54.94,502,55.13,2510000
600.173,659.7883,-92756.1484375,503,55.04,503,55.11,2515000
737.7633,669.1754,-93769.3203125,504,55.12,504,55.13,2520000
628.7927,653.1789,-93797.59375,505,54.72,505,54.78,2525000
697.6359,691.3986,-94470.765625,506,54.7,506,54.88,2530000
781.3237,647.4279,-92398.703125,507,53.47,507,53.52,2535000
1119.5472,668.2056,-92761.6015625,508,53.31,508,53.29,2540000
1526.4465,674.7491,-93866.8515625,509,52.73,509,52.72,2545000
1050.8764,656.2698,-93086.5703125,510,53.09,510,52.91,2550000
938.2611,657.1146,-92846.3125,511,53.28,511,53.08,2555000
651.7834,665.7547,-92775.6328125,512,53.47,512,53.43,2560000
1510.4217,683.2284,-95210.0703125,513,53.5,513,53.49,2565000
970.2025,663.4221,-94075.75,514,53.06,514,53.08,2570000
1258.1567,657.8727,-93666.1484375,515,52.81,515,52.79,2575000
1407.9638,691.7794,-95601.421875,516,53.32,516,53.13,2580000
907.5527,667.7735,-93392.8828125,517,53.79,517,53.7,2585000
1168.6589,680.2479,-94649.2421875,518,53.97,518,53.45,2590000
1560.6667,667.0458,-95218.4765625,519,53.6,519,53.67,2595000
1195.8947,665.4396,-94282.9921875,520,54.05,520,53.85,2600000
1521.8552,678.3584,-95159.1328125,521,53.29,521,53.06,2605000
792.9957,701.0961,-96110.6796875,522,53.82,522,53.82,2610000
1155.4669,698.7825,-96186.9609375,523,53.65,523,53.82,2615000
1309.2069,680.7953,-95275.015625,524,54.07,524,53.81,2620000
1317.1448,695.4111,-95793.515625,525,53.85,525,53.81,2625000
1222.6419,689.721,-95957.5234375,526,53.8,526,53.8,2630000
1039.6228,680.1729,-96292.3828125,527,53.83,527,53.81,2635000
1051.1722,684.6759,-96405.03125,528,53.81,528,53.81,2640000
1456.5623,684.6259,-96614.171875,529,53.59,529,53.66,2645000
1327.7627,675.5823,-96297.1015625,530,53.75,530,53.81,2650000
721.1993,658.137,-95390.3203125,531,53.8,531,53.81,2655000
882.971,686.6629,-95831.6484375,532,53.54,532,53.28,2660000
1166.0201,669.4412,-94523.578125,533,53.84,533,53.81,2665000
1507.7351,681.7272,-96245.140625,534,53.67,534,53.12,2670000
1140.8362,659.9801,-95165.5703125,535,53.8,535,53.8,2675000
1446.4899,682.3383,-96789.9140625,536,53.8,536,53.81,2680000
1103.5394,690.9857,-96359.96875,537,54.1,537,53.88,2685000
809.7146,665.7781,-95140.421875,538,52.98,538,53.26,2690000
856.211,672.6422,-95661.859375,539,53.44,539,53.3,2695000
1241.2838,654.1654,-95992.1328125,540,53.37,540,53.68,2700000
543.8612,665.8793,-93853.953125,541,53.59,541,53.81,2705000
539.551,661.9336,-93629.828125,542,53.88,542,53.81,2710000
690.0269,681.6587,-94686.4609375,543,52.45,543,52.64,2715000
980.653,670.8701,-95556.5703125,544,53.82,544,53.82,2720000
837.718,668.4709,-95471.8125,545,53.64,545,53.82,2725000
899.6478,661.3391,-96152.1953125,546,53.24,546,53.21,2730000
1039.5525,674.1767,-95598.453125,547,53.35,547,53.27,2735000
747.4135,676.739,-96442.9296875,548,53.91,548,53.81,2740000
599.2357,669.3707,-95583.640625,549,53.82,549,53.6,2745000
1236.6663,693.7446,-97099.6328125,550,53.7,550,53.69,2750000
700.0796,680.0727,-95432.2734375,551,52.6,551,52.71,2755000
1044.7444,693.1314,-97236.9296875,552,53.2,552,53.08,2760000
650.5521,686.385,-96145.328125,553,52.87,553,52.63,2765000
597.7118,680.3232,-96935.328125,554,53.67,554,53.8,2770000
1021.7101,685.5747,-96709.5703125,555,53.87,555,53.8,2775000
774.4081,689.3815,-97157.234375,556,54.08,556,53.81,2780000
1063.6666,681.3702,-96956.7109375,557,53.25,557,53.82,2785000
1016.3381,683.6894,-96840.875,558,53.89,558,53.81,2790000
815.124,680.732,-96857.4140625,559,53.88,559,53.81,2795000
1286.2176,696.0972,-97548.2109375,560,51.12,560,51.09,2800000
1430.6537,690.7917,-97352.8828125,561,53.95,561,53.98,2805000
845.8492,674.0878,-96634.8671875,562,53.58,562,53.8,2810000
1121.5518,676.255,-97144.5390625,563,53.82,563,53.81,2815000
991.0968,700.3241,-97214.359375,564,53.82,564,53.81,2820000
864.923,682.8845,-96937.1953125,565,53.85,565,53.82,2825000
1145.9558,696.0488,-97388.9296875,566,53.61,566,53.81,2830000
898.976,694.7146,-97198.640625,567,53.87,567,53.82,2835000
731.3943,649.4658,-94136.2578125,568,53.78,568,53.81,2840000
999.5119,685.1097,-96079.5078125,569,53.85,569,53.92,2845000
678.6704,664.5873,-94973.078125,570,54.03,570,53.79,2850000
883.2063,676.642,-95893.6328125,571,54.0,571,53.88,2855000
608.8438,650.1779,-93951.0546875,572,54.23,572,53.88,2860000
818.1429,659.9378,-95335.546875,573,53.9,573,53.88,2865000
1172.3516,672.547,-95168.015625,574,54.19,574,53.88,2870000
684.3179,645.1945,-94548.28125,575,54.13,575,53.88,2875000
678.962,676.4103,-94929.171875,576,54.29,576,53.86,2880000
558.9795,679.666,-94990.9140625,577,55.09,577,55.17,2885000
621.3366,669.0767,-94906.34375,578,54.97,578,55.17,2890000
871.7206,690.0468,-95550.9921875,579,54.09,579,53.86,2895000
686.2812,675.1803,-94529.9453125,580,53.95,580,53.86,2900000
756.042,667.26,-95172.0546875,581,54.08,581,53.86,2905000
1064.8481,672.7477,-95480.5078125,582,54.06,582,53.86,2910000
577.9479,679.0975,-95730.625,583,54.06,583,53.86,2915000
671.7486,679.2943,-95955.890625,584,54.07,584,53.86,2920000
709.4383,672.9692,-95510.6875,585,54.08,585,53.86,2925000
702.7811,673.1401,-95349.765625,586,53.94,586,53.86,2930000
420.619,652.6795,-94888.7109375,587,54.09,587,53.86,2935000
500.5575,661.07,-94478.4375,588,54.45,588,54.43,2940000
552.0823,662.9993,-94333.3359375,589,54.25,589,54.43,2945000
647.1517,660.7829,-95413.015625,590,54.13,590,54.44,2950000
893.6534,665.7646,-96589.7109375,591,52.4,591,52.4,2955000
911.5628,676.3288,-96807.4375,592,53.79,592,54.23,2960000
611.6987,673.6942,-96420.4765625,593,53.81,593,53.26,2965000
995.7555,685.1286,-97423.546875,594,53.66,594,53.38,2970000
667.3006,675.7029,-96290.5703125,595,53.89,595,53.86,2975000
797.9973,677.6656,-96562.7421875,596,53.6,596,53.48,2980000
419.1282,676.9385,-96249.71875,597,53.46,597,53.47,2985000
817.5881,673.0912,-96795.3046875,598,52.91,598,53.29,2990000
657.5338,672.5487,-96258.34375,599,53.9,599,53.91,2995000
