Running Env Steps,Real Sto Return,Running Update Time,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Forward KL
1925000,3425.56,385,22.7096,385,3953.32,-4284.6513671875,45.1229
1930000,4187.13,386,22.3984,386,4477.35,-4260.501953125,45.1357
1935000,4006.81,387,22.1952,387,4208.1,-4237.81787109375,44.9595
1940000,4350.86,388,23.7242,388,4417.01,-4352.05908203125,45.7323
1945000,4213.93,389,21.6208,389,4344.93,-4315.54345703125,44.8176
1950000,4450.05,390,22.9077,390,4557.97,-4418.0810546875,44.8804
1955000,4348.06,391,21.4158,391,4392.14,-4394.609375,45.5912
1960000,4236.18,392,20.4067,392,4231.71,-4414.36474609375,44.8798
1965000,4378.42,393,23.0947,393,4409.04,-4494.9072265625,45.0133
1970000,4273.39,394,23.123,394,4534.58,-4527.8681640625,44.9183
1975000,3475.86,395,36.8564,395,1208.04,-4418.4453125,44.9251
1980000,4122.23,396,23.4314,396,4349.3,-4659.31787109375,45.3047
1985000,3737.35,397,21.3719,397,3973.51,-4728.26953125,44.2286
1990000,4254.59,398,24.8964,398,4399.13,-4741.3564453125,45.7586
1995000,4134.93,399,22.3087,399,4143.35,-4457.41455078125,44.2165
2000000,4207.63,400,22.3661,400,4246.26,-4683.939453125,44.9413
2005000,4225.69,401,22.9069,401,4233.02,-4634.5576171875,45.1468
2010000,4226.11,402,22.3247,402,4213.0,-4520.3515625,45.1021
2015000,345.67,403,63.943,403,1.47,-5540.5263671875,48.3535
2020000,1933.0,404,28.8364,404,833.0,-4934.97705078125,45.5692
2025000,4160.35,405,24.6471,405,4240.13,-4850.6748046875,45.672
2030000,760.1,406,47.1908,406,782.24,-5133.1533203125,47.411
2035000,24.11,407,45.3093,407,21.3,-5267.67236328125,52.6691
2040000,4018.96,408,22.3385,408,4103.4,-4816.07421875,44.191
2045000,4374.83,409,23.7809,409,3690.64,-4851.4228515625,44.3106
2050000,4204.48,410,26.2923,410,4496.52,-4955.63671875,44.7896
2055000,3175.14,411,29.6433,411,2735.75,-4997.27783203125,44.9663
2060000,4467.03,412,24.3712,412,4448.64,-4936.37451171875,44.7979
2065000,4469.75,413,24.0812,413,4447.92,-4974.1171875,44.691
2070000,4512.68,414,24.2634,414,4545.23,-5029.88330078125,44.643
2075000,4463.84,415,24.3473,415,3763.59,-5146.12451171875,44.5164
2080000,4452.72,416,23.3767,416,4468.78,-5045.21044921875,44.6365
2085000,4397.3,417,23.8522,417,4396.56,-5055.17724609375,44.5936
2090000,4411.25,418,23.4273,418,4461.48,-5085.07568359375,44.5249
2095000,4398.62,419,23.4401,419,4409.4,-5032.14794921875,44.9938
2100000,4436.0,420,24.5626,420,4436.55,-5247.82568359375,45.4868
2105000,4469.84,421,25.2836,421,4495.24,-5254.6025390625,45.2776
2110000,-6.1,422,80.1708,422,-6.72,-5581.7578125,55.3273
2115000,4412.79,423,24.6509,423,4439.78,-5357.67919921875,46.0193
2120000,4469.1,424,24.711,424,4497.65,-5373.994140625,45.3617
2125000,4451.95,425,24.979,425,4503.91,-5377.57763671875,44.9371
2130000,4510.32,426,24.4761,426,4551.0,-5480.5986328125,45.1803
2135000,3308.08,427,32.1443,427,4398.55,-5597.3955078125,46.344
2140000,4468.5,428,24.749,428,4542.73,-5481.6689453125,45.2385
2145000,4503.46,429,25.3226,429,4560.83,-5599.7080078125,45.7708
2150000,4505.18,430,24.8182,430,4556.26,-5661.73291015625,45.6292
2155000,4203.25,431,23.5142,431,4229.24,-4980.48095703125,45.7078
2160000,3845.71,432,23.3986,432,4105.24,-5274.60107421875,44.8745
2165000,3601.97,433,41.0284,433,2936.71,-5471.60498046875,45.4359
2170000,3659.69,434,29.6346,434,3455.75,-5906.19580078125,44.7941
2175000,4036.11,435,26.1655,435,4114.95,-5811.25732421875,45.4106
2180000,3793.7,436,30.3255,436,4286.92,-5889.75244140625,45.4962
2185000,3775.91,437,31.6429,437,3768.58,-5761.169921875,45.7537
2190000,4129.71,438,26.1435,438,3655.81,-5739.18359375,45.6454
2195000,4348.31,439,24.6952,439,4604.92,-5644.08349609375,45.5287
2200000,4238.37,440,25.6002,440,4443.42,-6053.6640625,45.3101
2205000,4293.54,441,24.4031,441,4481.16,-5862.12548828125,45.0439
2210000,4550.0,442,23.7879,442,4578.12,-5877.5087890625,45.4454
2215000,4570.2,443,23.8948,443,4631.48,-5898.50830078125,45.0848
2220000,4557.84,444,24.9119,444,4594.22,-6000.83544921875,45.6315
2225000,4542.61,445,24.9245,445,4561.56,-6032.89794921875,45.876
2230000,4586.07,446,25.0147,446,4612.38,-6016.576171875,45.5134
2235000,470.58,447,94.1975,447,504.14,-8089.74267578125,49.874
2240000,742.8,448,57.6803,448,712.75,-6437.1796875,47.484
2245000,4.06,449,29.3699,449,3.19,-7459.7470703125,49.8737
2250000,-2.25,450,61.3071,450,-2.42,-6994.103515625,50.3947
2255000,907.53,451,51.6926,451,686.3,-6140.83203125,46.1601
2260000,949.07,452,34.9754,452,1637.52,-5758.5498046875,46.2825
2265000,1392.24,453,29.6858,453,1371.97,-5691.57421875,47.2198
2270000,-4.24,454,55.8156,454,-4.13,-6547.98388671875,54.1458
2275000,-2.85,455,82.718,455,-2.83,-6789.8251953125,57.5023
2280000,-3.67,456,42.1533,456,-3.75,-6904.49951171875,54.1039
2285000,-4.35,457,40.649,457,-4.37,-6726.83251953125,54.9525
2290000,-3.97,458,68.1793,458,-4.05,-6701.86376953125,49.5403
2295000,-4.23,459,62.8599,459,-4.23,-6895.205078125,49.6175
2300000,2441.04,460,45.699,460,1846.98,-7032.25634765625,46.7646
2305000,3163.31,461,22.7418,461,4476.87,-6087.8583984375,45.428
2310000,3931.33,462,23.5514,462,4340.44,-5873.7294921875,45.1784
2315000,3704.57,463,22.3545,463,3022.28,-5986.7001953125,45.0188
2320000,3384.18,464,30.5488,464,3220.34,-6061.658203125,45.1629
2325000,3682.14,465,23.382,465,4402.16,-6043.26708984375,44.8074
2330000,3842.68,466,22.3874,466,4219.77,-6147.22998046875,45.0517
2335000,3491.19,467,18.0865,467,3556.88,-6027.50732421875,44.4587
2340000,4008.98,468,20.6261,468,4317.12,-6225.10498046875,44.7516
2345000,4305.03,469,23.0245,469,4336.54,-6339.8505859375,45.3258
2350000,4199.84,470,23.3622,470,4403.98,-6381.41552734375,45.622
2355000,4346.47,471,23.3898,471,4366.43,-6623.53125,45.8333
2360000,4353.63,472,23.1732,472,4391.92,-6516.85595703125,45.736
2365000,4408.45,473,23.729,473,4383.66,-6641.19091796875,46.0664
2370000,4459.64,474,23.1211,474,4407.66,-6644.150390625,45.4389
2375000,4461.28,475,23.3113,475,4442.8,-6672.568359375,45.5139
2380000,4510.05,476,23.4813,476,4526.35,-6599.7275390625,45.6214
2385000,4436.02,477,23.4304,477,4439.98,-6569.65234375,45.3801
2390000,4479.17,478,22.8606,478,4481.15,-6517.58837890625,45.4553
2395000,4544.55,479,23.4487,479,4531.29,-6610.8125,45.4088
2400000,4512.07,480,23.9435,480,4515.85,-6666.00439453125,45.4194
2405000,4489.88,481,21.9508,481,4486.44,-6636.22607421875,45.4074
2410000,4504.67,482,22.9366,482,4507.91,-6611.421875,45.4639
2415000,4542.97,483,23.6282,483,4346.6,-6689.99951171875,45.2099
2420000,4458.13,484,23.4346,484,4515.68,-6784.26025390625,45.5677
2425000,4534.33,485,23.5986,485,4560.01,-6806.4267578125,45.3571
2430000,4467.46,486,23.7933,486,4526.5,-6851.40087890625,45.8344
2435000,4149.61,487,23.3006,487,4569.53,-6943.69189453125,45.3945
2440000,4466.49,488,23.7363,488,4473.3,-6982.04736328125,45.7728
2445000,4289.21,489,23.2651,489,4497.72,-6991.369140625,45.6968
2450000,4552.7,490,23.0223,490,4597.0,-7015.4384765625,45.3922
2455000,4556.32,491,23.2542,491,4581.99,-7080.6357421875,45.37
2460000,4556.34,492,23.4061,492,4587.97,-7094.896484375,45.2549
2465000,4603.7,493,23.7575,493,4613.0,-7130.52392578125,45.4664
2470000,4416.02,494,21.617,494,4616.06,-7240.5361328125,44.9076
2475000,4508.95,495,23.2844,495,4591.63,-7199.87109375,45.242
2480000,3472.46,496,20.3406,496,4486.84,-7148.93603515625,45.3715
2485000,4514.29,497,23.3882,497,4530.05,-7293.68994140625,45.3643
2490000,4599.98,498,24.2746,498,4581.36,-7374.11376953125,45.4509
2495000,4451.41,499,22.9615,499,4443.18,-7428.45703125,44.9252
2500000,4555.54,500,22.819,500,4573.82,-7373.7041015625,44.9715
2505000,4546.85,501,23.0064,501,4581.26,-7486.908203125,44.887
2510000,3631.64,502,18.1418,502,4111.51,-7175.5029296875,44.7113
2515000,4346.04,503,23.6724,503,4514.6,-7634.64599609375,45.3936
2520000,4562.6,504,23.939,504,4555.74,-7648.6904296875,45.0657
2525000,4573.61,505,23.7239,505,4620.04,-7499.9990234375,44.9206
2530000,4445.42,506,19.8082,506,4412.56,-7243.94677734375,44.7917
2535000,4587.33,507,23.4011,507,4634.09,-7564.91796875,44.9501
2540000,4565.7,508,24.088,508,4661.26,-7588.427734375,45.2478
2545000,4425.81,509,21.2858,509,4394.88,-7290.93701171875,44.6563
2550000,4488.94,510,22.4862,510,4512.39,-7422.82421875,44.8778
2555000,4551.98,511,24.3955,511,4605.43,-7841.49755859375,45.1529
2560000,4540.11,512,25.4488,512,4538.2,-7732.36572265625,45.3437
2565000,4542.78,513,24.9923,513,4552.04,-7632.55810546875,45.4785
2570000,4397.99,514,23.9726,514,4424.01,-7765.78173828125,45.2514
2575000,4450.54,515,24.9558,515,4500.07,-7599.81396484375,46.4872
2580000,4039.8,516,24.8193,516,3656.58,-7644.16357421875,45.6843
2585000,4438.38,517,26.0203,517,4418.57,-7995.28466796875,46.1792
2590000,4401.32,518,21.8668,518,4397.47,-7447.85302734375,44.3928
2595000,4203.03,519,27.3534,519,4204.65,-7920.22412109375,46.593
2600000,4030.34,520,26.943,520,4489.45,-8074.5751953125,46.1856
2605000,-3.67,521,20.7712,521,-3.94,-8059.7685546875,51.4081
2610000,4571.17,522,24.7057,522,4529.34,-8165.99267578125,45.312
2615000,4340.99,523,21.401,523,4332.14,-7638.93017578125,44.7954
2620000,4610.56,524,24.9,524,4590.55,-8468.5283203125,45.2072
2625000,4487.37,525,21.4629,525,4519.42,-7603.55810546875,44.8959
2630000,4398.94,526,25.0123,526,4579.61,-7736.40185546875,45.9912
2635000,4212.3,527,24.866,527,4192.5,-8696.671875,45.8877
2640000,4419.16,528,24.2185,528,4444.26,-7851.02294921875,44.6397
2645000,4490.39,529,24.4912,529,4519.3,-8375.6357421875,44.8318
2650000,4475.44,530,22.6475,530,4512.9,-8245.94140625,45.3294
2655000,4443.61,531,24.9588,531,4415.55,-8499.9111328125,45.5981
2660000,4000.47,532,22.8345,532,3982.67,-8040.1103515625,44.4838
2665000,-3.3,533,26.56,533,-3.38,-8861.037109375,52.2431
2670000,-0.29,534,36.5178,534,-0.95,-8202.578125,51.5497
2675000,4385.45,535,24.4281,535,4321.72,-8188.26025390625,45.8392
2680000,4515.17,536,22.9581,536,4564.76,-8258.5654296875,45.6069
2685000,3943.74,537,21.7969,537,3174.81,-7785.74609375,45.4984
2690000,-1.91,538,41.2264,538,-2.3,-8128.03857421875,52.0727
2695000,4522.12,539,23.8833,539,4550.87,-8728.765625,45.3882
2700000,4303.74,540,23.4374,540,4577.77,-8120.1474609375,45.9882
2705000,-4.45,541,44.5364,541,-4.44,-8887.8203125,54.311
2710000,-1.63,542,115.8156,542,-2.13,-8612.388671875,52.614
2715000,4236.79,543,24.1235,543,3541.07,-8615.0390625,45.0532
2720000,4429.9,544,21.5868,544,4483.58,-8761.8125,45.1313
2725000,-4.3,545,35.7354,545,-4.36,-9517.236328125,53.134
2730000,3543.71,546,24.0142,546,4451.79,-8760.0537109375,45.6617
2735000,964.66,547,33.3048,547,124.06,-8502.3408203125,46.0535
2740000,-1.67,548,45.0094,548,-2.22,-9241.029296875,49.5411
2745000,-2.08,549,69.5426,549,-2.66,-9404.013671875,58.5598
2750000,4530.71,550,23.1746,550,4518.35,-8592.201171875,45.2867
2755000,4711.68,551,24.1358,551,4788.32,-8731.8203125,44.7975
2760000,760.58,552,32.9487,552,980.33,-9091.349609375,52.1487
2765000,240.09,553,19.4018,553,6.75,-10681.4189453125,52.4166
2770000,4547.12,554,23.2469,554,4553.81,-8743.1767578125,45.0927
2775000,-3.1,555,43.246,555,-3.35,-11346.140625,53.7506
2780000,4558.91,556,24.7505,556,4553.48,-8772.19140625,45.4096
2785000,1904.93,557,36.3454,557,1906.67,-8272.6923828125,47.5837
2790000,3395.47,558,19.1268,558,3672.85,-8809.650390625,44.4599
2795000,1253.96,559,23.6588,559,1127.91,-8410.9482421875,46.5564
2800000,4191.56,560,23.928,560,4204.4,-8279.2783203125,45.5144
2805000,4190.28,561,24.1137,561,4333.49,-9133.119140625,45.3302
2810000,4326.77,562,25.1412,562,4317.35,-9010.998046875,45.8588
2815000,-3.85,563,106.4873,563,-7.15,-10590.7177734375,57.0013
2820000,-1.81,564,170.7004,564,-2.25,-10567.1591796875,56.2304
2825000,4313.87,565,25.0717,565,4495.68,-9112.83984375,45.7636
2830000,4379.93,566,23.0543,566,4356.42,-9232.1015625,45.7096
2835000,-18.05,567,44.7634,567,-16.44,-8094.7333984375,55.6222
2840000,4414.85,568,26.0076,568,4398.11,-9232.53515625,46.1563
2845000,278.16,569,29.7347,569,16.1,-9051.4765625,46.9667
2850000,-3.58,570,44.092,570,-3.5,-8631.21484375,49.4649
2855000,4113.91,571,27.6432,571,4660.26,-9097.6630859375,45.5722
2860000,3136.6,572,20.1944,572,1005.44,-9329.3251953125,49.3787
2865000,-4.24,573,37.6489,573,-4.45,-9088.95703125,52.7403
2870000,2238.32,574,41.0793,574,388.41,-8869.8427734375,46.3762
2875000,257.28,575,89.5821,575,34.34,-11650.994140625,48.6228
2880000,-4.48,576,47.3213,576,-4.45,-9945.6123046875,53.695
2885000,862.47,577,98.9839,577,-2.99,-11456.13671875,48.6146
2890000,4438.87,578,24.3952,578,4495.09,-9263.8671875,45.5036
2895000,4264.57,579,24.1356,579,4245.17,-9391.4892578125,46.0541
2900000,-4.39,580,52.788,580,-4.41,-9081.9140625,53.1181
2905000,4482.2,581,26.3414,581,4502.63,-9300.8603515625,45.7339
2910000,2073.81,582,29.1315,582,2097.24,-9362.2001953125,45.6158
2915000,-1.74,583,46.5859,583,-2.11,-9397.984375,55.7885
2920000,4661.4,584,25.6445,584,4670.75,-9324.9267578125,45.3925
2925000,3387.14,585,24.1849,585,1989.57,-9362.783203125,46.2526
2930000,4582.58,586,24.9927,586,4622.97,-9275.1044921875,45.1762
2935000,3092.73,587,28.7165,587,2926.97,-9481.5771484375,46.3966
2940000,-4.0,588,36.9115,588,-4.15,-10414.39453125,53.2717
2945000,4469.14,589,24.6232,589,4507.08,-9539.810546875,45.7165
2950000,708.25,590,34.7214,590,231.88,-9373.4658203125,51.0257
2955000,3076.62,591,22.9685,591,4335.88,-9844.53125,45.5376
2960000,4349.55,592,21.3325,592,3998.01,-9942.0068359375,45.3681
2965000,3637.08,593,22.3993,593,2601.28,-9005.95703125,44.8929
2970000,160.3,594,33.4829,594,161.08,-10264.626953125,50.1101
2975000,4407.12,595,25.1905,595,4404.93,-9139.5224609375,45.2588
2980000,4314.62,596,24.0473,596,4281.52,-9650.162109375,45.4739
2985000,4014.69,597,27.5472,597,4365.05,-9059.7822265625,46.4252
2990000,4449.78,598,24.7199,598,4646.02,-9292.6611328125,45.2736
2995000,3084.61,599,24.9815,599,4611.83,-10098.79296875,45.8581
3000000,4113.89,600,25.7459,600,1929.01,-9573.943359375,45.5479
3005000,4541.29,601,24.2102,601,4616.21,-9500.8408203125,45.0945
3010000,1382.72,602,38.3406,602,1573.37,-9174.650390625,46.5861
3015000,2741.04,603,27.886,603,2198.94,-9571.8564453125,46.4979
3020000,-2.66,604,59.0876,604,-2.5,-10633.6376953125,55.1399
3025000,-3.28,605,36.1988,605,-3.25,-10891.080078125,52.0155
3030000,-3.23,606,46.816,606,-3.12,-11147.751953125,50.577
3035000,-1.94,607,48.7871,607,-2.28,-11183.1181640625,54.8612
3040000,-1.9,608,41.0716,608,-2.54,-10765.056640625,51.3594
3045000,4544.42,609,25.2487,609,4695.71,-9794.015625,46.1284
3050000,3767.6,610,28.1368,610,554.82,-10437.095703125,46.4254
3055000,4652.13,611,25.1142,611,4116.91,-9820.8583984375,45.3269
3060000,4063.21,612,24.1275,612,3585.3,-9997.6826171875,45.9589
3065000,4160.19,613,24.215,613,2402.09,-9647.3046875,45.4919
3070000,311.74,614,58.7651,614,741.21,-9230.0458984375,50.6415
3075000,4062.57,615,25.2953,615,3107.11,-10103.3095703125,45.3275
3080000,2175.84,616,29.5892,616,3767.22,-9476.189453125,46.2295
3085000,55.77,617,21.864,617,71.92,-12122.08984375,53.2552
3090000,4602.04,618,23.874,618,4609.67,-10010.15234375,45.7673
3095000,3754.03,619,23.0801,619,4600.44,-9695.7578125,45.3817
3100000,4412.44,620,24.9469,620,4677.1,-9373.7763671875,45.6986
3105000,4602.32,621,26.0258,621,4148.45,-10346.4033203125,46.4386
3110000,2945.49,622,24.2426,622,2956.98,-10121.7216796875,45.3888
3115000,4664.76,623,25.8931,623,4646.21,-10178.5185546875,45.4613
3120000,3154.68,624,23.1144,624,2516.72,-10062.01171875,44.9079
3125000,-4.4,625,34.8312,625,-4.39,-12843.4453125,53.4938
3130000,3625.83,626,27.8772,626,4429.08,-10410.2890625,46.6502
3135000,4048.79,627,23.5589,627,1843.93,-10222.5537109375,45.5856
3140000,4003.33,628,24.9145,628,3031.6,-9616.294921875,46.4774
3145000,1612.43,629,31.8461,629,1577.03,-10830.76953125,49.1978
3150000,15.35,630,24.3031,630,16.38,-12238.4091796875,48.9208
3155000,-2.69,631,33.8559,631,-2.89,-11111.7607421875,48.4565
3160000,4180.71,632,26.4232,632,4211.3,-10135.046875,46.4098
3165000,4328.12,633,25.5217,633,4322.32,-10043.7275390625,45.7551
3170000,2234.74,634,29.9809,634,3409.87,-10521.341796875,46.7825
3175000,411.51,635,40.3768,635,94.32,-14287.4033203125,56.5443
3180000,-3.17,636,27.9928,636,-3.32,-12482.134765625,51.5034
3185000,-2.1,637,26.6956,637,-2.83,-12136.56640625,48.1046
3190000,224.29,638,24.6194,638,-3.01,-11192.779296875,46.4934
3195000,4634.94,639,26.3566,639,4629.42,-10471.2587890625,46.0102
3200000,4387.65,640,25.8183,640,4329.55,-10376.56640625,46.3545
3205000,4118.59,641,25.3994,641,4498.75,-10303.04296875,45.9129
3210000,2509.6,642,34.0739,642,1727.72,-11089.431640625,46.4901
3215000,3268.55,643,23.415,643,4129.01,-10906.4072265625,46.2899
3220000,4420.95,644,23.9394,644,4554.34,-10572.4638671875,45.2924
3225000,3295.61,645,23.3463,645,4651.6,-10419.4658203125,45.6093
3230000,2493.08,646,31.6971,646,4805.93,-11022.8828125,47.1245
3235000,4406.89,647,24.4154,647,2971.56,-10725.494140625,45.7053
3240000,4633.34,648,23.9097,648,4679.36,-10233.9443359375,45.3887
3245000,3822.3,649,24.9745,649,4091.37,-10339.60546875,45.3917
3250000,1754.98,650,37.5825,650,399.36,-12184.6640625,48.86
3255000,4236.46,651,23.2635,651,4726.36,-9506.2412109375,44.5988
3260000,2059.55,652,40.3825,652,1427.06,-11288.740234375,46.733
3265000,222.97,653,50.0715,653,11.55,-12065.35546875,55.0094
3270000,-3.32,654,24.9684,654,-3.23,-12804.50390625,51.493
3275000,2197.99,655,17.1591,655,3811.57,-11319.3076171875,45.7761
3280000,4397.0,656,21.3546,656,4615.85,-10791.728515625,45.5584
3285000,4027.1,657,23.0907,657,4042.84,-10272.23046875,45.0792
3290000,3762.72,658,22.3806,658,3004.03,-10458.2685546875,45.1575
3295000,27.17,659,16.3723,659,60.72,-11591.41796875,44.8968
3300000,1165.91,660,17.4517,660,-0.8,-12762.21484375,47.4333
3305000,4587.95,661,23.5732,661,4558.34,-10797.146484375,45.3597
3310000,4567.24,662,23.7591,662,4380.98,-10588.0986328125,44.9699
3315000,4582.98,663,22.7386,663,4582.08,-10518.8740234375,44.6791
3320000,4396.0,664,22.8537,664,4528.31,-11707.2978515625,46.0237
3325000,4458.08,665,22.2559,665,4502.97,-10292.962890625,44.5011
3330000,4441.71,666,23.3986,666,4429.2,-10550.880859375,45.1072
3335000,4483.94,667,23.718,667,4732.8,-10183.2216796875,44.6505
3340000,-2.78,668,38.5226,668,-2.74,-13956.5654296875,55.2365
3345000,4109.25,669,22.8383,669,3200.9,-10756.7001953125,45.4433
3350000,650.61,670,29.697,670,596.19,-13819.8759765625,53.3568
3355000,4416.8,671,24.536,671,4413.71,-10547.4140625,45.7314
3360000,-4.03,672,32.2439,672,-6.16,-13273.1953125,54.1233
3365000,4376.54,673,26.0652,673,4626.84,-10747.5146484375,46.5304
3370000,4327.67,674,23.6621,674,3805.03,-11008.779296875,44.9942
3375000,-4.12,675,31.8031,675,-4.19,-14399.5244140625,54.555
3380000,4498.92,676,25.8133,676,4499.27,-10828.681640625,46.0291
3385000,1263.26,677,25.36,677,234.79,-14046.5830078125,49.3236
3390000,-2.08,678,48.9805,678,-2.06,-16996.318359375,59.0273
3395000,-0.05,679,60.5357,679,-0.93,-17056.06640625,57.8419
3400000,4499.94,680,26.4318,680,4441.84,-11043.3466796875,46.4637
3405000,4323.85,681,23.316,681,4521.74,-10248.640625,44.3928
3410000,3961.69,682,22.4394,682,4468.4,-11258.30078125,45.0424
3415000,4504.33,683,23.5273,683,4471.89,-10840.0634765625,45.1846
3420000,3286.39,684,20.8815,684,3764.97,-11653.8896484375,45.622
3425000,-3.77,685,31.0774,685,-3.52,-15497.240234375,54.8088
3430000,4006.77,686,23.7982,686,4191.52,-11256.5068359375,45.7768
3435000,4077.87,687,24.8516,687,4466.04,-11521.9521484375,46.3604
3440000,4194.64,688,24.6744,688,4205.67,-10203.4912109375,45.0238
3445000,0.46,689,26.3756,689,0.23,-14622.0556640625,50.688
3450000,0.1,690,27.4701,690,0.09,-14494.6787109375,52.1392
3455000,-0.52,691,24.4061,691,-0.79,-14469.876953125,50.9856
3460000,4512.5,692,25.1291,692,2090.12,-11162.197265625,45.3639
3465000,-2.07,693,26.0914,693,-3.21,-13762.3583984375,52.8538
3470000,-0.59,694,18.2449,694,0.1,-14035.52734375,47.1011
3475000,3906.5,695,24.693,695,1568.82,-11064.939453125,45.4653
3480000,4054.28,696,25.6027,696,4643.86,-11095.3193359375,45.5774
3485000,4589.96,697,24.0235,697,4537.36,-11185.263671875,44.9211
3490000,4623.77,698,24.1128,698,4597.99,-11075.853515625,46.0823
3495000,3851.81,699,23.7313,699,4558.9,-10874.125,45.5486
3500000,-4.38,700,30.7695,700,-4.37,-15866.0546875,53.0882
3505000,2505.37,701,22.5014,701,4490.36,-13153.2880859375,46.3862
3510000,4663.56,702,23.7963,702,4683.83,-11007.5888671875,45.4291
3515000,-2.28,703,17.2433,703,-1.99,-15424.8251953125,52.475
3520000,1.51,704,16.4478,704,2.05,-15103.7333984375,52.7245
3525000,4483.4,705,25.1663,705,4736.21,-11127.66015625,45.7836
3530000,4659.01,706,24.4942,706,4559.63,-11269.7099609375,45.1143
3535000,4264.92,707,24.754,707,4200.43,-11390.4453125,45.4198
3540000,4615.33,708,22.9825,708,4607.87,-11613.359375,45.4858
3545000,2592.89,709,26.3935,709,2810.84,-11562.9951171875,45.5288
3550000,4675.94,710,25.8152,710,4724.1,-11339.115234375,45.9964
3555000,4670.96,711,25.3161,711,4651.6,-11516.13671875,45.977
3560000,461.17,712,22.9614,712,-3.22,-15224.84765625,48.4161
3565000,4608.14,713,26.1383,713,4606.98,-11414.703125,45.9112
3570000,4595.96,714,26.7993,714,4601.24,-11356.560546875,46.1353
3575000,4646.08,715,25.0041,715,4605.02,-11590.8515625,44.4964
3580000,4538.75,716,21.059,716,4610.1,-11702.494140625,44.2541
3585000,3312.22,717,20.8124,717,3952.25,-10056.46875,44.8369
3590000,-3.83,718,21.3699,718,-3.52,-15640.4833984375,52.8828
3595000,0.44,719,69.4743,719,-1.16,-16234.955078125,52.1588
3600000,0.14,720,68.478,720,-0.12,-16885.361328125,54.5382
3605000,1135.96,721,25.1906,721,1.27,-14835.0439453125,52.7358
3610000,475.59,722,20.1866,722,0.19,-15223.9208984375,49.8429
3615000,2481.07,723,26.949,723,1127.15,-11582.90625,45.8928
3620000,4638.83,724,25.4727,724,4651.14,-11545.0537109375,45.359
3625000,4663.58,725,25.9071,725,4655.07,-11626.5126953125,45.5576
3630000,4739.05,726,26.2516,726,4755.14,-11675.2978515625,45.5906
3635000,4552.56,727,25.6538,727,4455.96,-11687.267578125,45.8062
3640000,4630.9,728,25.5752,728,4626.22,-11828.2109375,45.6298
3645000,4667.27,729,27.3934,729,4699.91,-11646.279296875,45.4525
3650000,4194.65,730,23.5776,730,4176.92,-11905.5166015625,45.4999
3655000,3718.16,731,23.7011,731,4008.68,-11658.1875,45.716
3660000,4447.52,732,24.3609,732,4392.32,-11985.7177734375,45.7534
3665000,4690.07,733,24.9003,733,4694.87,-11550.802734375,45.2705
3670000,4475.62,734,24.1489,734,4507.27,-11511.1845703125,45.5237
3675000,4539.86,735,24.735,735,4551.36,-11644.4677734375,45.3883
3680000,4516.01,736,23.7535,736,4528.98,-12060.9541015625,45.7258
3685000,4590.11,737,26.0666,737,4612.3,-11590.6201171875,46.2635
3690000,4484.95,738,25.6424,738,4522.54,-11760.8291015625,45.6707
3695000,4441.51,739,24.2285,739,4440.34,-11759.765625,45.6211
3700000,4503.11,740,26.2832,740,4576.83,-11872.6474609375,44.7567
3705000,4416.41,741,26.3819,741,4661.94,-12298.6640625,46.0728
3710000,4529.02,742,24.578,742,4521.65,-12020.2373046875,45.5846
3715000,4537.39,743,24.356,743,4544.4,-12003.5537109375,45.519
3720000,4579.97,744,24.6573,744,4599.59,-12199.8037109375,45.5613
3725000,4646.25,745,24.8849,745,4622.69,-12291.4345703125,45.4271
3730000,4563.4,746,23.4859,746,4571.03,-12094.896484375,45.3439
3735000,4522.76,747,23.7032,747,4552.87,-12121.57421875,45.6192
3740000,4544.49,748,24.1687,748,4546.05,-12163.6640625,45.4367
3745000,3856.03,749,23.4699,749,1087.43,-12430.2490234375,45.6725
3750000,4610.41,750,24.891,750,4553.13,-12386.6865234375,45.6813
3755000,4317.96,751,26.2848,751,4089.55,-11896.966796875,45.4973
3760000,4511.06,752,24.7839,752,4522.79,-12233.73828125,45.3596
3765000,1.47,753,17.6326,753,-0.1,-14522.5791015625,51.0503
3770000,-0.04,754,15.3726,754,-0.96,-14043.5634765625,51.3177
3775000,3870.39,755,25.713,755,4499.01,-12239.345703125,46.0802
3780000,4264.6,756,21.0415,756,4250.79,-12022.4404296875,44.4383
3785000,4605.32,757,25.4273,757,4614.9,-12452.130859375,46.2931
3790000,4586.86,758,24.7984,758,4598.56,-12384.4189453125,45.8629
3795000,4657.09,759,25.8083,759,4679.89,-12232.974609375,46.0169
3800000,3995.46,760,20.9692,760,4401.78,-11684.0283203125,44.7396
3805000,4700.13,761,24.6858,761,4695.95,-12145.2939453125,45.3682
3810000,3618.82,762,18.4501,762,3380.47,-11798.759765625,44.7354
