Running Update Time,Real Det Return,Reward Loss,Running Forward KL,Itration,Running Reverse KL,Running Env Steps,Real Sto Return
390,5247.97,-10471.6796875,89.442,390,85.1336,1950000,4599.16
391,5141.43,-10202.046875,77.1815,391,78.5919,1955000,4918.03
392,5234.97,-10421.2509765625,83.6979,392,79.8522,1960000,5014.77
393,5145.55,-10457.609375,91.3962,393,85.9093,1965000,4817.11
394,5456.77,-10524.64453125,78.7412,394,76.8613,1970000,4954.08
395,5539.11,-10382.6259765625,81.7183,395,80.486,1975000,4676.6
396,5409.22,-10704.9697265625,90.2284,396,82.4247,1980000,5246.82
397,5225.8,-10355.041015625,76.6648,397,77.6236,1985000,4415.75
398,5529.87,-10848.3125,90.9723,398,83.8846,1990000,5225.75
399,5004.68,-10741.2431640625,88.5702,399,79.0244,1995000,4663.26
400,5466.63,-10992.158203125,88.8064,400,80.3578,2000000,5004.4
401,4702.69,-10381.4072265625,76.7392,401,73.5465,2005000,4698.86
402,5026.23,-10664.390625,88.1296,402,80.8599,2010000,4679.97
403,5123.06,-10792.2412109375,88.5313,403,83.9374,2015000,5008.0
404,5324.35,-10781.4013671875,86.3953,404,80.9038,2020000,4745.71
405,4502.26,-10688.9140625,75.3922,405,73.2986,2025000,4372.4
406,5024.69,-10696.283203125,77.885,406,72.5995,2030000,4417.0
407,4577.61,-10925.8408203125,88.9987,407,77.9441,2035000,3814.78
408,5032.27,-10801.7041015625,80.5557,408,76.3576,2040000,4660.67
409,5165.16,-10931.9013671875,92.434,409,84.8599,2045000,4603.29
410,4714.73,-10999.8896484375,87.0015,410,81.1954,2050000,4853.28
411,4341.07,-11147.9013671875,86.6194,411,77.0842,2055000,4782.75
412,5285.16,-10653.6162109375,74.9218,412,69.4599,2060000,4702.37
413,5186.47,-10879.810546875,75.2883,413,73.1559,2065000,5046.74
414,5050.38,-11123.9453125,85.9823,414,75.0536,2070000,5191.26
415,5316.22,-10922.1650390625,75.3376,415,70.7875,2075000,4493.7
416,4851.67,-10605.1728515625,72.694,416,60.9343,2080000,5250.94
417,4527.93,-11256.7685546875,88.2926,417,83.3018,2085000,4585.88
418,5272.38,-10575.5224609375,73.0883,418,63.1235,2090000,5182.81
419,4330.37,-10460.724609375,72.0591,419,56.0815,2095000,4173.56
420,4245.3,-10578.2392578125,72.9693,420,56.7667,2100000,4012.89
421,5328.67,-11041.4423828125,74.1781,421,64.8076,2105000,4470.02
422,4876.43,-11386.4521484375,85.7983,422,74.6954,2110000,4115.51
423,5095.39,-10979.484375,74.9335,423,67.3782,2115000,4333.31
424,5388.15,-11364.583984375,86.7945,424,79.1711,2120000,4982.47
425,5444.66,-11478.7138671875,85.6564,425,73.3785,2125000,4269.09
426,5210.64,-11220.5029296875,75.6701,426,67.4466,2130000,4867.27
427,4621.02,-11332.6962890625,79.438,427,69.3607,2135000,4449.51
428,4708.07,-10728.94140625,73.5399,428,61.3074,2140000,5171.9
429,5344.07,-11156.3017578125,74.7004,429,63.8011,2145000,4997.8
430,3810.5,-11135.9794921875,78.4442,430,66.1782,2150000,3946.59
431,4820.22,-11382.224609375,79.6896,431,68.9654,2155000,4542.26
432,4822.08,-10601.7392578125,74.7458,432,59.826,2160000,3926.84
433,4827.99,-11096.7919921875,82.5776,433,68.8832,2165000,3254.11
434,4508.5,-11737.6298828125,83.9582,434,69.4068,2170000,4130.23
435,5074.66,-11933.166015625,83.8899,435,71.6874,2175000,4049.5
436,5335.24,-11927.1337890625,85.5641,436,67.6101,2180000,5191.03
437,5604.7,-11264.5986328125,79.8923,437,67.3386,2185000,4330.18
438,4933.83,-11593.6162109375,82.8405,438,84.3508,2190000,4339.01
439,5128.56,-11447.5654296875,81.8689,439,73.5755,2195000,4399.77
440,5407.24,-11867.609375,84.425,440,78.7043,2200000,4872.13
441,-1626.73,-8603.205078125,85.3147,441,106.188,2205000,-1410.18
442,-1408.48,-8515.263671875,99.6405,442,93.6961,2210000,-1583.39
443,-869.77,-10689.767578125,87.461,443,198.0028,2215000,-696.93
444,-1332.83,-9269.541015625,84.7527,444,262.2428,2220000,-784.64
445,-447.64,-10791.9443359375,86.3359,445,184.5811,2225000,-435.49
446,-363.83,-10466.408203125,85.6469,446,110.1076,2230000,-451.05
447,-1005.53,-11058.9921875,89.998,447,124.9736,2235000,-545.41
448,-703.47,-11053.12109375,105.6365,448,113.3864,2240000,-699.37
449,-159.3,-9626.208984375,79.8347,449,104.0481,2245000,-112.36
450,256.24,-9712.798828125,79.6565,450,69.1092,2250000,217.69
451,664.79,-10299.3828125,81.2203,451,94.3369,2255000,625.33
452,885.81,-10730.3115234375,77.4201,452,56.941,2260000,1351.27
453,1938.97,-10563.8603515625,79.4899,453,56.6278,2265000,1741.94
454,1503.53,-10770.2919921875,75.6363,454,50.7097,2270000,1935.29
455,2034.41,-10453.0634765625,74.5437,455,47.7356,2275000,1570.76
456,2491.12,-10666.0732421875,73.3178,456,46.4558,2280000,1880.44
457,2431.7,-11207.0390625,73.7989,457,47.3982,2285000,1918.82
458,3582.37,-10091.8486328125,68.9528,458,39.073,2290000,3054.82
459,4014.12,-11294.095703125,70.1636,459,42.2809,2295000,2345.63
460,3995.0,-11705.7568359375,74.2712,460,51.0179,2300000,2299.96
461,1327.14,-10931.1064453125,77.1455,461,66.9379,2305000,640.27
462,-759.8,-12301.361328125,87.3771,462,134.5933,2310000,-948.38
463,525.64,-11477.12890625,82.7847,463,64.7067,2315000,34.09
464,421.47,-11561.3251953125,81.5171,464,58.1827,2320000,69.38
465,3065.56,-11690.099609375,73.9386,465,44.2757,2325000,2013.26
466,4005.82,-11884.9560546875,76.0284,466,49.8444,2330000,3138.46
467,4657.82,-11466.0478515625,72.9225,467,48.6802,2335000,4145.37
468,4889.86,-11767.1572265625,77.9779,468,57.2974,2340000,4153.58
469,4403.42,-11696.318359375,75.3083,469,55.6207,2345000,3834.7
470,4520.27,-11374.8154296875,72.0292,470,52.1843,2350000,3765.16
471,3495.33,-10766.7392578125,68.9337,471,45.3941,2355000,3522.7
472,3955.38,-11144.28515625,72.1946,472,52.4047,2360000,3591.32
473,4380.85,-11641.7314453125,74.6863,473,56.3995,2365000,3759.23
474,4687.86,-11859.7236328125,74.8118,474,58.5797,2370000,4057.14
475,5004.36,-11847.5185546875,78.9402,475,58.3368,2375000,3829.54
476,4936.53,-11690.66015625,72.5049,476,59.2256,2380000,4150.75
477,5166.35,-11865.24609375,75.5136,477,67.9553,2385000,4676.94
478,5180.88,-12167.7744140625,82.3147,478,71.8757,2390000,4821.53
479,5001.49,-12057.2939453125,78.1081,479,70.7512,2395000,4707.06
480,4838.15,-11707.8935546875,73.2862,480,63.5616,2400000,3757.82
481,4953.07,-12305.0,82.1388,481,71.3605,2405000,4152.86
482,4044.12,-12356.517578125,84.465,482,71.998,2410000,4652.25
483,5133.49,-12280.58984375,82.8534,483,73.5532,2415000,4660.99
484,4734.08,-12497.6533203125,85.8252,484,76.6799,2420000,4767.91
485,5344.32,-12171.0390625,75.6925,485,66.6953,2425000,4556.19
486,5245.83,-12502.490234375,84.333,486,74.7336,2430000,4465.08
487,5131.52,-11548.912109375,69.6868,487,50.2429,2435000,4595.02
488,5277.32,-12523.564453125,81.3902,488,69.6006,2440000,5004.99
489,4796.29,-11911.0751953125,70.7031,489,54.5566,2445000,4240.82
490,4517.05,-12468.8759765625,75.2636,490,59.8265,2450000,4793.49
491,4918.74,-12813.7587890625,80.4285,491,66.8496,2455000,4703.76
492,5118.27,-12326.55859375,75.2214,492,66.5209,2460000,4831.16
493,5130.59,-12356.5517578125,83.0667,493,70.9247,2465000,4905.84
494,5276.29,-12597.9912109375,81.4184,494,66.6015,2470000,4149.96
495,5062.95,-12627.7412109375,82.1317,495,72.985,2475000,4555.42
496,4960.95,-12575.431640625,79.9666,496,68.7677,2480000,4317.3
497,4652.72,-12272.298828125,73.225,497,57.4523,2485000,3887.29
498,4752.85,-12758.4755859375,83.8464,498,72.8161,2490000,4440.1
499,4989.5,-12492.2431640625,81.6055,499,68.5942,2495000,3989.42
500,4972.34,-12856.8359375,81.4269,500,69.4721,2500000,5002.4
501,5047.43,-12521.17578125,76.8207,501,61.3869,2505000,4212.82
502,5246.5,-13004.7626953125,85.3053,502,73.0538,2510000,4832.2
503,5351.47,-12459.0986328125,74.7445,503,65.5095,2515000,4642.08
504,5465.11,-12946.0029296875,86.0225,504,76.6945,2520000,5011.07
505,5333.98,-13035.4140625,84.5949,505,74.3411,2525000,5014.61
506,5416.54,-12877.1318359375,80.5862,506,67.5234,2530000,4605.33
507,5527.17,-13019.609375,85.8245,507,75.4171,2535000,4979.96
508,5367.28,-12902.9599609375,77.2448,508,67.5986,2540000,4539.05
509,5292.84,-12697.1064453125,75.7611,509,70.0866,2545000,4765.94
510,5353.48,-12486.7685546875,72.6244,510,61.4241,2550000,4952.4
511,5137.42,-13500.8466796875,87.4776,511,78.1529,2555000,4820.96
512,5315.24,-13022.9248046875,84.9308,512,71.7581,2560000,4651.0
513,5155.16,-12951.4638671875,75.036,513,65.2079,2565000,4807.13
514,5021.31,-13067.349609375,80.9386,514,70.9315,2570000,4394.26
515,4862.72,-13053.234375,85.5998,515,74.6837,2575000,4597.16
516,5147.65,-13234.24609375,87.3048,516,76.5578,2580000,4425.31
517,4958.9,-13359.94140625,85.5232,517,76.0221,2585000,3993.43
518,5128.07,-13339.2666015625,86.4123,518,74.737,2590000,4845.3
519,5149.28,-13270.3017578125,88.2789,519,78.9747,2595000,4900.07
520,4986.13,-12580.8603515625,72.9943,520,60.0399,2600000,4803.04
521,4365.16,-13246.3515625,79.4103,521,70.8815,2605000,4455.07
522,4512.22,-13102.8056640625,78.4646,522,71.9537,2610000,4789.64
523,4323.69,-13341.85546875,81.0571,523,75.0003,2615000,4020.02
524,5237.9,-13170.0,75.9106,524,68.4315,2620000,4760.03
525,5151.05,-13204.244140625,77.9782,525,76.5273,2625000,4871.74
526,4813.84,-13814.1533203125,90.0152,526,82.7054,2630000,4883.58
527,5412.33,-13155.2578125,75.1911,527,68.2766,2635000,5117.42
528,4736.05,-13716.064453125,86.5836,528,73.8222,2640000,4801.62
529,5468.42,-13029.1748046875,74.9579,529,64.8446,2645000,4614.45
530,5269.18,-13395.65234375,85.121,530,74.8655,2650000,4948.85
531,5574.56,-13721.0595703125,86.9829,531,73.7581,2655000,5143.7
532,5465.53,-12833.181640625,73.0867,532,60.7544,2660000,4372.03
533,5588.42,-13354.796875,76.451,533,67.9909,2665000,4856.54
534,5486.19,-13813.244140625,85.4655,534,75.1575,2670000,4836.53
535,5004.9,-13624.1875,85.6417,535,74.1731,2675000,4512.11
536,4451.15,-13607.6259765625,87.3607,536,77.7039,2680000,4732.39
537,5167.91,-13868.978515625,84.7865,537,73.3766,2685000,4462.65
538,5304.44,-13712.2451171875,84.9698,538,75.9152,2690000,4895.47
539,5341.0,-13641.5859375,80.3878,539,74.3287,2695000,5062.18
540,4832.91,-13843.3642578125,83.6614,540,73.9945,2700000,4246.64
541,5212.57,-13402.0576171875,76.0733,541,65.6739,2705000,4470.0
542,4882.32,-13216.3388671875,75.074,542,67.5234,2710000,4451.05
543,5210.13,-13943.8115234375,85.0459,543,76.1622,2715000,4555.01
544,5061.6,-13743.7041015625,78.4204,544,73.8167,2720000,4530.75
545,5063.0,-13982.810546875,83.5666,545,76.442,2725000,4756.93
546,5287.45,-13943.3642578125,84.0012,546,78.8938,2730000,5042.84
547,5004.61,-13728.9580078125,76.8739,547,69.3461,2735000,4685.47
548,5141.88,-14168.791015625,82.2102,548,71.7934,2740000,4016.06
549,5510.38,-13826.4609375,77.0994,549,71.0169,2745000,4033.84
550,5411.22,-14103.4638671875,85.6981,550,75.5374,2750000,4501.42
551,5259.89,-14088.5966796875,87.8749,551,78.4361,2755000,4739.36
552,5533.94,-14128.626953125,85.9226,552,79.2536,2760000,5131.7
553,5583.34,-14367.830078125,85.4404,553,77.816,2765000,4705.33
554,5088.48,-14137.6015625,80.7795,554,75.7427,2770000,4003.81
555,5141.18,-13928.474609375,75.9465,555,69.4842,2775000,5097.76
556,5302.84,-14419.8798828125,86.8921,556,78.7121,2780000,5096.23
557,5495.85,-14200.353515625,88.4191,557,82.5738,2785000,5058.78
558,5389.69,-13743.001953125,76.8045,558,72.4722,2790000,4947.26
559,5249.79,-14230.5625,80.1587,559,75.6044,2795000,4304.37
560,5230.24,-14459.9287109375,88.1065,560,80.4906,2800000,4809.14
561,5328.93,-14106.8193359375,77.4912,561,71.2617,2805000,4649.83
562,5248.81,-14565.6796875,88.4912,562,82.4494,2810000,4218.42
563,5352.24,-14547.673828125,87.8241,563,79.7557,2815000,5064.62
564,5575.89,-14126.533203125,79.8044,564,71.8949,2820000,5186.61
565,5383.56,-14719.28125,88.5963,565,80.5821,2825000,5038.13
566,5394.91,-14771.427734375,90.274,566,85.5943,2830000,4678.4
567,5083.78,-14768.482421875,87.5964,567,82.1765,2835000,4666.02
568,5165.34,-14699.1904296875,86.3537,568,76.5512,2840000,5172.29
569,5135.92,-14582.6591796875,87.1891,569,77.8194,2845000,5100.84
570,5208.06,-14708.884765625,87.5184,570,81.8457,2850000,4748.58
571,5473.38,-14763.5078125,85.5719,571,77.8931,2855000,5056.37
572,5530.89,-14511.90234375,79.0677,572,77.3721,2860000,5196.07
573,5499.5,-15025.17578125,89.5341,573,83.2064,2865000,5111.09
574,5372.34,-14880.6875,88.6092,574,87.2497,2870000,5030.56
575,5248.4,-14525.6552734375,77.9822,575,76.9929,2875000,4866.71
576,5497.72,-14937.3798828125,86.3036,576,78.8188,2880000,4722.19
577,5214.17,-15057.5107421875,87.6104,577,83.5186,2885000,4958.9
578,4545.99,-14782.4287109375,86.7824,578,81.1496,2890000,4306.92
579,5473.68,-14889.9365234375,86.4648,579,78.378,2895000,4624.35
580,5514.77,-15009.5556640625,88.0198,580,83.8883,2900000,4974.21
581,5532.84,-14800.5361328125,87.626,581,82.633,2905000,5143.07
582,5461.75,-14839.482421875,85.9087,582,82.0,2910000,4754.32
583,5430.46,-15016.8232421875,87.174,583,88.061,2915000,5196.76
584,5467.04,-15120.2255859375,86.564,584,82.662,2920000,4874.04
585,5356.63,-14990.865234375,88.5378,585,85.5837,2925000,5182.55
586,5051.86,-14561.181640625,75.9461,586,75.5056,2930000,4596.77
587,4818.46,-14943.6396484375,86.351,587,83.2259,2935000,5086.14
588,5174.58,-14975.8330078125,83.3392,588,79.1004,2940000,5000.36
589,5456.61,-15167.1083984375,87.4144,589,85.4097,2945000,4579.81
590,5617.38,-14647.3349609375,78.0591,590,75.5855,2950000,4719.02
591,5271.0,-14849.509765625,79.6617,591,75.6797,2955000,4854.7
592,5236.09,-15175.90625,86.5796,592,82.689,2960000,4822.59
593,5529.61,-15052.90234375,84.0497,593,83.5978,2965000,5210.81
594,5214.27,-15119.0869140625,85.8725,594,85.202,2970000,4848.53
595,5266.65,-15153.9921875,86.5605,595,86.7906,2975000,5249.3
596,5254.33,-15194.4208984375,85.3317,596,80.3544,2980000,3881.07
597,5328.85,-15019.7216796875,85.9689,597,80.8188,2985000,4792.28
598,5524.4,-14939.4228515625,85.4807,598,81.4561,2990000,5002.25
599,4532.7,-15265.19140625,85.6045,599,85.2153,2995000,4420.77
