Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Itration,Real Det Return,Running Update Time
1920000,12.4435,35.9865,4348.16,-2118.734619140625,384,4317.19,384
1925000,12.6677,35.8864,3999.32,-2154.486572265625,385,4270.36,385
1930000,12.0328,36.1714,4179.1,-2191.660400390625,386,4509.87,386
1935000,13.3993,36.217,4238.16,-2630.13330078125,387,4369.14,387
1940000,12.1938,36.6742,4507.63,-2025.4852294921875,388,4348.84,388
1945000,11.7716,36.4489,4481.54,-2363.489990234375,389,4625.65,389
1950000,11.8134,36.2787,4340.91,-2382.71240234375,390,4587.9,390
1955000,12.1464,36.4711,4241.53,-2119.733642578125,391,4426.37,391
1960000,12.4217,36.9116,4299.41,-2379.00341796875,392,4421.74,392
1965000,12.493,36.5455,4524.02,-2123.3056640625,393,4654.67,393
1970000,12.8154,36.313,4509.74,-2158.476318359375,394,4445.69,394
1975000,12.6195,36.2115,4349.53,-2049.705078125,395,4577.5,395
1980000,13.2816,36.2706,4571.9,-2026.843505859375,396,4619.2,396
1985000,12.7506,36.8475,4341.55,-2339.606201171875,397,4537.55,397
1990000,12.0621,36.2246,4454.48,-2221.52880859375,398,4373.83,398
1995000,12.5113,35.955,4529.04,-2084.44140625,399,4530.27,399
2000000,11.9907,36.1884,4509.51,-2150.783935546875,400,4612.54,400
2005000,11.9996,36.3454,4540.18,-2127.797607421875,401,4615.47,401
2010000,12.1751,35.0955,4136.24,-2155.330322265625,402,4602.25,402
2015000,12.1852,35.2779,4540.1,-2046.4007568359375,403,4570.21,403
2020000,12.5327,35.904,4514.86,-2089.44970703125,404,4536.25,404
2025000,12.1766,35.4329,4613.04,-1948.0810546875,405,4679.89,405
2030000,12.2469,36.1932,4561.08,-2089.23974609375,406,4640.03,406
2035000,12.8786,36.3231,4239.09,-2178.740234375,407,4428.34,407
2040000,12.2553,35.5154,4637.21,-2006.46875,408,4722.08,408
2045000,12.2195,36.2189,4362.05,-2619.5830078125,409,4641.14,409
2050000,13.2563,35.8261,4463.94,-2120.73095703125,410,4330.04,410
2055000,12.7114,35.6588,4550.46,-2143.20556640625,411,4795.73,411
2060000,12.8047,35.8433,4625.19,-2011.7935791015625,412,4674.77,412
2065000,11.3272,36.2146,4241.83,-2623.548583984375,413,3818.24,413
2070000,12.7147,35.8501,4519.42,-2224.266845703125,414,4552.43,414
2075000,12.9525,35.4485,4539.5,-2074.321044921875,415,4683.83,415
2080000,13.1423,35.7184,4609.3,-2040.3092041015625,416,4683.82,416
2085000,12.8768,35.5629,4084.8,-2241.91845703125,417,4544.04,417
2090000,12.7935,35.6765,4578.7,-2083.05615234375,418,4622.3,418
2095000,12.6027,35.7085,4575.14,-2101.773193359375,419,4639.39,419
2100000,12.296,35.7636,4538.16,-2083.791748046875,420,4608.39,420
2105000,12.4274,35.748,4553.14,-2161.859130859375,421,4592.63,421
2110000,12.8965,36.0509,4459.86,-2004.48486328125,422,4657.1,422
2115000,19.7722,35.8908,4677.36,-2682.35009765625,423,4768.13,423
2120000,12.8014,36.3361,4581.85,-2136.377685546875,424,4633.8,424
2125000,12.927,35.8291,4584.42,-2139.230224609375,425,4673.01,425
2130000,12.1709,35.4516,3930.17,-2470.2255859375,426,4607.28,426
2135000,11.7688,35.3795,4604.1,-2433.83544921875,427,4647.64,427
2140000,11.5536,36.0224,3954.61,-2742.996337890625,428,4683.46,428
2145000,11.996,34.7844,4580.01,-2050.13427734375,429,4749.69,429
2150000,12.4041,34.9895,4522.49,-2146.45556640625,430,4691.66,430
2155000,11.6949,35.1614,4602.48,-2154.248779296875,431,4778.87,431
2160000,12.4687,35.4016,4582.66,-2058.91455078125,432,4743.95,432
2165000,11.6006,34.9533,4669.02,-2036.783203125,433,4786.67,433
2170000,11.4823,36.0032,4398.53,-2595.70068359375,434,4213.69,434
2175000,11.6091,35.6523,4484.87,-2205.81494140625,435,3969.79,435
2180000,95.3255,42.2531,955.26,-4891.873046875,436,6.98,436
2185000,12.5263,34.2003,4211.05,-2093.04931640625,437,4698.88,437
2190000,11.9187,35.9041,4479.17,-2500.7763671875,438,4660.67,438
2195000,12.2171,34.2707,4440.6,-1936.0194091796875,439,4800.16,439
2200000,12.6814,34.6347,4609.72,-1937.8919677734375,440,4867.27,440
2205000,11.8533,34.7128,4486.79,-1951.5108642578125,441,4921.03,441
2210000,11.8516,34.5796,4712.01,-1893.849365234375,442,4910.36,442
2215000,11.8728,34.8861,4607.51,-2094.25732421875,443,4695.91,443
2220000,11.8266,34.4849,4633.83,-2019.529052734375,444,4714.65,444
2225000,12.5667,34.1881,4587.94,-2085.609375,445,4662.75,445
2230000,12.5001,35.6839,3973.21,-2558.36181640625,446,4607.53,446
2235000,24.5373,36.7648,3224.11,-3777.835205078125,447,3237.42,447
2240000,13.9813,36.1443,3240.75,-2827.00390625,448,2272.92,448
2245000,13.7612,35.8447,3751.11,-2552.737060546875,449,3283.58,449
2250000,12.5991,35.0886,3568.75,-2578.26416015625,450,4622.39,450
2255000,14.3038,37.1237,4170.61,-3738.73046875,451,4635.42,451
2260000,12.7044,36.4565,4030.03,-2696.498046875,452,4677.14,452
2265000,12.3818,35.6623,4328.02,-2764.708740234375,453,4594.95,453
2270000,11.7413,36.1276,4404.01,-2561.878662109375,454,4706.43,454
2275000,12.9502,35.8775,4594.55,-2220.192138671875,455,4725.72,455
2280000,12.5504,36.0349,4537.37,-2589.209716796875,456,4658.4,456
2285000,13.0544,35.9421,4406.99,-2237.680908203125,457,4582.44,457
2290000,12.8468,35.5588,4677.08,-2188.683349609375,458,4782.23,458
2295000,12.5672,35.2564,4629.23,-2448.102783203125,459,4657.44,459
2300000,13.2693,35.4064,4340.62,-2166.651611328125,460,4821.16,460
2305000,11.5443,35.3812,4713.35,-2388.484619140625,461,4786.89,461
2310000,12.4526,36.4029,3262.75,-3141.340087890625,462,4867.43,462
2315000,11.0905,35.6478,4302.99,-2702.281982421875,463,4905.3,463
2320000,11.765,34.5979,4523.14,-2133.15966796875,464,4837.22,464
2325000,12.7159,34.4025,4094.89,-2510.49462890625,465,4608.01,465
2330000,11.7679,34.7016,3027.24,-2297.7578125,466,4161.08,466
2335000,35.9342,46.46,1070.06,-5834.349609375,467,586.85,467
2340000,24.7209,43.4467,1530.86,-4864.06591796875,468,2494.71,468
2345000,13.8418,42.5494,1769.74,-4782.2548828125,469,2115.66,469
2350000,16.4464,44.5782,1518.34,-5508.3486328125,470,1215.35,470
2355000,15.8991,37.7209,3648.96,-3313.49609375,471,4158.52,471
2360000,15.9106,38.6781,4151.77,-2841.331787109375,472,4031.2,472
2365000,14.647,37.0626,3806.99,-2784.435302734375,473,4157.1,473
2370000,12.4127,36.8358,3251.76,-2807.945068359375,474,1084.73,474
2375000,13.074,36.0965,3240.66,-3645.256591796875,475,4653.52,475
2380000,14.2908,36.2188,4365.42,-2818.724609375,476,4466.14,476
2385000,13.3346,35.3076,4424.83,-2495.58642578125,477,4424.66,477
2390000,12.9606,35.051,4442.01,-2214.809326171875,478,4759.54,478
2395000,12.6343,34.9182,4291.34,-2336.810546875,479,4727.07,479
2400000,13.7585,34.7213,4467.57,-2386.99609375,480,4620.54,480
2405000,14.0156,35.8193,3827.81,-2422.95361328125,481,4280.51,481
2410000,14.415,35.9189,3480.7,-2512.038330078125,482,4628.87,482
2415000,14.1428,35.2784,3539.93,-3048.603515625,483,4615.47,483
2420000,14.1285,35.0343,4442.6,-2261.3125,484,4607.42,484
2425000,13.2113,36.0198,4082.1,-2392.87353515625,485,4492.71,485
2430000,13.3241,34.5744,4530.35,-2256.678955078125,486,4620.86,486
2435000,15.6936,35.2151,3848.85,-3195.34423828125,487,4269.21,487
2440000,13.12,34.3596,4586.46,-2220.526611328125,488,4633.9,488
2445000,15.7553,35.1409,3539.38,-3332.993896484375,489,3301.16,489
2450000,14.2929,34.828,4189.58,-2234.05322265625,490,4739.58,490
2455000,18.4837,36.5665,3072.37,-3452.46875,491,2799.18,491
2460000,13.5948,34.6198,4629.23,-2250.357177734375,492,4626.3,492
2465000,13.4337,35.1634,4425.98,-2789.33642578125,493,4399.57,493
2470000,13.8384,34.6419,4628.16,-2258.962646484375,494,4647.24,494
2475000,13.9073,34.7983,4357.15,-2568.19189453125,495,4698.66,495
2480000,14.3184,33.6249,4245.91,-2287.0458984375,496,4640.79,496
2485000,13.124,34.3896,4563.18,-2613.012451171875,497,4575.85,497
2490000,34.1963,35.7686,2866.49,-3698.19287109375,498,2865.49,498
2495000,28.5602,35.712,3950.07,-3335.166748046875,499,4215.04,499
2500000,13.0116,34.0754,4499.08,-2502.186279296875,500,4641.2,500
2505000,13.6303,34.2369,4611.91,-2259.186279296875,501,4689.85,501
2510000,14.949,34.8105,3946.77,-2928.436279296875,502,4733.82,502
2515000,12.7813,34.8959,4426.94,-2491.54638671875,503,4787.89,503
2520000,13.6423,34.4277,4602.45,-2327.725341796875,504,4579.59,504
2525000,13.3091,34.057,4264.78,-2345.02587890625,505,4641.74,505
2530000,13.2174,34.2847,4651.36,-2335.330810546875,506,4705.5,506
2535000,13.5268,33.7658,3474.1,-2396.477294921875,507,4675.04,507
2540000,13.4548,33.8144,4426.21,-2325.268310546875,508,4741.07,508
2545000,13.244,33.9359,2693.68,-2659.517578125,509,4677.71,509
2550000,13.7673,33.6788,4633.5,-2376.615234375,510,4682.77,510
2555000,26.3767,36.3226,3527.38,-4164.15673828125,511,1958.02,511
2560000,12.8302,33.3102,4679.79,-2232.189208984375,512,4741.96,512
2565000,14.1098,32.9055,4672.0,-2203.252685546875,513,4816.05,513
2570000,12.9271,33.0171,4706.82,-2490.789306640625,514,4787.31,514
2575000,13.2102,33.5453,4453.8,-2235.89794921875,515,4788.47,515
2580000,12.35,34.1921,4578.2,-2510.829833984375,516,4862.95,516
2585000,12.8123,33.3439,4777.66,-2432.365234375,517,4832.24,517
2590000,13.2235,32.6997,4624.01,-2148.8037109375,518,4837.55,518
2595000,12.8484,32.657,4799.93,-2110.08984375,519,4823.38,519
2600000,13.1548,34.4131,4710.09,-2249.69384765625,520,4709.01,520
2605000,13.1961,34.2831,4523.56,-2280.87939453125,521,4763.14,521
2610000,13.3474,34.9987,4554.36,-2253.408935546875,522,4747.34,522
2615000,13.3335,33.2608,4779.89,-2230.7529296875,523,4774.84,523
2620000,12.5854,33.8675,4806.77,-2074.25634765625,524,5029.75,524
2625000,12.9766,32.5876,4814.29,-2112.9794921875,525,4961.68,525
2630000,12.9835,33.5961,4782.65,-2146.92919921875,526,4830.0,526
2635000,12.7835,34.0019,4505.68,-2222.287109375,527,4963.97,527
2640000,13.2426,33.9939,4754.76,-2255.219970703125,528,4709.6,528
2645000,12.3074,32.9971,4581.37,-2176.031005859375,529,4862.79,529
2650000,12.6303,34.6041,4652.22,-2250.950927734375,530,4885.4,530
2655000,12.9272,33.3902,4768.59,-2265.308349609375,531,4899.74,531
2660000,13.3986,33.9065,4805.94,-2209.642333984375,532,4943.41,532
2665000,12.5935,34.5929,4616.93,-2383.8564453125,533,4778.17,533
2670000,12.176,33.8097,4526.37,-2316.5419921875,534,4803.05,534
2675000,12.4574,33.5733,4787.88,-2210.867431640625,535,4862.78,535
2680000,12.991,34.166,4699.33,-2188.279541015625,536,4958.08,536
2685000,12.8718,34.4627,4801.31,-2195.43603515625,537,4943.49,537
2690000,12.2856,34.6199,4739.4,-2261.006103515625,538,4932.05,538
2695000,12.4132,36.062,4509.41,-3499.283447265625,539,4902.54,539
2700000,13.0066,32.4999,4743.81,-2233.53857421875,540,4851.53,540
2705000,12.5323,33.9346,4733.1,-2190.2392578125,541,4980.99,541
2710000,13.2652,34.1716,4662.47,-2311.232666015625,542,4901.47,542
2715000,12.4873,34.3064,4651.87,-2686.450927734375,543,4902.98,543
2720000,13.7611,34.588,4722.79,-2300.2216796875,544,4841.43,544
2725000,13.5824,34.1676,4497.48,-2314.2177734375,545,4845.39,545
2730000,13.3276,33.5709,4749.99,-2199.6923828125,546,4922.44,546
2735000,12.9074,34.8516,4764.93,-2637.69873046875,547,5011.09,547
2740000,13.3161,33.5457,4605.84,-2237.5380859375,548,4861.78,548
2745000,13.6691,32.8193,4763.69,-2210.140380859375,549,4902.68,549
2750000,12.5862,33.2944,4481.1,-2342.29443359375,550,4880.85,550
2755000,13.6199,34.355,4747.75,-2351.591796875,551,4932.39,551
2760000,13.7906,33.5753,4715.52,-2342.48876953125,552,4928.32,552
2765000,15.1528,33.817,4751.49,-2264.548583984375,553,4918.94,553
2770000,13.0388,33.6852,4378.85,-2473.028564453125,554,4814.56,554
2775000,12.4521,36.0585,3364.91,-3249.005859375,555,4440.07,555
2780000,13.4043,33.5714,4727.49,-2262.585205078125,556,4914.89,556
2785000,12.6533,34.5159,4429.59,-2575.031494140625,557,4785.02,557
2790000,12.6432,34.4615,4246.65,-2606.352783203125,558,4836.9,558
2795000,13.677,34.0562,4440.54,-2359.71142578125,559,4847.14,559
2800000,13.6305,34.0292,4762.61,-2334.41064453125,560,4859.15,560
2805000,13.6451,33.6115,4785.15,-2233.0986328125,561,4880.66,561
2810000,13.3639,33.4675,4769.61,-2291.515380859375,562,4796.76,562
2815000,13.8215,34.1603,4763.68,-2365.31787109375,563,4746.5,563
2820000,23.3947,39.8468,1391.74,-5548.88720703125,564,271.16,564
2825000,29.5694,54.0145,-15.53,-5959.32958984375,565,-15.43,565
2830000,12.9661,34.6241,4451.66,-2443.87646484375,566,4993.29,566
2835000,16.7067,34.525,4759.09,-2729.453857421875,567,4884.63,567
2840000,13.8673,34.2304,4748.84,-2555.334228515625,568,4812.68,568
2845000,21.9381,37.3667,2205.38,-5271.11962890625,569,563.34,569
2850000,14.256,33.8266,4473.82,-2976.89794921875,570,4801.7,570
2855000,13.4276,32.8355,4739.99,-2290.62255859375,571,4919.53,571
2860000,12.9977,32.986,4681.46,-2460.18798828125,572,4893.0,572
2865000,14.012,32.9282,4475.99,-2401.689208984375,573,4919.52,573
2870000,13.4612,33.8008,4449.31,-2864.959716796875,574,4831.13,574
2875000,12.4053,32.7706,4475.96,-2780.7333984375,575,4284.87,575
2880000,13.4809,34.2368,4146.67,-2666.981201171875,576,2929.86,576
2885000,12.9651,35.1504,3572.42,-4077.41650390625,577,3008.92,577
2890000,13.1011,34.4483,4361.78,-2893.03076171875,578,4780.08,578
2895000,13.0986,35.4764,3501.28,-3678.6875,579,1900.67,579
2900000,13.5484,33.8145,4639.17,-2526.394287109375,580,4793.51,580
2905000,12.8189,34.4361,3709.1,-3405.755859375,581,3727.84,581
2910000,13.0974,33.6111,4535.85,-2974.00439453125,582,4742.52,582
2915000,12.9316,33.7946,3849.28,-3021.44140625,583,4896.51,583
2920000,12.6129,34.264,4026.3,-2946.033447265625,584,1550.96,584
2925000,12.9343,33.8785,4343.96,-2631.898681640625,585,4309.46,585
2930000,13.0241,33.9554,3759.8,-3519.5439453125,586,4223.3,586
2935000,12.4299,33.9921,4561.85,-3105.351806640625,587,4774.6,587
2940000,12.9636,32.4327,4178.79,-2544.333251953125,588,4511.52,588
2945000,12.3839,33.1907,4494.4,-2751.02099609375,589,4736.29,589
2950000,13.738,33.7397,4663.05,-2561.905517578125,590,4836.28,590
2955000,13.2723,35.4136,3655.49,-4609.24853515625,591,3471.61,591
2960000,12.7709,34.7851,3439.58,-3821.1181640625,592,3175.17,592
2965000,12.2293,34.2097,4009.34,-2693.00830078125,593,4832.85,593
2970000,13.2404,34.3257,3838.22,-3010.10595703125,594,4224.46,594
2975000,12.5848,34.4539,4246.34,-3109.0908203125,595,4829.9,595
2980000,12.6217,33.9907,4263.5,-2853.32177734375,596,4927.22,596
2985000,12.1379,34.2162,3711.51,-3113.8544921875,597,4882.47,597
2990000,13.0662,34.0908,4444.58,-2875.788818359375,598,4887.33,598
2995000,13.199,34.2105,4271.16,-2719.712646484375,599,4927.91,599
3000000,12.1337,35.3724,3898.75,-3878.544921875,600,4802.84,600
3005000,16.4471,40.5819,3874.23,-3843.0947265625,601,4028.31,601
3010000,19.2998,40.7366,3535.67,-4198.3310546875,602,3398.21,602
3015000,13.7703,35.419,3319.57,-4171.70068359375,603,3211.5,603
3020000,14.6058,36.8879,2564.55,-5133.94580078125,604,2328.13,604
3025000,15.1513,34.2956,4547.77,-2752.799072265625,605,4425.57,605
3030000,14.8948,34.7248,4552.58,-2912.385986328125,606,4350.16,606
3035000,12.984,33.4561,3922.44,-3057.49169921875,607,4772.33,607
3040000,13.3649,33.9283,4504.53,-3691.65966796875,608,4705.34,608
3045000,14.2865,33.6376,4533.77,-2957.01953125,609,4735.27,609
3050000,14.3262,33.1336,4688.69,-2435.418701171875,610,4757.3,610
3055000,13.3713,33.3323,4699.36,-2556.343505859375,611,4762.9,611
3060000,13.369,33.6626,4508.93,-3148.8095703125,612,4823.4,612
3065000,13.0186,32.3185,4681.81,-2568.629150390625,613,4827.48,613
3070000,14.4026,33.333,4767.52,-2339.86279296875,614,4828.27,614
3075000,13.2196,32.2674,4482.73,-2396.713623046875,615,4916.52,615
3080000,13.0529,32.482,4741.08,-2725.81982421875,616,4908.67,616
3085000,14.0589,33.7451,4816.37,-2887.15673828125,617,4973.64,617
3090000,14.4605,32.8196,4828.95,-2398.507568359375,618,4918.35,618
3095000,13.8611,33.8197,4696.36,-2539.217529296875,619,4929.24,619
3100000,14.321,33.4105,4862.71,-2462.66943359375,620,4966.64,620
3105000,13.6784,32.9962,4892.01,-2446.45654296875,621,5041.05,621
3110000,41.2415,50.7925,529.78,-6753.22607421875,622,318.38,622
3115000,47.2208,48.7449,878.1,-7013.39111328125,623,760.73,623
3120000,39.8358,51.8617,272.67,-7002.07861328125,624,273.57,624
3125000,22.3944,34.0983,3535.28,-3569.673583984375,625,3786.44,625
3130000,15.923,33.3651,3549.49,-3779.7802734375,626,2709.47,626
3135000,17.8086,34.7334,4449.1,-4110.01025390625,627,4910.3,627
3140000,14.7255,33.9137,4388.5,-3039.76220703125,628,4357.2,628
3145000,12.7401,33.6705,4177.07,-3226.084228515625,629,4262.71,629
3150000,18.0574,34.1078,3976.98,-3675.748779296875,630,4307.65,630
3155000,13.2128,32.6326,4541.17,-2825.3984375,631,4557.03,631
3160000,15.8957,33.3368,4318.34,-3480.297119140625,632,4628.75,632
3165000,15.0801,33.7372,4609.06,-2975.9072265625,633,4700.73,633
3170000,13.9582,34.2527,4576.5,-3137.753662109375,634,4705.6,634
3175000,14.7639,34.0905,4391.97,-3236.181396484375,635,4759.01,635
3180000,14.5115,33.5354,4715.95,-2666.298095703125,636,4816.8,636
3185000,14.9481,33.0881,4722.83,-2875.188232421875,637,4826.76,637
3190000,14.0814,32.9509,4345.18,-2589.592529296875,638,4835.53,638
3195000,13.7065,31.9915,4760.1,-2441.845458984375,639,4842.14,639
3200000,14.2443,33.1619,4722.22,-3001.17822265625,640,4856.05,640
3205000,13.8798,33.3162,4624.81,-2699.447265625,641,4827.26,641
3210000,14.0797,32.8663,4368.24,-2879.808349609375,642,4851.6,642
3215000,13.5615,33.6849,4764.17,-2717.630615234375,643,4856.76,643
3220000,13.7013,32.6561,4783.05,-2607.0595703125,644,4959.94,644
3225000,14.0273,33.1952,4842.93,-2545.2109375,645,5003.82,645
3230000,22.3307,34.2977,4133.39,-3831.1640625,646,4869.01,646
3235000,14.6806,32.2836,4918.27,-2430.305908203125,647,5061.52,647
3240000,13.7696,34.1731,4798.8,-3069.28955078125,648,5018.18,648
3245000,13.7527,33.5212,4841.68,-3039.32666015625,649,4972.18,649
3250000,13.9618,33.4795,4013.85,-2878.21728515625,650,4954.81,650
3255000,13.9244,33.2817,4921.04,-2876.764404296875,651,5088.15,651
3260000,14.0632,34.3501,4527.62,-2851.537109375,652,5032.37,652
3265000,14.6173,34.2135,4895.48,-2519.53515625,653,5020.43,653
3270000,14.7019,33.7127,4760.51,-2935.661376953125,654,4988.65,654
3275000,14.0448,33.2722,4489.68,-2614.728271484375,655,4914.31,655
3280000,13.4826,32.7465,4730.66,-2572.56884765625,656,5084.08,656
3285000,13.3539,33.062,4625.03,-2566.730712890625,657,4996.66,657
3290000,14.6773,32.9956,4362.23,-3256.1416015625,658,4970.57,658
3295000,14.1751,33.2613,4609.31,-3026.006103515625,659,4919.1,659
3300000,13.3016,33.0612,4456.22,-2665.391357421875,660,4920.93,660
3305000,13.9113,33.6997,4617.96,-3500.1806640625,661,4946.18,661
3310000,13.9079,32.983,4844.83,-3060.827880859375,662,4883.69,662
3315000,13.0581,33.0674,4502.57,-2540.80859375,663,4693.21,663
3320000,13.6236,32.6388,4829.66,-2709.354248046875,664,4939.22,664
3325000,13.7477,32.8086,4933.75,-2885.223388671875,665,5015.09,665
3330000,13.3943,32.268,4864.31,-2577.188720703125,666,4884.31,666
3335000,13.7709,32.5994,4870.46,-2487.52880859375,667,4934.9,667
3340000,12.6429,32.6885,4665.56,-3038.35107421875,668,4916.53,668
3345000,12.21,33.3544,4590.47,-3167.8095703125,669,4855.74,669
3350000,13.0109,33.4433,4710.52,-2702.809814453125,670,4949.04,670
3355000,13.1829,32.4829,4917.59,-2418.33203125,671,5020.32,671
3360000,12.9614,32.6632,4319.03,-2987.485107421875,672,4955.35,672
3365000,13.3038,33.325,4861.26,-2603.822998046875,673,4914.42,673
3370000,13.1267,32.9254,4711.43,-2893.194580078125,674,4956.63,674
3375000,13.6281,33.2946,4871.12,-3331.40478515625,675,4969.17,675
3380000,13.4421,32.984,3726.94,-3040.08740234375,676,4954.23,676
3385000,13.5139,31.8244,4731.92,-2531.19482421875,677,5004.84,677
3390000,13.2286,32.4647,4511.03,-3021.3876953125,678,4963.03,678
3395000,13.9347,33.5873,4076.59,-4322.3544921875,679,4929.0,679
3400000,13.4179,34.0578,4308.67,-4613.90185546875,680,4721.77,680
3405000,13.4135,33.2774,4490.14,-2918.4638671875,681,4926.91,681
3410000,13.9868,32.9134,4384.33,-2877.07275390625,682,4961.66,682
3415000,12.9667,32.2127,2910.11,-2985.26806640625,683,4948.09,683
3420000,14.5724,33.3195,4704.39,-3432.498779296875,684,4364.87,684
3425000,13.3762,32.4834,4575.58,-2908.19384765625,685,5010.38,685
3430000,13.5997,32.0531,4947.18,-2427.382568359375,686,5018.35,686
3435000,14.0262,32.7815,4966.2,-2465.505126953125,687,4998.16,687
3440000,12.9692,32.6602,4253.6,-2654.901123046875,688,4986.51,688
3445000,13.1022,33.4867,4560.08,-3706.608154296875,689,5011.31,689
3450000,13.6915,32.6071,4764.68,-2480.08740234375,690,5033.62,690
3455000,13.4934,32.7834,4743.58,-2672.96875,691,4954.55,691
3460000,12.9375,32.2988,4990.9,-2707.22412109375,692,5078.25,692
3465000,13.1231,32.5201,4558.73,-2492.493408203125,693,5047.19,693
3470000,13.4371,32.606,4416.29,-2894.464111328125,694,4930.76,694
3475000,13.339,33.1429,4297.97,-3371.885009765625,695,5048.35,695
3480000,14.0227,33.9654,4588.31,-3673.676025390625,696,5021.71,696
3485000,14.3273,33.4299,3517.32,-3811.84326171875,697,4984.52,697
3490000,14.0107,33.4807,4195.52,-3386.81298828125,698,5064.72,698
3495000,36.7242,36.491,-16.05,-5615.17431640625,699,-13.58,699
3500000,69.7249,56.7952,-14.46,-7178.4326171875,700,-14.48,700
3505000,91.0018,56.9352,-13.21,-7206.72998046875,701,-13.3,701
3510000,41.6878,55.4186,-23.71,-7455.01416015625,702,-23.07,702
3515000,17.4095,33.6172,3909.58,-3737.7470703125,703,4879.54,703
3520000,20.2696,33.944,4432.79,-4489.23828125,704,4134.68,704
3525000,14.6502,32.9012,3448.62,-3297.994873046875,705,4288.19,705
3530000,18.2814,33.7258,3269.25,-4613.5615234375,706,4733.05,706
3535000,18.5064,33.1187,4642.88,-4245.18798828125,707,4768.7,707
3540000,16.5012,32.2993,3920.77,-3635.50927734375,708,4761.09,708
3545000,16.6357,33.0603,4561.91,-4061.875244140625,709,4931.73,709
3550000,14.2832,32.5367,4349.97,-3248.183349609375,710,4965.59,710
3555000,14.5596,32.2049,4669.49,-3153.851318359375,711,4958.68,711
3560000,13.9879,32.1065,4443.24,-2789.558837890625,712,4994.65,712
3565000,14.1969,32.6034,4791.25,-2813.420654296875,713,4967.08,713
3570000,15.4763,32.4638,3703.21,-3730.153076171875,714,4895.72,714
3575000,13.1687,31.5396,4640.38,-2597.34765625,715,4917.7,715
3580000,17.2439,32.8595,4227.71,-3575.780517578125,716,4313.95,716
3585000,14.0339,32.4809,4622.46,-2668.35009765625,717,4947.93,717
3590000,16.0681,32.2107,3879.33,-3820.4267578125,718,4929.83,718
3595000,13.7017,32.4598,4365.79,-2513.58544921875,719,5000.56,719
3600000,30.8113,36.5198,1686.74,-6299.96337890625,720,4716.3,720
3605000,17.1214,32.0892,3857.58,-3183.356689453125,721,4899.19,721
3610000,21.045,33.0804,4092.4,-3678.7900390625,722,4885.89,722
3615000,15.8491,32.1143,4658.21,-2968.16796875,723,4946.15,723
3620000,74.6892,53.7595,0.02,-6567.9638671875,724,228.98,724
3625000,49.3446,34.7247,3653.7,-5281.01611328125,725,978.49,725
3630000,17.0386,31.6672,4901.15,-3342.86572265625,726,4930.53,726
3635000,13.8312,32.1619,4846.86,-2564.41064453125,727,4834.11,727
3640000,13.7613,32.2903,4472.63,-2597.078857421875,728,4886.55,728
3645000,14.3578,32.0826,4525.46,-2592.2236328125,729,4885.77,729
3650000,14.5015,32.082,4595.6,-3170.21337890625,730,4931.43,730
3655000,14.2242,32.8174,4233.4,-3911.4638671875,731,4968.0,731
3660000,13.4827,31.5644,3744.17,-2527.718505859375,732,2250.86,732
3665000,14.2857,32.2626,4094.09,-2952.409912109375,733,4793.42,733
3670000,14.4,31.9426,4721.54,-2623.0888671875,734,4960.07,734
3675000,14.3812,32.125,4935.53,-2629.078369140625,735,4934.56,735
3680000,13.8663,32.5016,4676.17,-3221.21728515625,736,4848.53,736
3685000,14.2089,32.3626,4912.96,-2604.52783203125,737,4947.57,737
3690000,13.8596,32.2584,3943.6,-3177.515625,738,4962.89,738
3695000,14.6554,31.8939,4894.14,-2556.503662109375,739,4934.7,739
3700000,13.2746,31.5404,4468.89,-2631.65283203125,740,4929.7,740
3705000,13.6556,31.8319,4040.35,-3207.657470703125,741,4954.23,741
3710000,13.9582,32.9499,4936.27,-2475.048583984375,742,5037.91,742
3715000,14.2022,32.9823,4733.55,-2746.589111328125,743,5019.3,743
3720000,14.4094,33.192,4915.86,-2752.714111328125,744,4986.72,744
3725000,13.7355,32.206,4947.57,-2629.4140625,745,4964.52,745
3730000,13.802,32.3877,4892.29,-2630.51708984375,746,5010.83,746
3735000,14.2267,31.7498,4929.55,-2686.50146484375,747,4934.67,747
3740000,14.0198,32.3655,4954.19,-2764.43603515625,748,5001.21,748
3745000,14.3717,31.6059,4944.52,-2578.45458984375,749,4977.85,749
3750000,14.2941,31.4632,4774.17,-2618.462158203125,750,5013.11,750
3755000,13.2852,31.6004,4887.48,-2748.42138671875,751,4931.06,751
3760000,16.1323,33.2392,4832.7,-3866.625,752,4928.35,752
3765000,14.3797,31.31,4920.71,-2775.87548828125,753,5018.79,753
3770000,14.9178,31.978,4901.75,-2630.6533203125,754,5014.39,754
3775000,14.0562,30.8819,4881.55,-2698.612060546875,755,4899.67,755
3780000,15.1842,31.3191,4924.51,-3028.049560546875,756,4964.66,756
3785000,13.5741,31.4742,4414.0,-2662.79541015625,757,4986.89,757
3790000,14.5234,32.1306,4836.98,-2606.640380859375,758,4984.85,758
3795000,14.2686,32.253,4637.34,-2831.96044921875,759,5013.07,759
3800000,14.4954,32.0824,4920.34,-2696.730712890625,760,4975.74,760
3805000,14.491,32.5096,4912.05,-2628.9560546875,761,5037.83,761
3810000,13.6535,32.2633,4700.61,-2974.272216796875,762,5125.69,762
3815000,13.3627,30.7968,4941.15,-2587.895751953125,763,5013.63,763
