Running Env Steps,Itration,Real Det Return,Running Update Time,Running Forward KL,Reward Loss,Running Reverse KL,Real Sto Return
1975000,395,80.84,395,610.9912,-19587.3984375,712.5841,66.23
1980000,396,59.49,396,655.9941,-19011.138671875,435.1475,60.8
1985000,397,59.73,397,691.6643,-19603.982421875,507.5051,61.59
1990000,398,60.5,398,673.2931,-19574.5078125,477.4476,61.53
1995000,399,60.68,399,683.4458,-19631.068359375,481.8364,61.92
2000000,400,61.88,400,676.7846,-19421.771484375,434.4774,62.49
2005000,401,61.63,401,660.3961,-19207.20703125,402.2713,62.39
2010000,402,60.2,402,658.197,-19277.771484375,441.8896,61.29
2015000,403,60.86,403,675.0592,-19402.29296875,437.9131,61.55
2020000,404,59.73,404,645.2556,-18994.095703125,412.9909,61.05
2025000,405,61.56,405,644.4189,-18697.357421875,406.3845,61.83
2030000,406,59.9,406,662.0482,-19360.7578125,407.6668,60.69
2035000,407,59.37,407,645.2002,-17862.681640625,486.0589,60.59
2040000,408,58.25,408,656.5315,-18812.228515625,661.102,59.17
2045000,409,58.5,409,636.7484,-18791.720703125,485.6998,59.78
2050000,410,59.1,410,680.2337,-19185.58203125,837.3639,59.63
2055000,411,58.7,411,625.6993,-17079.13671875,400.7619,58.65
2060000,412,58.89,412,647.0458,-18279.701171875,439.1535,59.41
2065000,413,58.69,413,647.9963,-19166.39453125,498.9857,60.09
2070000,414,61.5,414,663.9717,-19405.80078125,413.1946,62.09
2075000,415,61.76,415,621.9909,-19124.64453125,428.6497,62.78
2080000,416,59.86,416,620.631,-18535.744140625,410.4138,63.53
2085000,417,62.54,417,653.1556,-18922.1171875,419.0704,64.75
2090000,418,64.56,418,670.1481,-19109.955078125,436.759,65.15
2095000,419,65.05,419,650.3414,-17709.451171875,389.5333,65.26
2100000,420,65.57,420,652.7393,-17987.25,551.7905,65.5
2105000,421,66.2,421,657.9346,-19410.34765625,830.5966,66.13
2110000,422,67.05,422,661.9516,-18848.228515625,750.6448,65.88
2115000,423,68.18,423,631.4479,-16865.791015625,439.8346,67.1
2120000,424,65.54,424,622.8169,-17318.955078125,458.2766,65.59
2125000,425,60.11,425,603.5205,-16819.072265625,424.4278,62.76
2130000,426,66.35,426,625.5154,-17587.505859375,597.0572,66.38
2135000,427,66.14,427,619.6868,-17454.609375,490.8566,66.79
2140000,428,66.27,428,610.36,-17069.03125,456.4338,66.27
2145000,429,62.23,429,648.6711,-16258.5673828125,379.5116,62.04
2150000,430,69.13,430,653.4199,-14395.501953125,364.8442,68.99
2155000,431,67.8,431,658.1712,-16256.693359375,504.2134,65.98
2160000,432,68.08,432,662.9482,-15773.1552734375,357.8105,66.48
2165000,433,66.13,433,621.2386,-7883.13623046875,1774.3514,65.02
2170000,434,65.29,434,651.9069,-15121.7021484375,327.5943,65.16
2175000,435,64.98,435,655.376,-12733.091796875,369.4489,65.46
2180000,436,66.25,436,643.586,-11566.6005859375,358.0692,65.51
2185000,437,67.07,437,619.661,-16781.658203125,373.35,67.39
2190000,438,68.07,438,635.2052,-15564.0546875,308.706,68.08
2195000,439,68.99,439,652.1332,-16177.23046875,352.601,68.89
2200000,440,64.69,440,650.4949,-10768.3173828125,438.181,65.22
2205000,441,64.97,441,626.1997,-15396.9443359375,375.2216,65.95
2210000,442,65.51,442,640.8019,-15693.2998046875,347.8464,65.0
2215000,443,66.85,443,635.454,-15319.72265625,320.0872,65.08
2220000,444,64.18,444,633.9129,-17420.478515625,376.7696,64.09
2225000,445,67.88,445,645.3712,-15529.0908203125,377.1325,67.14
2230000,446,65.87,446,611.6294,-15972.4501953125,287.3644,66.4
2235000,447,66.15,447,641.1878,-15264.251953125,323.6673,67.01
2240000,448,64.98,448,633.103,-17006.126953125,403.7515,66.12
2245000,449,70.86,449,643.1459,-17877.830078125,393.6563,70.86
2250000,450,63.14,450,629.112,-16066.001953125,348.0934,65.93
2255000,451,66.05,451,618.563,-16552.638671875,340.4259,66.91
2260000,452,63.81,452,653.3775,-15847.6845703125,305.6712,66.37
2265000,453,68.14,453,624.4314,-16835.5703125,381.7541,69.39
2270000,454,74.95,454,609.8646,-17095.763671875,1085.3535,70.81
2275000,455,68.33,455,610.1082,-16817.78125,328.736,68.17
2280000,456,71.69,456,621.3115,-17571.7890625,308.905,78.3
2285000,457,65.17,457,657.0596,-18178.900390625,368.8504,66.58
2290000,458,66.44,458,595.1545,-17227.263671875,361.6319,67.1
2295000,459,67.58,459,603.0679,-16809.416015625,344.3037,67.24
2300000,460,68.3,460,601.6792,-17732.87109375,355.1897,67.65
2305000,461,65.69,461,623.4783,-18023.734375,438.0826,65.58
2310000,462,70.48,462,665.8604,-18588.599609375,419.1922,69.82
2315000,463,71.17,463,611.2579,-17354.359375,296.9191,70.97
2320000,464,71.89,464,584.2889,-16783.375,281.5461,71.66
2325000,465,68.49,465,602.3681,-18311.240234375,388.7217,70.02
2330000,466,68.74,466,585.9581,-18254.673828125,381.2813,68.47
2335000,467,70.54,467,580.1934,-17712.32421875,324.1303,71.08
2340000,468,66.81,468,613.1848,-18420.501953125,324.8747,68.07
2345000,469,70.17,469,650.465,-18598.4453125,367.7299,70.37
2350000,470,66.86,470,634.1908,-18877.07421875,408.2393,67.81
2355000,471,79.27,471,582.9419,-17312.8828125,270.1932,77.22
2360000,472,79.57,472,577.0759,-18000.447265625,301.6912,82.09
2365000,473,79.51,473,580.0824,-17962.2109375,306.6366,77.62
2370000,474,75.54,474,584.5672,-18296.953125,284.5046,72.07
2375000,475,58.23,475,581.4533,-18129.7265625,339.8906,61.56
2380000,476,68.88,476,603.7747,-18129.953125,283.1697,66.95
2385000,477,67.76,477,597.7862,-17716.728515625,270.6026,67.09
2390000,478,64.94,478,601.1877,-18033.775390625,279.823,64.44
2395000,479,67.23,479,608.06,-17952.80859375,310.185,67.36
2400000,480,68.17,480,588.3387,-18103.591796875,291.155,68.18
2405000,481,67.24,481,567.2632,-18147.044921875,344.7128,68.74
2410000,482,66.73,482,616.5189,-17235.9609375,835.0139,66.64
2415000,483,64.35,483,609.0067,-18817.755859375,1102.5283,65.12
2420000,484,63.1,484,605.2422,-18584.18359375,331.0739,65.1
2425000,485,66.53,485,616.4418,-18198.765625,341.7882,66.34
2430000,486,66.28,486,609.2714,-18178.529296875,309.4822,66.56
2435000,487,61.43,487,574.1503,-17797.1328125,293.1751,64.47
2440000,488,65.34,488,601.2383,-17472.572265625,325.3231,65.18
2445000,489,66.22,489,595.6694,-18532.40234375,374.679,66.56
2450000,490,65.48,490,609.727,-18488.078125,339.7503,65.06
2455000,491,68.87,491,609.058,-17982.525390625,293.6697,67.16
2460000,492,65.38,492,575.5763,-18269.73046875,317.2732,65.58
2465000,493,66.34,493,618.8247,-18116.466796875,1645.3238,67.14
2470000,494,71.07,494,597.9763,-18324.39453125,306.4827,70.99
2475000,495,67.3,495,594.2986,-18467.41796875,358.7417,67.81
2480000,496,66.71,496,594.2082,-18527.607421875,311.6028,66.29
2485000,497,67.25,497,621.0318,-18686.078125,337.6945,65.7
2490000,498,68.36,498,620.5103,-18200.17578125,323.6571,84.02
2495000,499,69.85,499,638.3458,-18581.755859375,351.8192,71.58
2500000,500,69.5,500,590.6014,-18276.9921875,325.8829,68.19
2505000,501,66.65,501,619.9892,-18344.875,411.7463,66.22
2510000,502,69.63,502,631.4198,-18418.74609375,441.159,69.12
2515000,503,66.95,503,627.3651,-18476.42578125,676.6591,67.53
2520000,504,64.96,504,617.407,-18731.53125,509.5495,64.53
2525000,505,69.05,505,604.2707,-18833.8046875,644.4942,67.05
2530000,506,64.41,506,620.0014,-18297.802734375,442.6356,65.26
2535000,507,67.07,507,625.6022,-18538.2109375,409.2959,66.32
2540000,508,66.61,508,630.3005,-19039.23828125,681.0641,66.71
2545000,509,64.43,509,617.2098,-18817.02734375,358.7066,64.57
2550000,510,68.98,510,630.1823,-18738.876953125,510.5465,68.58
2555000,511,68.06,511,639.7604,-18958.572265625,672.8464,67.99
2560000,512,70.75,512,639.8214,-18978.9375,427.2626,69.82
2565000,513,67.54,513,631.3938,-19089.703125,1412.5694,67.4
2570000,514,65.63,514,660.886,-19019.291015625,372.9158,66.03
2575000,515,65.92,515,672.6068,-19142.716796875,371.5,64.31
2580000,516,62.63,516,631.6123,-18874.001953125,364.093,63.53
2585000,517,59.81,517,628.7067,-19010.609375,355.0276,60.17
2590000,518,59.31,518,641.3974,-18972.63671875,897.1586,60.14
2595000,519,54.22,519,615.1762,-18741.08984375,347.4723,54.04
2600000,520,55.61,520,592.8869,-18613.287109375,384.7546,55.99
2605000,521,58.69,521,644.343,-19196.076171875,540.5677,59.49
2610000,522,59.51,522,628.5352,-19078.109375,337.0038,58.64
2615000,523,57.13,523,631.7,-19240.203125,410.369,57.97
2620000,524,58.0,524,642.3988,-19243.3984375,332.4541,59.59
2625000,525,65.15,525,617.9738,-18991.69921875,477.2541,64.59
2630000,526,67.34,526,634.8325,-19104.720703125,517.5404,65.38
2635000,527,66.3,527,587.7029,-18885.072265625,543.1629,63.2
2640000,528,64.13,528,635.5515,-19113.064453125,428.4,63.56
2645000,529,62.68,529,640.5495,-19273.158203125,566.4362,62.1
2650000,530,68.5,530,623.7295,-19285.861328125,574.6845,64.96
2655000,531,60.68,531,641.9971,-19471.68359375,1535.5428,61.34
2660000,532,63.9,532,638.1978,-19221.7265625,608.8782,62.91
2665000,533,63.87,533,640.215,-19341.099609375,593.9534,63.79
2670000,534,63.9,534,643.2982,-19175.572265625,519.5784,63.75
2675000,535,64.15,535,652.7072,-19355.03515625,816.9244,64.25
2680000,536,64.44,536,641.1943,-19408.244140625,954.1064,64.13
2685000,537,64.44,537,650.8964,-19403.62109375,512.381,64.18
2690000,538,66.39,538,632.4226,-19269.89453125,757.9622,66.25
2695000,539,64.9,539,616.4188,-19233.875,644.254,64.14
2700000,540,61.42,540,671.039,-19453.83984375,786.6803,61.33
2705000,541,68.28,541,637.6837,-19429.68359375,985.243,66.48
2710000,542,63.53,542,647.4048,-19607.11328125,1457.2972,62.77
2715000,543,63.79,543,649.4394,-19511.046875,1781.918,60.42
2720000,544,66.1,544,633.111,-19302.650390625,1507.4609,63.12
2725000,545,64.05,545,626.2866,-18871.88671875,883.5055,63.79
2730000,546,62.79,546,649.8596,-19328.470703125,1365.6493,62.49
2735000,547,63.67,547,638.4341,-19351.5390625,1161.3323,62.23
2740000,548,66.54,548,654.3872,-19553.375,1688.0829,66.82
2745000,549,66.7,549,605.5076,-19002.556640625,672.5931,65.46
2750000,550,66.82,550,648.9407,-19520.97265625,1670.5554,66.13
2755000,551,66.29,551,611.8463,-18953.34765625,878.3227,63.96
2760000,552,65.99,552,625.7504,-19077.201171875,931.7748,64.78
2765000,553,65.92,553,620.6612,-19055.51171875,538.8007,63.37
2770000,554,62.93,554,632.502,-19039.06640625,896.4802,63.23
2775000,555,61.81,555,644.814,-19443.083984375,1783.3802,63.3
2780000,556,62.38,556,634.1931,-19010.953125,1218.2542,65.89
2785000,557,66.92,557,641.8615,-19381.37890625,1369.7995,65.7
2790000,558,64.3,558,658.4168,-19538.70703125,1813.3262,63.57
2795000,559,60.77,559,628.1672,-19388.80078125,1671.2933,60.56
2800000,560,60.54,560,641.519,-19342.251953125,1683.3628,61.54
2805000,561,61.88,561,637.7045,-19286.47265625,980.6792,63.3
2810000,562,60.48,562,632.8859,-19326.283203125,1297.5754,62.17
2815000,563,61.12,563,665.874,-19382.1875,1545.8218,61.75
2820000,564,57.96,564,670.5029,-19583.9453125,1755.7992,59.6
2825000,565,62.14,565,662.8076,-19549.685546875,1993.0807,60.93
2830000,566,61.66,566,671.3375,-19595.103515625,2097.6502,63.04
2835000,567,62.08,567,664.0213,-19481.697265625,1825.5654,63.57
2840000,568,64.33,568,664.1514,-19530.1171875,1506.9382,64.06
2845000,569,64.0,569,651.0775,-19220.591796875,874.8432,65.06
2850000,570,55.13,570,644.7573,-19319.138671875,1116.0871,59.17
2855000,571,56.47,571,665.8091,-19495.853515625,1384.4796,58.79
2860000,572,57.13,572,661.1885,-19414.20703125,1026.8594,57.85
2865000,573,59.71,573,645.8143,-19406.8984375,876.1504,59.4
2870000,574,57.1,574,648.9201,-19218.4765625,548.2291,58.16
2875000,575,61.08,575,672.9758,-19536.720703125,1595.0144,60.75
2880000,576,60.91,576,638.8255,-19298.375,835.2503,60.02
2885000,577,56.45,577,662.5668,-19528.509765625,1193.5909,59.31
2890000,578,57.59,578,656.5635,-19483.75390625,1052.9871,59.04
2895000,579,58.78,579,638.661,-19300.44921875,1058.5637,60.34
2900000,580,56.29,580,647.6587,-19346.0625,707.8082,57.84
2905000,581,58.16,581,650.2012,-19511.185546875,710.702,59.51
2910000,582,60.32,582,659.8071,-19671.05078125,1749.5751,60.69
2915000,583,60.09,583,642.1757,-19407.72265625,753.7755,58.46
2920000,584,60.45,584,643.2339,-19421.830078125,757.4627,59.97
2925000,585,59.87,585,657.1486,-19588.83984375,1009.3147,58.45
2930000,586,58.2,586,668.6019,-19709.541015625,1304.9653,59.3
2935000,587,59.44,587,649.25,-19499.828125,1019.623,60.75
2940000,588,60.39,588,654.3882,-19608.23046875,943.2453,60.07
2945000,589,60.16,589,656.2447,-19523.953125,1058.5274,60.4
2950000,590,60.91,590,674.0992,-19649.7734375,1432.7317,60.38
2955000,591,59.96,591,650.7944,-19505.81640625,1435.3811,59.86
2960000,592,60.73,592,650.5952,-19445.712890625,1541.8922,59.31
2965000,593,60.16,593,649.3825,-19508.837890625,935.1692,59.43
2970000,594,60.7,594,659.655,-19565.8828125,1544.0774,59.01
2975000,595,61.09,595,653.6594,-19505.396484375,1123.6084,59.43
2980000,596,60.66,596,643.6904,-19334.076171875,588.3173,58.88
2985000,597,61.02,597,647.4522,-19522.171875,1174.9869,56.94
2990000,598,58.63,598,643.4836,-19575.798828125,1428.7731,59.3
2995000,599,57.63,599,652.2196,-19538.666015625,603.9723,60.21
