Reward Loss,Running Reverse KL,Real Sto Return,Running Update Time,Itration,Running Forward KL,Real Det Return,Running Env Steps
-8599.5966796875,84.2605,162.57,387,387,76.2753,174.67,1935000
-9233.896484375,58.7189,837.07,388,388,69.338,946.38,1940000
-9432.3525390625,74.6694,730.41,389,389,70.9361,777.49,1945000
-9311.6376953125,170.9158,864.64,390,390,73.5205,1183.32,1950000
-9176.5654296875,82.0312,915.62,391,391,71.0294,511.9,1955000
-8926.9814453125,86.4522,1210.53,392,392,69.8745,1081.15,1960000
-9737.521484375,90.6303,1233.62,393,393,70.307,1503.42,1965000
-9364.328125,76.5987,1005.27,394,394,70.6755,1252.62,1970000
-9066.2080078125,257.6276,-838.18,395,395,78.7627,-1235.47,1975000
-9122.2900390625,185.4661,-716.37,396,396,74.0078,-727.68,1980000
-9466.98828125,95.0168,1181.93,397,397,71.651,279.47,1985000
-9414.3544921875,106.6331,1738.88,398,398,72.5267,2305.26,1990000
-10000.5234375,54.532,2184.16,399,399,72.2307,2384.54,1995000
-10634.33984375,54.0978,2356.57,400,400,73.8092,2710.09,2000000
-10178.9248046875,55.9756,1563.76,401,401,72.9393,3144.48,2005000
-11136.625,73.1223,2959.67,402,402,76.8187,3187.37,2010000
-11191.6728515625,60.5267,2486.86,403,403,75.8009,2773.37,2015000
-10797.1728515625,72.688,2662.86,404,404,76.4537,3702.93,2020000
-10869.8818359375,58.4567,2835.38,405,405,75.0147,3254.98,2025000
-10723.6201171875,55.454,2905.08,406,406,73.5353,2947.27,2030000
-10392.9248046875,49.7801,2714.47,407,407,71.1231,2916.35,2035000
-10291.6455078125,51.7709,3128.25,408,408,71.2359,2718.71,2040000
-10055.693359375,76.4289,2339.82,409,409,72.1093,2255.14,2045000
-9881.81640625,50.7892,3317.78,410,410,71.5132,3447.98,2050000
-10096.8359375,53.0637,3061.82,411,411,71.9163,3192.61,2055000
-10277.6337890625,50.2736,2890.36,412,412,70.7774,3433.74,2060000
-9926.2138671875,45.218,2119.63,413,413,68.2616,3811.3,2065000
-11054.763671875,56.7727,2945.34,414,414,72.9335,3700.96,2070000
-11133.9775390625,56.086,3364.01,415,415,74.0192,4085.07,2075000
-11499.501953125,56.841,3020.77,416,416,74.4645,4137.7,2080000
-11287.4814453125,58.4555,3308.34,417,417,74.8092,4411.43,2085000
-10656.9697265625,51.9915,3922.81,418,418,70.7534,4559.8,2090000
-11153.59765625,53.2018,3861.8,419,419,71.7913,4355.72,2095000
-10657.4296875,50.5205,3477.72,420,420,70.7994,3811.53,2100000
-10131.6279296875,49.2135,4135.56,421,421,70.4466,4071.61,2105000
-11526.0419921875,54.514,3605.44,422,422,72.685,4965.47,2110000
-10605.3310546875,44.9693,4020.78,423,423,67.946,4296.15,2115000
-10978.8994140625,49.7759,4113.34,424,424,71.2992,4284.9,2120000
-11204.9580078125,56.4542,3028.55,425,425,71.3965,4390.7,2125000
-11882.716796875,58.3525,3624.31,426,426,74.5768,4692.66,2130000
-11733.6044921875,60.0523,3894.85,427,427,75.0319,5188.7,2135000
-11610.9599609375,54.2296,3460.35,428,428,73.6815,5231.47,2140000
-11586.982421875,59.4205,4559.22,429,429,74.4827,5364.28,2145000
-11317.4150390625,55.5139,4196.12,430,430,72.3248,4864.92,2150000
-11238.7412109375,53.6761,4248.53,431,431,72.3072,5165.53,2155000
-11623.4931640625,57.726,4245.17,432,432,73.1881,4904.38,2160000
-11292.568359375,55.4356,4634.58,433,433,72.5416,5026.21,2165000
-11305.466796875,55.1415,4596.36,434,434,70.7094,5158.71,2170000
-11411.880859375,71.5345,4398.08,435,435,75.7562,4809.42,2175000
-11813.6806640625,64.1234,4495.56,436,436,76.1191,5122.4,2180000
-11850.6923828125,65.6152,4196.45,437,437,76.5152,5198.32,2185000
-11704.751953125,61.6339,4046.91,438,438,75.3426,5126.93,2190000
-11907.3955078125,63.8294,4397.52,439,439,75.898,4958.17,2195000
-11527.2578125,72.1857,4603.97,440,440,73.0007,5096.04,2200000
-12044.4365234375,65.4709,4595.4,441,441,76.8799,5217.18,2205000
-11579.341796875,59.765,4292.32,442,442,73.6538,5237.6,2210000
-11925.220703125,65.086,4252.63,443,443,75.7165,5356.12,2215000
-12302.53125,68.856,4190.14,444,444,77.6533,5146.37,2220000
-12616.0009765625,77.1742,4993.77,445,445,80.284,5266.61,2225000
-12345.4814453125,66.1855,4376.95,446,446,76.8133,5522.42,2230000
-12269.0029296875,74.3307,4445.02,447,447,79.3793,5115.79,2235000
-12453.93359375,70.162,4983.71,448,448,76.7758,4642.43,2240000
-12536.28125,67.7608,4790.15,449,449,77.0682,5554.34,2245000
-12437.982421875,65.3578,4618.45,450,450,75.7794,5314.48,2250000
-12520.7880859375,68.6771,4679.94,451,451,79.0241,5578.88,2255000
-12325.0849609375,65.9312,4630.43,452,452,75.6047,5598.31,2260000
-12299.068359375,65.5467,4539.0,453,453,75.2596,5065.68,2265000
-12960.4931640625,74.2894,5113.97,454,454,81.3685,5262.93,2270000
-12337.486328125,68.7008,4748.85,455,455,77.229,5468.4,2275000
-12516.4228515625,70.2446,3961.52,456,456,77.2655,4564.39,2280000
-13030.9658203125,78.0426,4193.71,457,457,81.4942,5467.95,2285000
-12946.9921875,71.7164,4889.11,458,458,78.4984,5391.73,2290000
-12689.8349609375,71.3116,4200.42,459,459,80.7488,4541.4,2295000
-12698.3837890625,76.0014,3031.73,460,460,81.9004,4302.29,2300000
-12853.8681640625,71.152,3898.89,461,461,78.9662,4761.13,2305000
-12508.0283203125,67.5883,3098.51,462,462,77.7153,4929.02,2310000
-12289.880859375,136.0506,3551.12,463,463,82.1745,4486.31,2315000
-12475.7099609375,128.7505,2364.19,464,464,80.9977,4331.86,2320000
-12281.8505859375,115.622,990.05,465,465,82.2549,2833.47,2325000
-11096.140625,199.3624,1025.73,466,466,85.9626,513.55,2330000
-11870.830078125,142.3586,2326.62,467,467,78.6213,3421.97,2335000
-13038.884765625,74.5463,3420.65,468,468,80.1091,4409.62,2340000
-13031.654296875,74.7332,4232.43,469,469,77.2736,5491.3,2345000
-13375.6806640625,75.5019,4282.47,470,470,78.9377,5219.2,2350000
-12264.1455078125,93.3439,3701.41,471,471,74.1106,4992.64,2355000
-12896.255859375,65.3111,4130.01,472,472,76.1728,4477.3,2360000
-11772.9638671875,103.412,4312.66,473,473,74.6271,4553.36,2365000
-11768.3408203125,181.5986,2940.44,474,474,80.1242,3668.82,2370000
-12097.3232421875,151.2588,3051.56,475,475,83.3288,4139.62,2375000
-11867.099609375,79.4451,3597.82,476,476,74.6958,4507.4,2380000
-12941.2880859375,72.2642,3840.38,477,477,78.6589,3689.22,2385000
-12393.95703125,141.4614,2939.86,478,478,79.3174,4105.68,2390000
-13427.5009765625,69.6368,3816.63,479,479,80.2445,5244.78,2395000
-13424.076171875,71.2597,4173.74,480,480,81.0419,4850.83,2400000
-12177.0927734375,58.2009,4456.56,481,481,73.5967,4408.58,2405000
-12907.0205078125,80.529,3989.22,482,482,77.0911,4761.43,2410000
