Real Sto Return,Itration,Reward Loss,Running Env Steps,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time
4269.43,779,-53451.8515625,3895000,4297.52,17.542,43.1518,779
4248.48,780,-53468.0859375,3900000,4283.77,18.0141,43.4203,780
4286.67,781,-54137.203125,3905000,4315.33,17.8339,43.6377,781
4280.74,782,-54024.3515625,3910000,4315.79,17.7395,43.3634,782
4265.04,783,-53700.10546875,3915000,4293.95,17.3224,43.3742,783
4261.77,784,-53293.09765625,3920000,4290.19,17.5437,43.2246,784
4288.03,785,-54102.58984375,3925000,4299.9,17.542,43.4965,785
4276.5,786,-54185.84375,3930000,4311.8,17.8394,43.3922,786
4270.72,787,-53372.05859375,3935000,4284.9,17.635,43.6633,787
4280.95,788,-53893.2734375,3940000,4313.93,17.9267,43.3993,788
4248.06,789,-53371.62109375,3945000,4290.7,17.3711,43.682,789
4272.87,790,-54161.87890625,3950000,4276.57,17.7423,43.4048,790
4267.48,791,-54294.31640625,3955000,4291.04,17.3779,43.2044,791
4288.35,792,-54379.32421875,3960000,4307.69,17.758,43.1975,792
4279.53,793,-54240.0703125,3965000,4327.44,17.4649,43.6496,793
4302.71,794,-53757.671875,3970000,4305.77,17.5357,43.6931,794
4293.6,795,-54324.3046875,3975000,4314.44,17.7578,43.4849,795
4266.06,796,-54668.84765625,3980000,4285.37,17.4627,43.2714,796
4312.88,797,-54830.28125,3985000,4335.07,17.2998,43.2651,797
4267.0,798,-54813.47265625,3990000,4297.37,17.6205,43.3547,798
4277.0,799,-54413.90234375,3995000,4301.43,17.4378,43.1277,799
4203.02,800,-54671.046875,4000000,4313.74,17.8186,43.4546,800
4308.27,801,-54399.67578125,4005000,4319.09,17.6536,43.4351,801
4305.01,802,-54875.89453125,4010000,4346.9,17.3077,43.2034,802
4285.25,803,-54552.2890625,4015000,4331.98,17.4009,43.0355,803
4011.14,804,-54238.5625,4020000,4275.09,17.1094,43.2163,804
4175.46,805,-54222.546875,4025000,4334.56,16.8637,43.1959,805
4216.56,806,-54676.32421875,4030000,4299.38,17.0912,43.4213,806
4250.05,807,-55297.55859375,4035000,4276.98,17.2589,43.1742,807
4283.66,808,-55583.62890625,4040000,4313.49,17.5512,43.0955,808
4288.68,809,-55094.69140625,4045000,4312.88,17.6775,43.4647,809
4215.61,810,-55107.0546875,4050000,4277.21,16.7482,43.1241,810
3824.81,811,-55056.6171875,4055000,4306.28,16.5859,43.2009,811
4219.18,812,-55811.046875,4060000,4268.33,17.1414,43.3749,812
4146.49,813,-54844.18359375,4065000,4307.64,16.9378,43.431,813
4151.68,814,-55016.57421875,4070000,4267.23,16.7668,43.4606,814
4280.63,815,-55125.484375,4075000,4306.17,16.3758,43.1764,815
4257.48,816,-55329.84375,4080000,4289.77,16.3448,43.2364,816
3885.25,817,-55391.65234375,4085000,4265.7,17.0912,43.4649,817
3985.98,818,-55198.42578125,4090000,4318.72,17.144,43.3133,818
4121.83,819,-55084.20703125,4095000,4296.18,17.0534,43.1992,819
4257.17,820,-55806.26171875,4100000,4304.95,17.0065,43.2979,820
3905.6,821,-54746.37109375,4105000,4229.28,17.5898,43.5609,821
4200.78,822,-55142.94140625,4110000,4213.71,16.8536,43.3402,822
4242.03,823,-55063.484375,4115000,4279.02,17.3013,43.5766,823
3832.58,824,-55574.203125,4120000,4283.28,19.8582,43.4198,824
4269.43,825,-55547.57421875,4125000,4320.62,16.9562,43.4682,825
4169.07,826,-56460.671875,4130000,4294.89,17.3152,43.4966,826
4057.66,827,-54661.05859375,4135000,4307.26,18.9163,43.693,827
4221.42,828,-55211.45703125,4140000,4295.78,17.5984,43.3162,828
4129.08,829,-55434.9140625,4145000,4301.15,17.3356,43.6345,829
4069.15,830,-55477.28515625,4150000,4323.67,17.6762,43.4617,830
4177.65,831,-56288.30078125,4155000,4332.31,17.3256,43.1369,831
4292.02,832,-55586.96875,4160000,4291.0,17.432,42.8047,832
4190.58,833,-55468.3984375,4165000,4336.55,17.7541,43.4964,833
4187.25,834,-54919.4453125,4170000,4338.69,17.362,43.4218,834
4102.98,835,-55161.40625,4175000,4342.11,18.0356,43.4943,835
4119.87,836,-56334.53125,4180000,4328.75,18.0783,43.5364,836
4172.87,837,-55417.2578125,4185000,4385.81,17.7102,43.0199,837
4298.79,838,-55481.4453125,4190000,4329.9,17.1261,43.5,838
3887.84,839,-54938.171875,4195000,4341.23,16.7312,43.7068,839
4318.86,840,-56002.8125,4200000,4353.14,17.7806,43.3876,840
4355.97,841,-55910.19140625,4205000,4370.96,18.1647,43.2628,841
4328.99,842,-57044.74609375,4210000,4365.43,17.9761,43.7407,842
4332.98,843,-55367.00390625,4215000,4339.75,16.4582,43.2933,843
4284.65,844,-55956.6875,4220000,4359.31,17.3494,43.2999,844
4342.31,845,-56709.984375,4225000,4347.82,18.3706,43.4524,845
4168.53,846,-55728.84375,4230000,4351.2,17.0377,43.5023,846
4192.19,847,-56652.37109375,4235000,4354.5,17.4393,43.3217,847
4310.14,848,-56429.26171875,4240000,4352.79,17.5314,43.3741,848
4320.54,849,-55749.046875,4245000,4364.51,16.9146,43.1788,849
4316.32,850,-56743.01171875,4250000,4341.39,17.7559,43.2511,850
4119.05,851,-56407.87109375,4255000,4325.64,16.7859,43.4569,851
3937.96,852,-56042.2109375,4260000,4314.8,18.0088,43.2924,852
4125.88,853,-55894.2421875,4265000,4344.35,18.367,43.4628,853
4354.53,854,-56589.21875,4270000,4385.64,17.8969,43.1232,854
4331.06,855,-56795.46875,4275000,4396.38,18.091,43.3977,855
4336.67,856,-56879.890625,4280000,4362.72,17.7225,43.5705,856
4160.5,857,-56307.27734375,4285000,4354.01,17.6211,43.4178,857
4362.22,858,-56830.40234375,4290000,4380.61,18.401,43.605,858
4337.18,859,-56568.7265625,4295000,4391.29,18.3103,43.203,859
4393.41,860,-57430.94140625,4300000,4423.58,17.78,43.4524,860
4302.08,861,-57856.015625,4305000,4356.65,23.4883,43.8209,861
1058.56,862,-53785.3671875,4310000,844.67,54.9872,47.4695,862
795.39,863,-55800.828125,4315000,603.04,60.8528,48.5879,863
838.45,864,-54238.859375,4320000,973.37,64.4743,48.1709,864
1541.68,865,-52599.8125,4325000,1788.39,63.7742,46.4569,865
523.96,866,-52049.00390625,4330000,366.55,61.6413,47.9073,866
922.48,867,-53501.37109375,4335000,860.95,61.9121,48.5306,867
1127.61,868,-55025.29296875,4340000,942.26,87.6672,47.0111,868
1423.14,869,-56371.703125,4345000,1632.46,58.2421,46.0739,869
2337.27,870,-57603.48828125,4350000,2807.16,37.6013,44.2411,870
117.77,871,-53805.7421875,4355000,90.07,74.4186,48.0017,871
1709.73,872,-55078.1953125,4360000,1831.83,54.2096,45.7454,872
3308.78,873,-57170.921875,4365000,3468.87,29.6776,44.3553,873
3780.68,874,-58198.5078125,4370000,4112.95,23.5691,43.9389,874
3406.53,875,-58545.64453125,4375000,4052.32,20.003,44.0466,875
3691.05,876,-58758.83203125,4380000,4280.22,21.2267,44.1659,876
3193.26,877,-58386.67578125,4385000,3345.0,25.253,44.3445,877
3419.36,878,-59085.6015625,4390000,4163.48,26.8285,44.5839,878
4067.43,879,-58790.0078125,4395000,4213.52,20.6221,44.1983,879
3261.13,880,-57978.12890625,4400000,4301.93,24.3879,44.4079,880
3422.69,881,-57056.65234375,4405000,4105.81,28.4025,44.444,881
3817.45,882,-57183.4296875,4410000,4231.8,23.2986,43.7632,882
4046.6,883,-57966.74609375,4415000,4156.24,19.8492,43.93,883
3885.1,884,-57924.6953125,4420000,4254.48,23.9541,43.5666,884
4171.03,885,-58186.85546875,4425000,4304.37,19.9037,44.1787,885
4204.16,886,-57529.88671875,4430000,4268.19,22.5034,43.8485,886
4235.59,887,-57439.65234375,4435000,4277.22,21.3951,43.9113,887
4238.48,888,-57563.56640625,4440000,4210.51,19.4175,43.7479,888
4275.87,889,-57849.4609375,4445000,4325.39,19.3338,43.6969,889
4046.99,890,-58102.68359375,4450000,4297.76,19.2659,43.4769,890
4082.9,891,-58169.9375,4455000,4246.93,19.7652,43.9362,891
4149.05,892,-58379.60546875,4460000,4297.97,19.3004,43.6631,892
4266.46,893,-59259.96875,4465000,4224.62,19.3613,43.6952,893
4162.75,894,-58627.953125,4470000,4253.95,18.8044,43.7304,894
4269.67,895,-58477.61328125,4475000,4203.9,18.9466,43.5178,895
4272.61,896,-58885.1015625,4480000,4297.59,19.304,43.6449,896
4104.0,897,-59026.26953125,4485000,4303.3,19.3975,43.704,897
4102.58,898,-58724.6875,4490000,4286.89,18.6064,43.7167,898
4165.67,899,-59476.90234375,4495000,4317.65,19.0507,43.6803,899
4139.38,900,-58911.61328125,4500000,4343.83,19.368,43.512,900
4266.69,901,-58413.88671875,4505000,4307.65,19.0257,43.4855,901
4271.9,902,-58737.1875,4510000,4315.23,19.3347,43.643,902
4277.01,903,-59061.859375,4515000,4342.46,19.1281,43.3806,903
4318.83,904,-59102.52734375,4520000,4373.5,19.288,43.2638,904
4225.27,905,-59658.3359375,4525000,4324.8,18.9917,43.6992,905
4319.43,906,-59349.9609375,4530000,4361.04,19.3606,43.8516,906
4267.29,907,-58892.34765625,4535000,4307.95,19.1571,43.8702,907
4283.09,908,-59506.97265625,4540000,4318.61,19.5697,43.6044,908
4317.27,909,-59222.9140625,4545000,4349.19,19.2653,43.7473,909
4310.9,910,-59811.46875,4550000,4346.81,19.3148,43.7879,910
4296.26,911,-59482.11328125,4555000,4342.42,19.1095,43.5145,911
4301.62,912,-59653.40234375,4560000,4346.65,19.3323,43.6952,912
4329.13,913,-59833.63671875,4565000,4386.43,19.2981,43.4788,913
4317.73,914,-59937.0,4570000,4346.7,18.8366,43.381,914
4295.33,915,-59021.390625,4575000,4349.34,19.2956,43.162,915
4318.46,916,-60559.4453125,4580000,4376.27,18.9879,43.3308,916
4304.93,917,-60023.80859375,4585000,4335.01,18.7518,43.0135,917
4309.87,918,-60392.59765625,4590000,4346.87,18.8005,43.7014,918
4298.16,919,-59888.98828125,4595000,4286.56,18.5904,43.6697,919
4313.96,920,-60195.60546875,4600000,4342.78,18.2543,43.3998,920
4309.45,921,-60286.83203125,4605000,4330.76,17.9291,43.6283,921
4308.02,922,-60724.04296875,4610000,4319.66,19.0358,43.6873,922
4292.72,923,-60642.4375,4615000,4291.88,18.4944,43.4284,923
4295.32,924,-60464.54296875,4620000,4301.29,18.7302,43.5149,924
4153.76,925,-60167.73828125,4625000,4310.81,18.8566,43.4723,925
4256.77,926,-60135.78125,4630000,4311.56,18.0995,43.5135,926
4295.99,927,-60845.60546875,4635000,4336.76,19.4032,43.7343,927
4333.01,928,-60983.5078125,4640000,4359.31,19.0335,43.5855,928
4315.22,929,-60738.22265625,4645000,4356.68,19.0721,43.6914,929
4294.47,930,-62113.18359375,4650000,4324.21,18.8962,43.4691,930
4311.68,931,-61252.8046875,4655000,4332.8,19.3573,43.5266,931
4334.35,932,-62266.96484375,4660000,4360.08,19.5737,43.699,932
4338.79,933,-62168.55859375,4665000,4389.01,19.3777,43.4705,933
4332.54,934,-62154.09375,4670000,4359.91,18.886,43.6468,934
4298.86,935,-61772.7109375,4675000,4335.58,19.0571,43.474,935
4305.94,936,-61252.78515625,4680000,4327.11,18.086,43.3125,936
4301.35,937,-61662.76953125,4685000,4327.96,19.4176,43.5969,937
4313.86,938,-62339.421875,4690000,4330.95,19.0027,43.5956,938
4295.25,939,-62655.7734375,4695000,4320.45,19.1301,43.6303,939
4326.9,940,-62532.86328125,4700000,4387.74,19.1325,43.4369,940
4298.85,941,-61574.0234375,4705000,4363.15,19.1971,43.5131,941
4308.45,942,-61194.81640625,4710000,4329.96,19.2181,43.8553,942
4221.66,943,-61763.3984375,4715000,4355.8,19.3771,43.6713,943
4332.94,944,-62366.33984375,4720000,4363.51,19.3046,43.7827,944
4218.3,945,-62236.06640625,4725000,4313.2,18.6592,43.2707,945
4311.3,946,-61739.48828125,4730000,4343.42,18.9874,43.5346,946
4327.93,947,-62849.890625,4735000,4378.12,19.2176,43.3522,947
4355.1,948,-62346.42578125,4740000,4371.15,18.8156,43.1821,948
4316.58,949,-61855.2890625,4745000,4340.08,18.5779,43.6218,949
4339.63,950,-61583.71484375,4750000,4375.78,18.5847,43.1614,950
4346.01,951,-62848.26171875,4755000,4349.87,18.7092,43.3761,951
