Real Sto Return,Itration,Running Update Time,Running Reverse KL,Running Forward KL,Reward Loss,Running Env Steps,Real Det Return
57.09,405,405,1050.9644,718.2593,-99178.1953125,2025000,57.31
58.2,406,406,1124.5714,730.4168,-99257.421875,2030000,58.06
102.53,407,407,1002.0921,540.8102,-98250.0078125,2035000,198.39
76.66,408,408,1071.9581,618.58,-98560.65625,2040000,87.25
57.56,409,409,1150.1285,756.313,-99353.15625,2045000,57.46
55.26,410,410,1208.9885,741.0083,-99398.0625,2050000,54.54
57.6,411,411,1274.8584,789.7535,-99406.2578125,2055000,57.44
57.99,412,412,1322.5955,789.4968,-99504.90625,2060000,57.57
53.83,413,413,1363.9661,755.6489,-99489.328125,2065000,54.06
52.88,414,414,1457.2379,742.0101,-99456.453125,2070000,52.68
51.76,415,415,1479.5591,760.4135,-99586.046875,2075000,51.35
51.19,416,416,1508.2245,755.7147,-99570.890625,2080000,51.17
50.94,417,417,1449.7158,764.1485,-99528.15625,2085000,50.84
52.89,418,418,1546.3644,760.5438,-99370.0859375,2090000,52.77
52.95,419,419,1566.2839,747.59,-99416.1796875,2095000,52.38
50.56,420,420,1586.6063,764.1666,-99384.0546875,2100000,49.94
48.31,421,421,1610.489,761.1826,-99397.8828125,2105000,47.91
47.57,422,422,1641.3117,764.7137,-99523.9921875,2110000,47.64
48.0,423,423,1648.9559,745.8419,-99281.140625,2115000,46.87
48.49,424,424,1621.3778,765.2629,-99556.875,2120000,47.74
47.41,425,425,1611.2448,749.6907,-99481.0625,2125000,47.37
48.04,426,426,1619.1074,772.2223,-99346.2265625,2130000,47.18
49.39,427,427,1579.3275,708.8081,-99120.1015625,2135000,49.01
49.12,428,428,1648.1005,744.7257,-99109.4765625,2140000,48.56
49.08,429,429,1420.1727,665.875,-98118.5859375,2145000,48.75
49.71,430,430,1489.3824,687.5263,-98613.8671875,2150000,49.68
48.37,431,431,1605.9309,733.2487,-96584.1875,2155000,48.32
48.29,432,432,1599.162,693.3037,-98845.109375,2160000,47.74
53.76,433,433,1719.6594,791.8237,-99589.15625,2165000,57.04
95.59,434,434,1245.1134,674.2269,-98455.8125,2170000,101.58
53.17,435,435,690.7604,644.81,-95906.0859375,2175000,53.07
50.61,436,436,869.372,712.949,-98240.484375,2180000,50.41
48.11,437,437,1000.3473,739.231,-97221.4375,2185000,45.56
57.77,438,438,411.9003,649.9318,-73224.9609375,2190000,57.58
54.58,439,439,1108.6792,639.3481,-95183.0,2195000,51.74
49.76,440,440,1404.334,707.2379,-97233.9765625,2200000,47.13
46.28,441,441,2157.7191,735.4618,-97651.5546875,2205000,46.07
56.84,442,442,1020.8774,678.9784,-94193.2109375,2210000,55.37
57.36,443,443,1893.4562,685.9007,-95930.3203125,2215000,54.24
59.51,444,444,1388.2613,700.6812,-97458.265625,2220000,57.63
57.78,445,445,1215.3419,702.0989,-95678.1796875,2225000,56.2
56.63,446,446,2221.5681,725.2298,-97709.421875,2230000,56.93
59.48,447,447,1350.6319,703.2126,-98049.5390625,2235000,58.9
60.52,448,448,2324.064,695.2997,-96982.9453125,2240000,57.14
59.88,449,449,744.7285,670.1702,-97608.078125,2245000,55.96
63.46,450,450,1613.79,654.8156,-97080.828125,2250000,62.35
65.18,451,451,1286.7113,640.0442,-95892.2890625,2255000,65.14
63.7,452,452,391.6702,616.5548,-93346.21875,2260000,64.8
68.28,453,453,792.7227,628.6698,-95572.2265625,2265000,68.41
73.68,454,454,545.2103,626.5982,-92214.3359375,2270000,74.52
68.49,455,455,711.2672,623.5368,-93491.6640625,2275000,69.37
66.43,456,456,1024.1994,668.0204,-97379.8984375,2280000,67.31
60.73,457,457,1601.4013,694.1159,-97949.046875,2285000,61.53
68.28,458,458,1398.4529,669.2989,-97499.359375,2290000,67.94
65.26,459,459,677.9977,668.5985,-96513.484375,2295000,63.25
63.06,460,460,1306.9852,695.3182,-96555.015625,2300000,62.38
64.14,461,461,1548.3536,702.906,-97711.65625,2305000,62.98
59.32,462,462,778.026,684.4156,-95684.9296875,2310000,58.08
60.46,463,463,1160.9318,691.6815,-98709.8203125,2315000,60.77
63.35,464,464,705.9181,651.4931,-91255.8046875,2320000,64.02
56.46,465,465,927.0076,701.5967,-96873.171875,2325000,55.74
57.86,466,466,514.7767,679.8312,-95463.28125,2330000,55.18
60.19,467,467,2947.7707,726.9739,-98736.2421875,2335000,59.52
61.12,468,468,1303.5174,690.4077,-97656.421875,2340000,60.96
59.72,469,469,1402.504,676.1777,-95422.3828125,2345000,58.1
55.53,470,470,615.3344,701.9761,-96169.4609375,2350000,54.23
59.11,471,471,738.0659,690.2034,-96234.2890625,2355000,60.29
56.69,472,472,406.6644,602.5478,-87569.1484375,2360000,55.63
57.15,473,473,424.5018,667.2777,-90085.21875,2365000,56.16
49.63,474,474,485.67,649.8381,-95267.046875,2370000,48.98
52.34,475,475,358.2731,642.44,-94405.8984375,2375000,51.49
52.63,476,476,405.2409,648.5799,-95752.859375,2380000,51.83
51.21,477,477,461.288,648.7509,-92317.953125,2385000,50.19
51.01,478,478,365.7074,649.1341,-94106.03125,2390000,50.03
60.98,479,479,420.9932,724.2464,-97232.5703125,2395000,58.77
57.69,480,480,3053.3002,682.0088,-98135.984375,2400000,56.62
56.94,481,481,629.1263,662.1374,-95900.703125,2405000,57.13
49.47,482,482,629.3986,668.1989,-97911.7109375,2410000,49.47
48.71,483,483,409.7997,643.4534,-97937.3359375,2415000,48.72
55.06,484,484,634.2705,670.8056,-98486.546875,2420000,55.28
58.29,485,485,601.196,716.1772,-99164.8828125,2425000,59.45
54.75,486,486,635.3582,695.0387,-98628.0625,2430000,55.03
54.57,487,487,616.3735,699.3325,-99277.578125,2435000,53.67
56.83,488,488,821.9302,682.8111,-97814.84375,2440000,58.35
51.61,489,489,736.5466,705.6948,-98753.78125,2445000,51.58
50.15,490,490,571.3091,684.0124,-98726.328125,2450000,50.51
55.66,491,491,432.3638,639.3189,-95084.78125,2455000,55.39
51.9,492,492,536.5289,684.252,-97915.1484375,2460000,53.29
55.46,493,493,638.9745,681.276,-98386.5078125,2465000,56.26
51.43,494,494,624.3355,677.2711,-98442.6484375,2470000,51.04
54.75,495,495,492.8869,675.6665,-98474.7734375,2475000,54.98
53.29,496,496,459.8427,645.2695,-98492.859375,2480000,52.33
52.18,497,497,738.3743,744.4456,-99393.625,2485000,51.63
54.95,498,498,474.5555,679.9474,-97693.8125,2490000,55.07
51.84,499,499,540.5794,671.3107,-98550.3203125,2495000,51.6
55.2,500,500,565.6615,665.33,-98324.6484375,2500000,55.59
54.16,501,501,716.3634,716.3475,-99010.2421875,2505000,51.15
53.08,502,502,340.5456,653.6939,-96492.046875,2510000,53.08
51.48,503,503,568.3585,716.0184,-98563.75,2515000,52.55
56.06,504,504,488.9497,731.1672,-99177.9609375,2520000,56.22
52.66,505,505,495.6756,702.1285,-99092.828125,2525000,52.12
54.73,506,506,418.5136,701.9163,-98226.453125,2530000,55.49
51.95,507,507,421.7588,662.3754,-96203.515625,2535000,51.22
52.83,508,508,490.4041,656.0805,-97222.03125,2540000,52.55
51.58,509,509,1288.4534,723.127,-99034.3671875,2545000,51.12
52.11,510,510,1858.5249,718.5823,-99238.296875,2550000,52.1
54.1,511,511,1752.9594,712.82,-98927.7421875,2555000,54.21
52.24,512,512,2132.3026,731.7037,-99219.734375,2560000,52.17
50.74,513,513,2039.1625,716.9846,-99226.4296875,2565000,50.8
52.35,514,514,1705.4729,667.947,-98758.171875,2570000,52.39
53.56,515,515,2216.2481,693.2158,-98920.28125,2575000,53.92
52.51,516,516,1977.118,709.7162,-99069.8671875,2580000,52.33
50.79,517,517,1634.8115,686.9666,-97904.9453125,2585000,51.29
52.89,518,518,1665.751,686.3814,-97864.5390625,2590000,52.95
49.53,519,519,1243.6913,696.5744,-99025.296875,2595000,49.12
53.72,520,520,1752.5895,710.4393,-99002.7578125,2600000,54.02
49.39,521,521,1162.6521,674.3244,-96971.734375,2605000,49.27
49.5,522,522,1182.7794,666.6827,-98125.7578125,2610000,49.29
51.15,523,523,1054.5533,688.3542,-98047.203125,2615000,51.7
52.66,524,524,1386.2652,682.6457,-97968.2890625,2620000,52.33
50.72,525,525,1092.8559,662.6718,-97379.046875,2625000,50.16
55.13,526,526,1380.5653,706.6938,-98783.0546875,2630000,55.43
50.14,527,527,911.5431,683.4267,-96751.6953125,2635000,49.89
47.5,528,528,2345.865,745.062,-99483.359375,2640000,47.89
52.4,529,529,1329.3783,686.8418,-97988.6953125,2645000,52.2
52.44,530,530,1665.9072,705.2218,-98423.78125,2650000,52.28
52.03,531,531,1802.7887,711.8253,-98831.7890625,2655000,52.07
52.12,532,532,1371.1523,697.8121,-97948.359375,2660000,52.16
52.1,533,533,1098.125,683.5771,-98016.28125,2665000,52.11
52.28,534,534,1761.0676,706.1045,-98750.9375,2670000,52.21
55.91,535,535,1377.0247,693.2555,-97828.609375,2675000,54.66
57.65,536,536,1569.1064,688.5968,-97328.2265625,2680000,57.97
54.98,537,537,1688.0618,708.119,-98775.1015625,2685000,54.0
53.02,538,538,758.8823,620.6085,-94843.3671875,2690000,54.12
58.67,539,539,1344.3072,689.7417,-97576.9453125,2695000,58.7
58.16,540,540,920.9785,670.2042,-95715.9375,2700000,58.39
58.3,541,541,1459.6465,679.7039,-98088.8671875,2705000,57.4
55.46,542,542,1497.7217,731.639,-99379.953125,2710000,56.09
57.01,543,543,2067.2823,752.4009,-99409.8828125,2715000,57.41
53.82,544,544,2049.5548,748.6703,-99536.875,2720000,52.64
54.37,545,545,1957.6145,734.2909,-99475.046875,2725000,57.32
55.16,546,546,2064.8614,757.7942,-99531.8125,2730000,57.97
54.1,547,547,1808.3496,729.9964,-99186.140625,2735000,53.78
55.07,548,548,1491.7915,685.1112,-98636.3828125,2740000,54.66
53.47,549,549,1660.3023,748.7057,-99457.375,2745000,53.9
53.55,550,550,1588.0664,723.8646,-99343.75,2750000,53.8
52.26,551,551,1722.1069,743.7243,-99453.421875,2755000,52.33
52.4,552,552,1546.7047,750.4683,-99573.9375,2760000,52.16
56.95,553,553,1302.8595,727.4336,-98957.0859375,2765000,55.28
56.64,554,554,1155.9108,741.1183,-99306.0390625,2770000,56.81
53.4,555,555,1173.298,740.4241,-99575.140625,2775000,53.39
57.31,556,556,989.6472,744.8544,-99471.484375,2780000,57.5
52.02,557,557,875.4618,732.7108,-99365.125,2785000,52.42
52.94,558,558,637.3767,686.9689,-95935.6875,2790000,52.4
51.92,559,559,684.309,714.6215,-99095.734375,2795000,51.72
51.77,560,560,758.1702,712.1774,-98859.6640625,2800000,51.5
51.63,561,561,921.5742,733.5611,-99262.8046875,2805000,51.48
51.15,562,562,1526.0506,691.5449,-98744.4609375,2810000,51.14
51.15,563,563,2149.3985,706.4597,-98992.109375,2815000,51.24
51.16,564,564,1945.7147,673.6043,-98633.8046875,2820000,51.27
51.15,565,565,1827.4969,687.5683,-98368.3125,2825000,51.32
55.25,566,566,1943.8787,676.707,-98475.5703125,2830000,57.42
51.15,567,567,2022.6853,705.7357,-99002.703125,2835000,51.31
51.15,568,568,1780.5233,707.7422,-98831.09375,2840000,51.31
51.19,569,569,1971.1376,704.2735,-98876.8984375,2845000,51.31
51.25,570,570,1517.4051,675.8149,-98044.609375,2850000,51.32
53.26,571,571,1714.9055,697.7982,-98254.7109375,2855000,51.55
54.06,572,572,2232.0838,704.093,-99124.171875,2860000,51.19
51.17,573,573,1634.319,710.6741,-98997.203125,2865000,51.31
51.42,574,574,1575.1672,704.5424,-98818.046875,2870000,51.19
51.22,575,575,2217.337,719.5331,-98876.9375,2875000,51.31
54.43,576,576,1492.2756,723.5239,-99337.84375,2880000,53.97
58.29,577,577,1360.314,755.0494,-99469.875,2885000,58.37
54.76,578,578,1078.6914,720.2545,-99347.9140625,2890000,53.9
55.97,579,579,1673.8289,712.9892,-99179.0625,2895000,55.9
56.22,580,580,1595.4584,705.9988,-99271.34375,2900000,55.9
56.72,581,581,936.1877,734.2716,-99484.453125,2905000,55.74
55.96,582,582,898.8227,710.9103,-99019.0078125,2910000,55.91
55.4,583,583,973.6616,693.6038,-99246.890625,2915000,54.86
56.03,584,584,1118.242,719.1381,-99303.65625,2920000,55.92
55.27,585,585,1978.6856,707.6701,-99343.5625,2925000,55.88
55.73,586,586,1685.7222,707.4199,-99200.4609375,2930000,55.48
56.16,587,587,1437.7022,706.1283,-99616.734375,2935000,55.49
55.52,588,588,1231.4811,717.2789,-99527.1796875,2940000,55.52
55.78,589,589,1455.2786,686.1198,-98883.90625,2945000,55.51
56.06,590,590,1368.6799,709.8976,-99169.1328125,2950000,55.9
56.28,591,591,1373.9528,718.0047,-99499.0546875,2955000,55.51
54.64,592,592,1146.2307,733.2905,-99550.5546875,2960000,55.57
56.09,593,593,1164.9474,702.2901,-99502.375,2965000,55.57
55.38,594,594,1076.5375,713.1371,-99560.3984375,2970000,55.43
55.63,595,595,1343.372,692.723,-99540.2109375,2975000,55.57
56.1,596,596,1219.5632,708.5284,-98914.171875,2980000,56.04
55.74,597,597,1077.9242,708.9606,-99313.3125,2985000,55.57
55.84,598,598,715.1434,676.282,-98577.9453125,2990000,54.51
56.63,599,599,1148.4402,710.6375,-99088.046875,2995000,55.59
