Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Running Env Steps,Real Sto Return,Itration
698.081,674.4368,57.79,-95782.6328125,407,2035000,57.74,407
929.6957,698.7583,59.54,-97859.9921875,408,2040000,59.55,408
606.6985,670.1028,57.27,-96062.5625,409,2045000,57.17,409
395.0011,663.1827,58.95,-92987.484375,410,2050000,58.92,410
648.6748,662.0338,55.9,-95610.5859375,411,2055000,56.13,411
458.7953,679.5402,56.98,-96990.421875,412,2060000,56.76,412
459.7333,664.3767,54.38,-95493.390625,413,2065000,54.35,413
472.7386,679.155,57.97,-97173.84375,414,2070000,57.96,414
608.4044,676.7284,57.28,-97563.9609375,415,2075000,57.11,415
468.6454,670.1138,56.1,-97155.34375,416,2080000,56.06,416
621.1382,684.3349,55.18,-98187.9296875,417,2085000,55.27,417
536.7774,686.0391,58.24,-97740.7109375,418,2090000,58.24,418
488.4086,682.9211,57.79,-97654.0,419,2095000,57.83,419
471.6612,678.4733,58.74,-97092.8515625,420,2100000,58.94,420
405.7775,685.1061,58.79,-97832.8984375,421,2105000,58.7,421
491.3182,674.5949,57.89,-97283.203125,422,2110000,57.88,422
481.8681,685.1292,57.82,-98118.953125,423,2115000,58.15,423
526.3781,683.7137,58.3,-98047.15625,424,2120000,58.4,424
693.6416,675.8826,58.22,-97983.0859375,425,2125000,57.99,425
463.4743,680.2849,58.77,-97793.40625,426,2130000,58.82,426
444.9699,669.4766,58.95,-98081.75,427,2135000,58.95,427
455.5145,675.7692,58.45,-97768.578125,428,2140000,58.44,428
437.0942,673.2406,59.19,-97918.890625,429,2145000,59.17,429
509.4429,679.3533,56.94,-98281.8984375,430,2150000,57.47,430
479.3291,674.8374,57.89,-98361.609375,431,2155000,57.96,431
769.7123,701.3177,57.72,-98256.0078125,432,2160000,57.8,432
475.1553,657.2871,57.48,-96542.8984375,433,2165000,57.47,433
618.382,669.1839,58.33,-97837.9609375,434,2170000,58.35,434
589.9918,669.6896,56.67,-97082.078125,435,2175000,57.0,435
571.8111,675.7297,57.9,-97159.6484375,436,2180000,58.04,436
523.1381,643.5715,57.65,-95771.2890625,437,2185000,57.75,437
545.7024,660.4938,57.95,-96471.8125,438,2190000,57.9,438
417.2166,665.4706,56.09,-98004.96875,439,2195000,56.0,439
607.6536,642.32,57.51,-97129.1171875,440,2200000,57.55,440
542.8695,657.302,58.9,-96817.3828125,441,2205000,57.82,441
606.3526,645.6842,56.62,-96950.109375,442,2210000,57.01,442
529.0099,650.3963,63.86,-95197.078125,443,2215000,63.88,443
427.2467,593.9354,68.73,-95683.5625,444,2220000,65.71,444
635.3405,607.5844,86.48,-96958.109375,445,2225000,73.51,445
981.5633,564.4488,112.98,-89933.5625,446,2230000,108.35,446
679.0297,557.1182,141.17,-91399.796875,447,2235000,138.2,447
416.4462,597.2201,73.97,-95574.046875,448,2240000,69.12,448
473.9557,590.3663,66.94,-95537.0625,449,2245000,65.07,449
384.9785,581.3003,60.86,-94495.0546875,450,2250000,60.02,450
404.7869,572.3646,57.33,-93153.625,451,2255000,58.06,451
350.6475,554.6542,61.76,-93744.078125,452,2260000,61.5,452
308.9457,562.7931,68.09,-91387.328125,453,2265000,68.36,453
347.5518,584.3292,64.93,-91592.90625,454,2270000,66.31,454
389.9146,567.5772,71.9,-90102.6796875,455,2275000,78.86,455
631.2933,583.4666,63.41,-76698.96875,456,2280000,63.35,456
2028.6723,709.3466,65.43,-98292.296875,457,2285000,63.38,457
640.7656,600.983,66.3,-94115.9296875,458,2290000,66.97,458
1013.2754,697.817,68.78,-98019.78125,459,2295000,68.63,459
752.811,653.2471,70.56,-96780.6953125,460,2300000,70.56,460
1012.1756,616.8312,65.09,-95463.046875,461,2305000,64.21,461
1784.2171,700.5613,72.78,-97649.71875,462,2310000,73.07,462
996.301,611.3351,64.05,-91378.7890625,463,2315000,63.95,463
1598.8843,564.0285,193.03,-91367.890625,464,2320000,193.46,464
435.7451,561.0629,102.16,-89945.796875,465,2325000,103.3,465
2166.3066,639.2552,64.44,-97351.828125,466,2330000,64.9,466
369.4048,602.0599,66.2,-91544.3359375,467,2335000,66.37,467
469.0813,584.3267,75.25,-87956.0859375,468,2340000,75.49,468
3730.5206,625.1724,191.66,-93123.015625,469,2345000,191.66,469
4148.0877,624.1206,191.39,-94210.3203125,470,2350000,191.39,470
3236.8187,619.1364,295.59,-95242.3515625,471,2355000,295.59,471
3250.7983,617.4284,295.01,-95369.71875,472,2360000,295.22,472
2197.8915,618.4246,240.52,-93802.46875,473,2365000,240.52,473
1900.2176,635.6721,236.96,-93726.6015625,474,2370000,236.96,474
3071.049,653.7274,236.96,-96382.7421875,475,2375000,236.96,475
1671.2086,590.6602,230.0,-96422.375,476,2380000,230.0,476
2661.9983,711.3798,69.28,-98552.953125,477,2385000,69.28,477
4061.5286,699.0918,70.66,-98837.5390625,478,2390000,70.68,478
2416.5304,645.0643,241.66,-94895.1875,479,2395000,241.39,479
1952.5989,620.0874,252.95,-92947.609375,480,2400000,252.95,480
690.7327,556.8575,229.74,-86873.9140625,481,2405000,229.74,481
834.1417,556.3464,266.72,-80100.9296875,482,2410000,264.82,482
2370.7217,563.1171,253.65,-90481.421875,483,2415000,253.65,483
2488.1865,571.0217,170.21,-92540.765625,484,2420000,170.21,484
364.0653,557.6413,229.07,-68936.953125,485,2425000,229.06,485
810.7823,647.1204,53.73,-93608.328125,486,2430000,53.73,486
340.7628,664.2028,57.44,-96774.6953125,487,2435000,57.44,487
2637.4067,731.3533,53.55,-98590.328125,488,2440000,53.55,488
671.8598,621.2271,53.1,-96379.1171875,489,2445000,53.1,489
631.0787,626.6058,52.02,-95891.1328125,490,2450000,52.02,490
386.7796,624.9998,49.8,-93354.0078125,491,2455000,49.8,491
449.1401,579.9377,51.52,-90725.609375,492,2460000,51.52,492
351.9615,614.8616,55.9,-89521.1328125,493,2465000,55.9,493
331.2273,604.2248,62.07,-89982.84375,494,2470000,62.07,494
304.6914,587.7814,60.71,-89439.765625,495,2475000,60.71,495
325.5348,593.7981,57.57,-92395.9921875,496,2480000,57.57,496
1054.4931,634.9638,56.11,-95905.7734375,497,2485000,56.11,497
737.8417,648.0519,56.84,-92262.8828125,498,2490000,56.84,498
289.0763,640.6563,56.43,-87228.4375,499,2495000,56.43,499
361.1801,600.0654,239.24,-92213.0625,500,2500000,239.65,500
1959.5435,571.3396,259.81,-92118.3046875,501,2505000,259.81,501
3189.569,591.8778,250.91,-95524.390625,502,2510000,250.91,502
315.3156,583.6534,257.08,-83896.296875,503,2515000,257.08,503
671.8304,609.8315,253.84,-89585.03125,504,2520000,253.84,504
1354.7779,601.7192,238.74,-92341.359375,505,2525000,238.74,505
870.144,602.0231,250.69,-95224.0078125,506,2530000,250.69,506
964.7865,596.8768,252.4,-93313.9609375,507,2535000,252.4,507
1228.8821,619.175,248.4,-94376.84375,508,2540000,248.09,508
398.7908,604.9175,251.63,-92025.6328125,509,2545000,251.63,509
780.2193,595.9185,252.05,-90072.4765625,510,2550000,252.05,510
337.9657,540.4373,303.09,-88436.015625,511,2555000,300.82,511
652.0545,547.3405,239.68,-85500.4609375,512,2560000,239.68,512
612.9765,552.0533,229.97,-85443.09375,513,2565000,229.98,513
593.5445,511.4999,312.13,-71260.84375,514,2570000,312.13,514
345.5932,620.8606,71.61,-84181.625,515,2575000,71.69,515
394.0069,524.9333,324.49,-72261.4609375,516,2580000,324.49,516
246.6033,520.6955,248.38,-73484.890625,517,2585000,248.93,517
338.9403,577.2743,55.0,-90455.640625,518,2590000,55.0,518
268.8629,599.7252,50.36,-87702.1328125,519,2595000,50.36,519
281.3889,566.6737,54.83,-87611.875,520,2600000,54.83,520
248.0316,573.0551,51.87,-84840.3125,521,2605000,51.87,521
270.6309,573.2923,50.69,-89330.359375,522,2610000,50.69,522
387.0191,588.7649,55.06,-92860.0625,523,2615000,55.06,523
357.4276,565.241,56.96,-89011.1796875,524,2620000,56.96,524
284.9992,564.5937,56.57,-90732.0,525,2625000,56.57,525
252.7614,545.7683,58.46,-88305.7734375,526,2630000,58.46,526
337.1621,570.3146,52.74,-93213.0390625,527,2635000,52.74,527
302.5788,562.2056,60.94,-93471.625,528,2640000,60.94,528
292.3065,574.7605,55.26,-90509.4453125,529,2645000,55.26,529
432.5188,637.7499,51.43,-92633.5703125,530,2650000,51.43,530
876.4664,621.6179,63.13,-91409.9609375,531,2655000,63.13,531
296.2477,586.7331,54.41,-88337.3203125,532,2660000,54.41,532
304.5973,555.7973,55.09,-91281.4609375,533,2665000,55.09,533
289.1732,654.601,61.13,-92631.1796875,534,2670000,61.13,534
277.1977,608.1674,53.27,-86239.578125,535,2675000,53.27,535
301.0274,567.5363,57.63,-89270.1484375,536,2680000,57.63,536
285.9862,616.8733,58.7,-89838.0390625,537,2685000,58.7,537
349.4559,546.1695,56.52,-87483.0703125,538,2690000,56.52,538
290.6887,619.0324,58.65,-89937.265625,539,2695000,58.65,539
302.425,604.631,57.93,-94253.03125,540,2700000,57.93,540
351.3059,693.1815,54.42,-95208.890625,541,2705000,54.42,541
317.4208,589.1984,58.87,-91886.1953125,542,2710000,58.87,542
256.5334,544.2739,63.12,-82589.1484375,543,2715000,63.12,543
332.8438,630.0994,55.8,-93745.390625,544,2720000,55.8,544
356.1829,611.537,61.27,-90553.3671875,545,2725000,61.27,545
284.8538,574.7972,64.09,-90160.1875,546,2730000,64.09,546
277.1953,641.5395,57.32,-90745.96875,547,2735000,57.3,547
294.7835,621.4725,58.16,-91948.390625,548,2740000,58.16,548
361.0057,656.5425,54.61,-95001.1953125,549,2745000,54.61,549
282.9198,625.8932,59.96,-88722.8203125,550,2750000,59.96,550
305.8705,622.2614,56.58,-92316.265625,551,2755000,56.58,551
330.9026,596.0897,56.34,-93319.046875,552,2760000,56.34,552
337.7417,617.0073,56.5,-93656.328125,553,2765000,56.5,553
341.3686,602.9205,63.48,-87413.625,554,2770000,63.48,554
317.1002,591.6813,54.65,-86737.2734375,555,2775000,54.65,555
316.4748,616.7051,58.13,-88822.6484375,556,2780000,58.13,556
278.1051,614.0937,56.85,-91298.375,557,2785000,56.85,557
371.1031,680.1022,49.98,-97102.859375,558,2790000,49.98,558
347.9498,679.3355,54.84,-95474.953125,559,2795000,54.84,559
350.7937,624.8319,53.4,-93473.7421875,560,2800000,53.4,560
347.3979,629.1579,52.55,-91358.5859375,561,2805000,52.55,561
410.6682,606.2444,54.27,-88611.8984375,562,2810000,54.27,562
336.1085,630.362,56.73,-91568.3984375,563,2815000,56.73,563
354.4209,652.2354,52.98,-95454.3515625,564,2820000,52.98,564
327.6295,638.5293,56.41,-91754.625,565,2825000,56.41,565
268.081,607.3176,56.59,-92670.1953125,566,2830000,56.55,566
301.622,614.2566,55.54,-94462.203125,567,2835000,55.54,567
337.9549,568.195,56.72,-92865.7734375,568,2840000,56.72,568
296.304,622.0034,60.34,-89819.3203125,569,2845000,60.34,569
362.0051,586.4231,56.6,-93076.2734375,570,2850000,56.6,570
380.8714,650.7406,58.06,-97027.4609375,571,2855000,58.06,571
339.9647,651.9824,53.15,-95667.3984375,572,2860000,53.15,572
317.8751,636.0682,55.84,-93351.3125,573,2865000,55.84,573
351.6111,641.174,55.11,-97001.0546875,574,2870000,55.11,574
341.1858,618.312,51.4,-94719.765625,575,2875000,51.4,575
327.6496,633.0558,54.39,-94306.3671875,576,2880000,54.39,576
317.3303,606.8335,53.01,-93128.078125,577,2885000,53.01,577
335.3044,615.7168,55.25,-94481.625,578,2890000,55.25,578
299.5212,639.2682,57.36,-87799.5078125,579,2895000,57.36,579
355.8428,615.8792,56.81,-93283.484375,580,2900000,56.81,580
411.4698,630.2877,60.82,-96130.8828125,581,2905000,60.82,581
316.7438,614.3835,60.98,-94973.0078125,582,2910000,60.98,582
328.3048,642.601,57.46,-92300.6015625,583,2915000,57.46,583
243.0775,647.7515,56.1,-93399.1875,584,2920000,56.1,584
295.4162,619.3128,58.08,-95470.2421875,585,2925000,58.08,585
311.033,580.0692,58.43,-90896.2890625,586,2930000,58.43,586
709.0833,641.8297,56.2,-95365.8125,587,2935000,56.2,587
325.0768,589.7777,50.89,-93319.71875,588,2940000,50.89,588
323.4971,596.1129,52.97,-81003.90625,589,2945000,52.97,589
279.5127,570.6941,56.13,-91243.4921875,590,2950000,56.13,590
368.1409,608.685,52.61,-94459.640625,591,2955000,52.61,591
341.9255,601.7957,53.68,-92358.921875,592,2960000,53.68,592
334.6036,606.8237,57.06,-93055.46875,593,2965000,57.06,593
392.5655,628.0052,55.74,-93655.2890625,594,2970000,55.74,594
442.8183,631.5559,52.83,-94353.2421875,595,2975000,52.83,595
373.2313,608.8892,54.1,-94241.3046875,596,2980000,54.1,596
340.4606,604.101,52.71,-96195.1328125,597,2985000,52.71,597
288.1247,624.8954,53.78,-94692.0625,598,2990000,53.78,598
354.5934,614.7464,52.43,-95363.1796875,599,2995000,52.43,599
