Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Itration,Real Sto Return,Running Reverse KL,Reward Loss
348.7811,365,3194.98,1825000,365,3161.64,142.1348,-78507.3828125
357.7045,366,3285.6,1830000,366,3521.04,150.447,-78286.9453125
355.9248,367,2914.57,1835000,367,3157.91,165.1918,-69587.1796875
352.5255,368,2789.7,1840000,368,3442.08,142.0822,-77588.703125
355.7564,369,3031.09,1845000,369,3465.12,186.44,-76278.03125
353.2218,370,2317.35,1850000,370,2539.5,170.6,-75795.75
356.395,371,3006.03,1855000,371,3636.65,168.1755,-85271.765625
395.0731,372,2537.57,1860000,372,2496.47,817.3001,-60963.59375
379.5838,373,2028.26,1865000,373,2348.74,152.0987,-70645.3828125
390.8214,374,1745.2,1870000,374,1817.11,447.0216,-69462.7265625
374.2016,375,1661.39,1875000,375,1473.71,715.2791,-66682.9921875
402.7661,376,1990.37,1880000,376,1742.78,447.9445,-57880.76171875
406.4588,377,1376.4,1885000,377,1032.01,362.5846,-48817.109375
391.28,378,2340.92,1890000,378,2113.42,1000.1995,-75208.765625
359.5107,379,2662.08,1895000,379,2459.59,340.5487,-81558.078125
393.3555,380,2317.05,1900000,380,2500.25,382.2716,-69012.328125
374.4137,381,2151.71,1905000,381,1771.62,203.5872,-68473.7109375
403.3925,382,2286.5,1910000,382,1629.06,442.7466,-55323.15625
373.0167,383,3186.24,1915000,383,2351.54,561.9926,-61306.76171875
428.2157,384,1027.0,1920000,384,1371.08,474.6825,-53276.49609375
433.926,385,1425.82,1925000,385,1232.67,455.9188,-54427.0703125
389.4503,386,1038.19,1930000,386,1230.26,727.0273,-63041.984375
414.9332,387,1463.62,1935000,387,781.91,1692.6192,-73120.0546875
394.1507,388,1813.21,1940000,388,1751.56,1249.9508,-58745.6953125
447.145,389,924.45,1945000,389,1155.41,422.8845,-65478.03515625
415.8021,390,2162.76,1950000,390,1296.52,341.3265,-59324.078125
448.0211,391,872.22,1955000,391,1449.6,251.7144,-63994.51953125
422.3152,392,1212.63,1960000,392,968.8,282.1245,-54638.85546875
426.5514,393,1197.11,1965000,393,1661.5,400.3411,-54085.9921875
452.5067,394,1327.18,1970000,394,1150.21,1045.7911,-49994.625
428.8562,395,805.69,1975000,395,765.64,379.6375,-60528.96875
418.5252,396,939.97,1980000,396,455.17,892.9764,-68129.171875
443.6178,397,1151.46,1985000,397,637.92,714.6345,-69370.0390625
485.529,398,716.67,1990000,398,744.83,2326.3975,-68699.8671875
